mean_total_precipitation_rate_std_PCA_1,mean_total_precipitation_rate_std_PCA_2,mean_total_precipitation_rate_std_PCA_3,mean_total_precipitation_rate_std_PCA_4,mean_total_precipitation_rate_std_PCA_5,mean_total_precipitation_rate_std_PCA_6,mean_total_precipitation_rate_std_PCA_7,mean_total_precipitation_rate_std_PCA_8,mean_total_precipitation_rate_std_PCA_9,mean_total_precipitation_rate_std_PCA_10
0.9046386532398104,0.22565269687516434,0.26667432183692813,-0.19204144300462567,-0.06147518173681998,-0.10993058663052425,-0.09573206434974312,0.07458353994915469,-0.015638492572512843,-0.029984390072996796
0.9178486210246483,0.14175385466510232,0.323774658291412,-0.14443757046705868,-0.09529576571209362,-0.057168127083499845,-0.06227666949433004,0.07106354544812833,-0.04238218479441008,-0.038879319558405304
0.9163940044842216,0.05498022383199124,0.3792657591444412,-0.07951585387160187,-0.10667811114597359,-0.005826809771376315,-0.0481328677118691,0.04033846522379267,-0.056881943081820846,-0.01797993132753771
0.8999669593706151,-0.08712536656633033,0.4194048634066991,-0.005700757470138235,-0.09927900842274,0.028187725218605544,-0.006000375755953769,-0.034493451846878666,-0.053195836368593596,0.03260337823948982
0.8804205756628553,-0.1665074024704144,0.4323592835936965,0.05395103438953021,-0.08923123250939506,0.052182768097172316,-0.005981159692433917,-0.0692241769856385,-0.04507228876869437,0.03548425856591471
0.8689972154032545,-0.22136703315001233,0.4193687858171034,0.10876894323933799,-0.09080793027111134,0.06246224353330473,0.001584012789910843,-0.07288283626672196,-0.006626936871950799,0.04656612164059991
0.8584643276902698,-0.2795558828006058,0.3950517960666022,0.16536773747371591,-0.05740304901086897,0.07557150690595113,0.023065859700051212,-0.05441370101318366,0.007400251854359251,0.018662314762572005
0.8661119000778963,-0.3292127459414375,0.33333253506350213,0.18169817520356527,-0.008917004867949087,0.07190133828683637,0.029206517691475746,-0.04040626819909894,0.025856772875569117,-0.003502193433335176
0.8720507015008765,-0.3625438239833949,0.27207022091273564,0.18501599869156332,0.05149114333031903,0.060082063643473904,0.0307855489173952,-0.0009314799639955753,0.05824588682275004,-0.028055806139806377
0.8665710986997651,-0.40988244595134354,0.1989098528026617,0.17556568295407113,0.11943262512454594,0.027705124182900515,0.013116316155586935,0.03858821755978507,0.07566455143559804,-0.049450468929358594
0.8660538047613425,-0.4349804295708022,0.12404701116775631,0.1622967959526092,0.1438624893466245,-0.016798029178550857,0.00729318461614624,0.0842652660456653,0.05331364487898024,-0.035407262171703736
0.8654299798343505,-0.46633768629560995,0.014416626814274662,0.11536070951942959,0.13925322710409216,-0.044705239862773694,0.023104485389808405,0.09972248211672124,-0.009869152897850017,-0.010539742608238797
0.8305699000861109,-0.5017894777697245,-0.12149640774687143,0.06213601365828256,0.16324835527411524,-0.09919609327889427,0.03973950400385907,0.085430845283877,-0.06411468821850591,0.03806708388966068
0.814590794329278,-0.5185869425752169,-0.21380280278246497,0.01782613624787787,0.11172357605169882,-0.11042472157681896,-0.004796408458719493,0.03378176284385159,-0.07050305083774416,0.04456375737017565
0.7987576473542484,-0.5300571392869102,-0.2664070761662058,-0.026534600972820406,0.07561044325815365,-0.10025992693165972,-0.03309585310308333,-0.020230695990070928,-0.06147973765541096,0.02944232986721657
0.7767667039841493,-0.5490995208689023,-0.28972005978124105,-0.04435034007989667,0.04111099318428325,-0.08109256938939102,-0.03841604164995487,-0.10562832680128176,-0.013333365109977952,0.01579379431875533
0.7664753027918056,-0.542146594953407,-0.32596617468540656,-0.06163849191366193,0.0009853646838500628,-0.04692881065904704,-0.038318103298109925,-0.1344819188350755,0.005088038613698782,-0.012898506579511748
0.7451521654898848,-0.5471471544205333,-0.3695412333143016,-0.06877621289722913,-0.05049400918748962,-0.010222705213626022,-0.03396819074190191,-0.10722099400733208,0.01199094350921586,-0.03764300476204957
0.7260945784017324,-0.5562693259604532,-0.38702069320341215,-0.0763053627767737,-0.10964927896335785,0.049795036429063834,-0.02365269681936379,-0.040800473387860574,0.02232646216211864,-0.054786817341130674
0.6945845403941193,-0.5505003011034454,-0.4106055244813832,-0.09186092269774478,-0.17742561884646743,0.11561365553422932,0.011120261848322502,0.06458102046747134,0.03070200249233345,-0.03055248962606164
0.6552300937482197,-0.5442489397651736,-0.4090001858538395,-0.09407582807199263,-0.23644672808809858,0.1519745605459293,0.03131752189065106,0.16442914770370726,0.025996008020972308,0.06750511938187745
