mean_top_net_short_wave_radiation_flux_mean_PCA_1,mean_top_net_short_wave_radiation_flux_mean_PCA_2,mean_top_net_short_wave_radiation_flux_mean_PCA_3,mean_top_net_short_wave_radiation_flux_mean_PCA_4,mean_top_net_short_wave_radiation_flux_mean_PCA_5,mean_top_net_short_wave_radiation_flux_mean_PCA_6,mean_top_net_short_wave_radiation_flux_mean_PCA_7,mean_top_net_short_wave_radiation_flux_mean_PCA_8,mean_top_net_short_wave_radiation_flux_mean_PCA_9,mean_top_net_short_wave_radiation_flux_mean_PCA_10
0.0010842781442914945,-0.6709523499997144,0.6556439498647462,0.1854026725536598,0.047965683324126894,-0.14800620256906546,-0.03831577328465843,0.1756660248791155,0.105232941867129,0.1570853169908822
0.3082359363382474,-0.6520531039906853,0.6479107656150845,-0.11358069057436743,0.10468584358920632,-0.002769975475646672,0.07713694793221153,0.0908768779311243,0.13078294372189478,0.12980106705231267
0.6264680570959383,-0.44868417153517137,0.4093623198291377,-0.3791075328015251,0.1910200261304261,0.19488414176746288,0.1239976525529796,0.055666476150579604,0.09508585026221653,0.01163169334253258
0.7925588359688169,-0.24388653132972712,0.13150435047169237,-0.41956533346407066,0.23587819487070966,0.25069212418258263,0.01708840857611321,0.07178174554200104,0.028877043186560855,-0.042768217812547984
0.8880070124162418,-0.05226096954331085,-0.05457146843883159,-0.273214525870204,0.2922027461465253,0.18333672822586772,-0.06965877838885723,0.13538171042761232,-0.019614549440600204,-0.012905769884508853
0.9183200023993882,0.1084213728355874,-0.13025070026291335,-0.07396419630776226,0.2999321684369915,0.06778573102203651,-0.042819895995407774,0.18003252622520052,-0.05326487694607311,-0.03497130452344402
0.8687827172568124,0.31833323235378247,-0.09327896659116719,0.1272133179934363,0.29699108434585875,-0.010208818482594164,0.028338559393825635,0.17743969381669591,-0.08461824334473127,-0.04127563885129479
0.6958850670293305,0.5608893579317534,0.02125192490458248,0.31427976575619093,0.27058091994140987,-0.04229854954643809,0.10538419970049688,0.12957405375515382,-0.10054622350386608,-0.022471198962233756
0.4301512885423672,0.7359809459883734,0.17016376736477792,0.41287440671548503,0.21192800124169894,-0.015799512621195083,0.16265065765702705,0.04687441040660059,-0.09425922910925143,0.021797796157833477
0.12995474096674234,0.828727394583356,0.33749568686933623,0.3633670582930495,0.13920433644349944,0.04749593021390589,0.13905153904330167,-0.06394120111314289,-0.09869951583331214,0.08135723006644817
-0.118721906282367,0.8423850087109823,0.45749363202384113,0.15776126026698611,0.09178290931896325,0.11069465238947737,0.031967044719675805,-0.12861901637129242,-0.080244728125469,0.0943167992215559
-0.31869724851428494,0.8026203413873318,0.46537930254844634,-0.0988137428472975,0.08336822417882964,0.08969277511214885,-0.07507316229308086,-0.08173396091320365,-0.0647808522922356,0.07809541160999824
-0.4790671092679707,0.701322920839573,0.3645070565585075,-0.3392048650965092,0.11554257536012506,-0.00037816287598946204,-0.12390354664757103,0.01907948201308209,-0.06171357400554003,0.06241842579477241
-0.6122476581609788,0.5292607641891205,0.17514662879875117,-0.4776388742583187,0.25343105568939117,-0.1030125835782884,-0.07982594181882634,0.07548703472654386,-0.059609931497328135,0.041512716222788834
-0.675673032517308,0.29904971017749155,-0.0653090336072028,-0.46620133454374485,0.44910044973049457,-0.16796477603385582,0.045195150957297266,0.07400422123738341,-0.027690612216027574,-0.0032279053151566743
-0.6621364734666887,0.03381459668374556,-0.25459594533122715,-0.31382963244588974,0.6022662396877753,-0.1428943483715693,0.1520177228128332,0.018289251137966894,0.013966687132481762,-0.017966408433472858
-0.6015892540126918,-0.21921312320730307,-0.3194040123187903,-0.05768947035986721,0.6823245874302957,-0.04199277117295454,0.15556849224497898,-0.055617658753624226,0.04760924308597894,0.0002304115201855069
-0.5608023266207194,-0.35649059043726966,-0.2615537510287781,0.14981441516278007,0.6766269587446286,0.06861887484737321,0.055800796507207005,-0.09390613735407295,0.04406613008508657,0.01509726310709344
-0.5238388093687927,-0.481829179134973,-0.1346128960638731,0.32107640829856143,0.5948089117425096,0.13616895604986645,-0.0686681373522382,-0.07663393066160405,0.015501721894317737,0.022119989126723662
-0.45522390355101644,-0.5959687053167189,0.05507260366488413,0.441974394920189,0.45472133661993075,0.13605387598591945,-0.1593810951383838,-0.029019971509225282,-0.015181427496843987,0.0032315137539867755
-0.3616282564073467,-0.6810215685646518,0.272620271432144,0.4642719701658692,0.291573269160962,0.055418473568102054,-0.18152962770099668,0.02041615806663685,-0.049126062814742674,-0.04711054812932605
-0.22834306071441224,-0.7221462253034285,0.4864165195937089,0.38416967721947354,0.13399258665073369,-0.07001837125043452,-0.12235816167371784,0.05242389889437332,-0.07001190632294597,-0.07925983119659886
