large_scale_snowfall_max_PCA_1,large_scale_snowfall_max_PCA_2,large_scale_snowfall_max_PCA_3,large_scale_snowfall_max_PCA_4,large_scale_snowfall_max_PCA_5,large_scale_snowfall_max_PCA_6,large_scale_snowfall_max_PCA_7,large_scale_snowfall_max_PCA_8,large_scale_snowfall_max_PCA_9,large_scale_snowfall_max_PCA_10
0.5264147038779349,0.5861570952339245,0.33320793642190755,0.3780056395084485,-0.19378761155966145,-0.11012667777732804,0.016764194345937317,-0.24487802707966447,0.08487516910809981,-0.017247838932315348
0.517235987446565,0.6553831276366253,0.34184196070077316,0.35308523360142846,-0.11260311795227301,-0.2348032645315598,-0.0021957509187826496,0.008758522846288176,-0.027023259521110517,0.03207763207711186
0.5217072266149755,0.7204577114966322,0.2839443196327502,0.2550545460571945,-0.10739929940593526,-0.19958810875242503,-0.010036758280262952,0.1074246022211024,-0.0621720942186898,0.03384430155569575
0.5570483199695168,0.7391028373132235,0.3109824413985364,0.11051585837109158,-0.03556374859485457,-0.09693165539862417,-0.07813494948144938,0.14492650386026687,-0.05736535261329904,-0.023644480606350278
0.5355740259334855,0.7633283518904717,0.3255067182324808,0.006795682586831624,-0.0021809626321731145,0.04847910618118825,-0.12199911386730773,0.10443040639751174,0.027310129916297755,0.013419749389107033
0.5218182175773654,0.7719647633573298,0.31174549057950823,-0.04094282137008429,0.026298004323271933,0.1403222512811028,-0.10399302009135829,0.06657859740994368,0.06999258319063739,0.002514340382137741
0.5260842029753693,0.7664867234914345,0.24631875187776364,-0.05213331546859045,0.024428911291532046,0.2631998790604732,-0.06906770644122968,0.0206743630385993,0.07569178573708304,-0.023195705564578315
0.5789666390664535,0.7409684017228566,0.17892140402778592,-0.12940491485434646,0.03450319670781781,0.25889692823684746,-0.0047020027160446735,-0.0315443525923636,0.05126530452360511,-0.052456118953729605
0.5637579937821717,0.7458900799569826,0.05020425170052205,-0.16339447290642223,0.08507546942929337,0.24621134366661074,0.07185209571977882,-0.09924468686389358,-0.0940148792300295,-0.014957611326753073
0.6410498650507964,0.7151073526087037,-0.08156619868531625,-0.1775851830469476,0.09849490552314076,0.04364204870212465,0.12584101475166512,-0.06507922289871741,-0.09191058477023903,0.060544054950170643
0.7013112914606967,0.6190586388214367,-0.17911784331235647,-0.1468246350979081,0.09985893686776638,-0.0764050497353058,0.17831359213026132,-0.0674675407995793,-0.14690182423577292,0.0699549417669971
0.7399582668108593,0.537370923780489,-0.3091904781944056,-0.1676022418689825,0.11790411752231293,-0.1117673951586501,0.1329110258456278,-0.026684045631003257,0.011343681836547947,-0.00882038135153637
0.7737056114979287,0.45143269807179404,-0.3788394837034066,-0.13317826660424728,0.08949222787612986,-0.14423359988340126,0.07933730977200315,-0.003562716464975047,0.07253604708980382,-0.03934750419938495
0.8080864182977967,0.30535553589512376,-0.4645999027834651,-0.11582946266420814,0.01936061792684441,-0.1434216389875913,0.02792349502989473,-0.0070067542389603875,0.08663697548725781,-0.07579336535425812
0.8184102640340662,0.23946014792384832,-0.5017014500749589,-0.08786225670584816,-0.022685821967841854,-0.10931408412275585,0.006313024846999745,0.014798855010290792,0.09328887545563914,-0.03340055230404228
