convective_available_potential_energy_max_PCA_1,convective_available_potential_energy_max_PCA_2,convective_available_potential_energy_max_PCA_3,convective_available_potential_energy_max_PCA_4,convective_available_potential_energy_max_PCA_5,convective_available_potential_energy_max_PCA_6,convective_available_potential_energy_max_PCA_7,convective_available_potential_energy_max_PCA_8,convective_available_potential_energy_max_PCA_9,convective_available_potential_energy_max_PCA_10
0.4915865369820007,0.6143710517315982,-0.2042516364757372,-0.02251375684166257,-0.4997627144367693,-0.16373419135634598,0.1249246299524209,-0.10552071433581103,-0.16138148834836288,-0.045800164394208316
0.5520215310697307,0.6615979439732397,-0.21003593065711137,-0.02653411569941785,-0.4116070928567232,-0.10263355869977268,0.030673508841020457,0.10850747639802065,0.11653774914239538,-0.0171021700348794
0.5861056793406764,0.7232465494906984,-0.1951975130163246,-0.05740379121898457,-0.16267815267927538,-0.06833056136216561,-0.10733304520720745,0.03756850756451339,0.1253652579011378,0.079167529670603
0.5222436007430897,0.7193193023299462,-0.22837548393125431,-0.07189657737950755,0.08533085332275213,0.07479079930575333,-0.33260433828827524,-0.040113100754457114,-0.09130588892971825,0.13789535768850975
0.5746615048580703,0.7019470707424693,-0.2794015626749119,-0.071451404807892,0.17238589748944008,0.06365462638699541,-0.19499954771830127,-0.00409956142475527,-0.10979199064650466,0.008432148873263651
0.5515287711261254,0.7356114821345053,-0.20380412917489457,-0.044646673483437496,0.1993393431497984,0.09936193027802004,-0.029143435187303668,0.015271218416903418,0.11361118271440795,-0.22380534813081535
0.6495566874001898,0.6551755081739555,-0.14781581376148337,-0.022969274913222593,0.24479500418592684,0.15974176819245037,0.10367967846404573,-0.06392800789886567,0.10424829818877575,-0.05185517164877153
0.7871983525738875,0.4564649689095081,-0.03510340332822109,-0.002505608267671255,0.18908825197057127,0.11734120857141087,0.3201224955062449,-0.08329179621638473,-0.059158228410907204,0.07802436051316271
0.8574444062713865,0.39811270652375036,0.04084348175195261,0.02625589540574884,0.11562105360281764,-0.03437775354580399,0.2600202629429846,-0.031523676476708055,-0.06869693219249613,0.08346486670680824
0.8356465098003777,0.3112026475877143,0.19658746862832174,0.14375575520451556,0.20345298378797,-0.2154573514200253,0.13922452124830192,0.1547956262725394,-0.027555752835336633,0.06422042804564992
0.8599996542269374,0.2441707995644356,0.26122781706692494,0.0671975305061987,0.15373152892697622,-0.29701963403073883,0.04503261115412065,0.07302606196505727,0.023564666312512545,-0.028190373163105475
0.878862511323291,0.12110402296556602,0.35176353115580883,0.13092725341337294,0.0958058918361155,-0.21200490724339666,-0.09694704236332236,0.011648215781205904,0.0027761242663721063,-0.07463989099669853
0.8806333487760697,0.08549299428382667,0.38814919461077413,0.19128819652364182,-0.057247897028872806,-0.03264628567179178,-0.1084705462860536,0.009022211095030078,-0.07627530324366676,-0.07970885999876728
0.8355899290334099,0.08643985908874029,0.46085617981097804,0.2153837294352053,-0.027851517822289083,0.10231404124266304,-0.11580666473589549,-0.007422868575568625,-0.07539290194584333,-0.034113041797030313
0.8721318929668944,0.06950402482778839,0.41370919293491537,0.16200229888713955,-0.06716859564049457,0.1509946172399939,-0.04819250685007859,0.011210983405756462,-0.009590661046173905,-0.006922827653475086
0.9018906055375919,0.030801328627880983,0.35829373356657834,0.11489143222912329,-0.09620076955123999,0.156236960322457,-0.04855525177478146,0.0136273633827732,0.011026503136217383,0.036541780526992425
0.9306872826553966,0.003539136558992713,0.3146004285329918,0.047920241521642044,-0.08000125604017617,0.09689742745042902,-0.014560187776760346,-0.008264885736920639,0.04097901673737871,0.03645918654774081
0.9560289981263353,-0.009992254313907514,0.23934358290117588,-0.032734040967161586,-0.11915606520414833,0.09569221725228366,0.02648296978331348,-0.019256294231381674,0.039662059084624134,0.02690915221605884
0.9444360831419755,-0.09903767390455902,0.2044338500577756,-0.11659935632951465,-0.09782000669976953,0.08496184071300887,0.04151100439827709,-0.006463435841193857,0.08672944095878704,0.05360892760576144
0.9433965798915575,-0.14372437522657827,0.15101628244055249,-0.1566658808673077,-0.10799150050554909,0.13132311061520632,0.022906037432888153,-0.019679689625919084,0.0708451268324743,0.03703315373064568
0.9395461363976204,-0.21803173451479216,0.12033808234987975,-0.16646058565002858,-0.06081781566407891,0.10590040318157791,0.009524094073665865,-0.05079469245668546,0.0302254893011797,0.018879186230112685
0.9331431894966855,-0.23129497804210084,0.08154533542311732,-0.18712580346745605,-0.021244245908922363,-0.023473173071407453,0.0346238778355332,-0.1350914056148835,0.03602091103111749,-0.055513118985625234
0.9297555532129129,-0.2479560847491412,0.03639131261443678,-0.21219597240257457,0.00763101430951876,-0.07148222577178745,-0.009656466543751104,-0.10481202497607063,-0.043411982840499665,-0.0547041892231014
0.9273301336249571,-0.25154710976669925,-0.02322203373516162,-0.22636090415534404,0.008358290121061604,-0.08802246696590223,-0.006306155896114615,-0.03844853419729058,-0.07503704163177893,-0.07787669205578958
0.913656391670955,-0.2770162587452859,-0.05756145759239685,-0.25181553275613966,0.026203606633405763,-0.08377709743840235,-0.050944732421755796,-0.003696970572447228,-0.03529856192826766,-0.020280804688990038
0.8988091095618274,-0.2870425647243136,-0.0013872173296754027,-0.2587617225757816,0.09108879443710864,-0.09196615788120625,-0.05546854842989658,-0.024677600676591704,0.06094855914192395,0.03154038668224765
0.894434155935082,-0.3098698006051133,-0.07524934749810265,-0.2260987864809269,0.10505212047096665,-0.11981058311705417,-0.07446564717074904,-0.005590481490148167,-0.032512544364036354,0.03182200874240566
0.9253077720414908,-0.29337746220834715,-0.14102610013949538,-0.133783621547284,0.04141803115838854,-0.04246655597377121,0.003623253487346295,0.1059061678871636,0.011808340502058359,0.03652337311347202
0.9196893585131859,-0.25901900567520475,-0.20390566984184993,-0.03751747140448035,-0.016584435919074915,0.01139102645033809,0.028998549417466463,0.20814593289097436,0.00798666253801039,0.015134281557347912
0.868868049940872,-0.31031887949750897,-0.2821812215916618,0.014344516554363376,-0.025147004805749766,0.11933997251255145,-0.0003056254726824661,0.21815054841000966,-0.09033133749624771,-0.022431211146804797
0.8355713121306889,-0.33241625474540365,-0.354243322577726,0.09282675780763358,-0.055504728753599665,0.16101319526457403,0.049924097483764494,0.13236653746772653,-0.020191043112813025,-0.059534781719749345
0.886079607192211,-0.30053400239390987,-0.30300409887911356,0.1399481665171707,0.027481456331953577,0.0671150353319857,0.002122046666583359,-0.0034574959934482287,-0.045997967756837045,0.004513391554235366
0.880432037091412,-0.24847309471165344,-0.3489302879144939,0.18502463882658687,-0.02550454456905721,-0.009306157132624858,0.011159921669713014,-0.048618701231199365,-0.0019001070336142321,0.004484843191791357
0.8590908064887833,-0.2912818001882316,-0.3352083700120231,0.22061233392122817,0.015957557418243114,0.02789439294565201,0.004554718599045162,-0.10596506345372193,-0.04695177801279697,-0.02451296525635096
0.8053089817602546,-0.30769165831198253,-0.38383240310239003,0.30503154598831106,-0.03308661883405755,-0.010413662798743013,0.016881209452401673,-0.10661554043915177,0.04953829341542022,-0.012679065271312755
0.7703160112939589,-0.3456518309028739,-0.26329813869661717,0.3434321999521662,0.053816802315261134,-0.19814614454618684,-0.10949916715426049,-0.11143196282285527,0.13754181830661555,0.07692915397417817
