mean_surface_net_long_wave_radiation_flux_std_PCA_1,mean_surface_net_long_wave_radiation_flux_std_PCA_2,mean_surface_net_long_wave_radiation_flux_std_PCA_3,mean_surface_net_long_wave_radiation_flux_std_PCA_4,mean_surface_net_long_wave_radiation_flux_std_PCA_5,mean_surface_net_long_wave_radiation_flux_std_PCA_6,mean_surface_net_long_wave_radiation_flux_std_PCA_7,mean_surface_net_long_wave_radiation_flux_std_PCA_8,mean_surface_net_long_wave_radiation_flux_std_PCA_9,mean_surface_net_long_wave_radiation_flux_std_PCA_10
0.42863597465138,0.470889426545298,-0.47188178763217065,0.46697586895581705,0.26718870530471617,0.14024414026600168,-0.10053617053764084,-0.07599952073150534,0.11323188843397466,0.13971191107201705
0.4939106324016971,0.5347454288294672,-0.40480454484575135,0.45014463048876635,0.22614670109133156,0.1822063998496226,-0.04452531935917164,0.006914771518001591,0.11083032097449418,0.0521691974690214
0.5661080173273841,0.554109556985373,-0.38412013737186784,0.3931982257108773,0.204707772997968,0.07880305745634107,-0.07087739531109324,0.05748873506321971,0.03097273684119216,-0.04367954322872752
0.6679689702937338,0.4933242460871062,-0.401472320501419,0.3052151460950979,0.14634067706182832,0.007247702185205492,-0.03877438233906413,0.013038744671893056,-0.08745630727628352,-0.15327512091149162
0.6521651008486189,0.5364032533405111,-0.453859989957181,0.15178814949354938,0.03234159038415383,-0.1041486019999744,0.0670443008234821,0.04721753108112634,-0.1671729880054053,-0.10770317834567791
0.6662039559593625,0.49588523733808254,-0.467648877491838,0.027809288974973114,-0.05580463572230924,-0.19799038317301274,0.12695061813572237,0.011219108701424084,-0.16062353870318297,-0.022879383225390976
0.6749070104071766,0.5075421403201292,-0.4026325767243239,-0.122710866260318,-0.13287147630385407,-0.18421013449507054,0.21828590004759957,-0.07167629896777042,-0.0058497600435134765,0.05472481631632494
0.7112203010093665,0.5072266183784724,-0.30847500099483627,-0.16307839218456174,-0.19865306806170427,-0.2035036441965793,0.1376676575216639,-0.05960912817552436,0.05933986404913469,0.07791729720496682
0.7841905768038441,0.4679168080207597,-0.18908163728268512,-0.21030557317680754,-0.22328348957249905,-0.13602460942289146,0.08162954856687686,0.004961313646630203,0.045989262556637184,0.08474477277997143
0.8201424887612917,0.4379658088002607,-0.07657650581226491,-0.2300106078266493,-0.2291396869304943,-0.03948752849578473,-0.040597198396147616,0.038366536089053216,0.1216165462097252,0.048633914710240325
0.832108981203304,0.44278158104833193,0.031266543039527805,-0.2035093096535168,-0.210782856207141,0.003570363624218882,-0.12502656430256595,0.050430129049400536,0.07851566351826372,0.018220931848861917
0.8486628581006345,0.3941143741014848,0.11575428348743709,-0.20123802977349237,-0.14044217120586044,0.051161756199585066,-0.18649547143999892,0.03105715205771441,0.08811239244248657,-0.059363743861060296
0.8567181809288346,0.3717683530324402,0.16867936015449816,-0.2292883985176103,-0.04837400959031462,0.04832091215903327,-0.1813385785018306,0.06676529940443776,0.03573378126663345,-0.07551087233507997
0.8266355725932152,0.4033745904493542,0.19252298411870825,-0.27702526422528007,-0.026934534517779694,0.08140712680735442,-0.16100002403086683,0.04376461051929465,-0.030401619277710564,-0.07739553963664508
0.8378647803564404,0.3752274782262671,0.22043110852787762,-0.274566589714783,0.035851649989275966,0.15750915171254082,-0.07485203755750452,-0.010446669684602661,-0.05876230762452154,-0.018657460740318176
0.8166183386318284,0.34974117222201373,0.29521497381001205,-0.25292216976658327,0.08788021734053882,0.18511054834933716,0.038208235174684,-0.05674228391395062,-0.05974143643409921,0.030255813107136098
0.8366896843550412,0.22095440438189978,0.35571909167868043,-0.16906181636174492,0.18051490292475855,0.2185541435997261,0.10404315060532193,-0.04434354277864624,-0.08010876773819847,0.042889642474033096
0.8342753111057842,0.0892649194865441,0.3964931198268838,-0.09285357689357479,0.265277609017279,0.16638483660203074,0.1577949389638858,-0.05540216553328496,-0.07023433673745054,0.03412603949604653
0.8333690253691863,-0.02733626544595277,0.4208296738434523,-0.04851351168581277,0.2844161861641387,0.04885262057021486,0.18838512477134675,-0.002739581078344326,0.025904463789780917,0.033330972705738315
0.8070897250334661,-0.19454209418406135,0.43891801346678894,0.07025621701713464,0.2757713260507972,-0.10737604116212904,0.1396579306325243,0.006560496830238318,0.05017018881327643,0.001821381924847359
0.7724585255923264,-0.31926081469094514,0.3825256943710768,0.14803355213874106,0.21219361698867767,-0.28407607100841603,0.042383611689644475,0.008069388100935814,0.05759517218798624,-0.07483786427460064
0.7656739874151609,-0.352361339148577,0.3714885994855781,0.21922271078786482,0.12316866650414905,-0.26675742947072645,-0.006273554095923528,0.04599682032600582,0.10498524857617504,-0.0472841002230952
0.7848362259294579,-0.3719338463242442,0.33011171223965197,0.2557437879654629,0.014917515066885769,-0.2327177658151872,-0.06656153041780045,0.011583616269008017,0.053135164720203916,-0.01551554450035225
0.7998426353795236,-0.4220154075222918,0.2459089330285033,0.25667163717301655,-0.06152813536067777,-0.12746137061487584,-0.12487483257573975,-0.02740151289461562,-0.07082751672050992,0.053821705576642585
0.774625781429123,-0.5013449015729368,0.16274543177918105,0.22754782400918097,-0.1392345580643168,-0.06420761053221952,-0.1701184241712701,-0.04884346740773855,-0.09784270491605575,0.09654465124705985
0.745587880442208,-0.5488552276986397,0.040593901965548594,0.2240424853169237,-0.1929388920268635,0.02016057573401644,-0.15129470874813822,-0.062457809803355906,-0.1245136548284651,0.09685408648626125
0.7349695755289388,-0.5897898359032978,-0.052372940194857304,0.20203580510478106,-0.21007296535393222,0.05973790535513105,-0.06463308276647108,-0.05690482816912527,-0.08585027989201045,0.00518847416268279
0.6774482320005237,-0.6390700101348022,-0.14622541119682433,0.15931626820122521,-0.22538673888329558,0.12627366853665026,0.02747595388206737,-0.05769845282623492,-0.0008121131788748617,-0.02313324440357696
0.6479853461403069,-0.6587394222727584,-0.15867046014162306,0.09003049754717775,-0.22875180302462583,0.1728036641763488,0.11155197664997887,-0.029454629896657192,0.05574926624650607,-0.08582389162352393
0.6104500489682299,-0.6957206610074962,-0.19661494080047912,0.05202182283267898,-0.1912368400629621,0.1799155555554587,0.15385631558218976,-0.04670297432573389,0.06000483256924966,-0.07434206301108622
0.561392018690779,-0.7372690389121058,-0.26461137477851626,-0.0007408150559604297,-0.10928663312333593,0.130080986410259,0.1323457713164915,-0.026765039840401215,0.10016808387302488,-0.0467641365656643
0.5038293795744633,-0.7592519603882637,-0.3367605984274087,-0.07665252271159595,-0.0034213063363983513,0.09345937949048037,0.09617935603804548,0.13597348434637072,0.023395128519542986,-0.021905389252269453
0.4390046032467837,-0.7401438838365324,-0.3785212968529542,-0.17390192997259785,0.11641187038387424,0.06061896710355808,-0.016816884947745574,0.2519329163622185,-0.020587008561473597,0.07946700424977501
