total_totals_index_min_PCA_1,total_totals_index_min_PCA_2,total_totals_index_min_PCA_3,total_totals_index_min_PCA_4,total_totals_index_min_PCA_5,total_totals_index_min_PCA_6,total_totals_index_min_PCA_7,total_totals_index_min_PCA_8,total_totals_index_min_PCA_9,total_totals_index_min_PCA_10
-0.5093143992290633,-0.6606751301787298,-0.3765954010893315,0.2785691706542719,0.021819681136391246,0.17000224421769902,0.07513936370400431,0.20530366732145705,-0.005523677214191578,0.017553357174998105
-0.5162053202313424,-0.6712641263387363,-0.41031591216929997,0.24919946679911584,0.07686460652730374,0.17322709233565795,0.06583104040689672,0.1363772888213214,-0.013542391834627217,-0.008989818742920212
-0.5092788504448686,-0.7019810270774974,-0.408803701540256,0.24524470432509204,0.12684841976739897,0.09580049962057693,0.01978520903394907,0.04995764727360018,-0.0015206360639531697,-0.006059991857992123
-0.5102048403110574,-0.6929071809084124,-0.40941780219023255,0.2611018475061191,0.1404271041159365,0.045028136097718045,-0.013287803770162542,-0.008607385741678665,-0.009725949186729733,-0.0021315978331395077
-0.5285368242237382,-0.6852584968266232,-0.41665842121318936,0.22726631190474442,0.14046341356076297,-0.006862971443807675,-0.008270852633966373,-0.07370471657536817,-0.004805972916101321,-0.0016825667984990149
-0.5582262335009951,-0.7086310133836451,-0.36268169667207595,0.0846118533929173,0.10532575822402175,-0.09438214080016906,-0.04239290201639532,-0.16617218706987846,0.002940926336282924,0.051651867012609
-0.6052839569848666,-0.6955001528307521,-0.2875819955205866,-0.010657788201621235,0.057809027796591674,-0.1499453977279943,-0.06948094612801055,-0.18101964066037,-0.002561562350756439,0.0625129325229319
-0.6575927537515861,-0.6510468150736495,-0.11919288516276748,-0.18889950321778357,-0.10071045612259659,-0.23719604893899277,-0.09227254233152903,-0.08671142985377243,0.025697900188883457,-0.08622868019636155
-0.6628589789582594,-0.5957567248440624,0.06273675295289419,-0.2970144567548947,-0.2121991235879072,-0.2122469843985463,-0.05121821219670508,0.11338995416334269,0.009945841193536167,-0.11716903635215362
-0.6945026470098234,-0.5068218210160482,0.1720538503427897,-0.35941027652999674,-0.25354169668868953,-0.14240086238872748,-0.0018286838888578794,0.14884673716106703,0.0005141365448639771,-0.01611620451048013
-0.7526991360408336,-0.4127084603284712,0.28621255324335093,-0.32596501071595946,-0.2436538946308755,-0.04685417461538686,0.05022277747140263,0.04501633408917944,-0.0023238864074705337,0.08624273514481799
-0.7415530886442284,-0.348934799501286,0.3839280575947175,-0.3551578830757904,-0.15359502506261505,0.10763802171844215,0.11782809061592392,-0.017376629235266665,0.017357795053821776,0.11312457719300337
-0.7370137398942133,-0.2629764174999647,0.44152544279676875,-0.35035732188233387,-0.09042684930325515,0.17164613536379567,0.14452745697978545,-0.05569015398913415,0.029711348359008318,0.08435551867519843
-0.7637032743111737,-0.19370145540419295,0.43943315355097445,-0.33070720776255363,0.03750451367497618,0.2528580387250486,0.04751113593481668,-0.09684270285297339,0.010663021888241874,-0.071147809976879
-0.7905492615263549,-0.12376196917301972,0.441206062694521,-0.2792119213434367,0.11348860953615826,0.21927582416027921,-0.03083885823697756,-0.09722813970823296,0.003732165721367319,-0.1420850193160641
-0.8053824853619537,0.08579107419208727,0.3829022792304727,-0.23997485260192492,0.22821880059863411,0.14389804883629576,-0.23044282355374054,0.0542502991115705,-0.07874081182774698,-0.010692843538672612
-0.8252463905707587,0.1425325844171494,0.3804170996810778,-0.1319906253602792,0.2602803508364881,0.0001848446904705196,-0.2530918376715033,0.02615451728381603,-0.054151390325106095,0.03393508747878897
-0.8509563678123409,0.19560113826294317,0.4042248135395314,0.03445215028736852,0.20468469378390144,-0.10150923985279711,-0.09114423122988488,0.02977815128988818,0.05947578461650281,0.053746310970121815
-0.8402415294002102,0.21524671075217033,0.41297808743532155,0.13506296760033684,0.17445368205033532,-0.12338283206017797,-0.025618155220348007,0.07920492104398331,0.07146883886383565,0.05960328695334377
-0.8095585194129218,0.21888367419402713,0.43333515669496514,0.22246883127811662,0.16479977434840531,-0.14240287877750535,0.07051835843786158,0.08218586311064606,0.06347496743758282,0.017669183748078188
-0.8129538341151885,0.19246279890879842,0.40696981107535657,0.30010608096911845,0.14156922485321713,-0.10371400463032623,0.09657582745292713,0.015313084294326073,0.07623436841767793,-0.020463408180232227
-0.8376607028991901,0.18429387662254432,0.3450813201048906,0.33954935449453527,0.07181447109990462,-0.06893704829131327,0.14690073272247273,-0.0008421661825785817,0.044956509006998664,-0.06000330842381775
-0.8707731142710773,0.22023067025767698,0.23528838781987355,0.32000111223689315,-0.03653056368132144,-0.017646082460948422,0.15412197315609727,-0.02570124373105499,0.03499603719070104,-0.0845870029967357
-0.8745223878035795,0.26642981362509166,0.1720775923822681,0.31916094151087737,-0.09861737788910856,-0.02121080906154951,0.1089750647588097,-0.07832200155521175,-0.06458705502261523,-0.01576241297589599
-0.87769085645425,0.2879945630138671,0.09102395810627868,0.3000377308537636,-0.13038416370707037,-0.006333948612038859,0.045321454058406735,-0.07269493950651554,-0.142651585428097,0.051117228919591064
