mean_surface_net_short_wave_radiation_flux_max_PCA_1,mean_surface_net_short_wave_radiation_flux_max_PCA_2,mean_surface_net_short_wave_radiation_flux_max_PCA_3,mean_surface_net_short_wave_radiation_flux_max_PCA_4,mean_surface_net_short_wave_radiation_flux_max_PCA_5,mean_surface_net_short_wave_radiation_flux_max_PCA_6,mean_surface_net_short_wave_radiation_flux_max_PCA_7,mean_surface_net_short_wave_radiation_flux_max_PCA_8,mean_surface_net_short_wave_radiation_flux_max_PCA_9,mean_surface_net_short_wave_radiation_flux_max_PCA_10
-0.2660385687159582,-0.7005892500978951,0.15606536135107446,-0.4086485187503953,0.45676376979952527,0.08816312248622675,0.19060131594914867,-0.05336966502096679,-0.016596955377960257,0.04457343641668518
-0.1185756705726677,-0.7272758731382857,0.4057611753031834,-0.3999711823625737,0.31945924157845373,-0.02385868121284569,0.17402037884266366,0.05262899647247566,-0.04473800803582887,0.06110896251435565
0.08840719263666594,-0.7053229135402856,0.6052560404342686,-0.2402118438678479,0.16790548428470856,-0.15949736291777705,0.029581506826652504,0.11409630145940448,-0.07799878252245171,0.08349706984552521
0.39417530275769497,-0.589464305451595,0.6482629246664654,0.08885262488642472,0.1066142971574254,-0.1869087271237053,-0.12917562894612308,0.03347792072758968,-0.05901428535481699,0.0951454973779859
0.6399341891898063,-0.41554801936614166,0.48873102616171876,0.34102268964309757,0.10741565321953672,-0.15265108728581409,-0.15151185595107386,-0.10208677320178743,-0.031040190777869667,0.06891946893166498
0.8182625501442969,-0.20472772651651636,0.22155627267161251,0.4083731441056693,0.11488144449392321,-0.16881119989569626,-0.04195069230726259,-0.18777578129661548,-0.04277315666000849,0.041828864826634324
0.8999168696589199,-0.0026863642182245245,-0.04385540970021576,0.3339509371989407,0.1387102669354054,-0.1510179822434845,0.11773268390595543,-0.16534565585433006,-0.04011670247023188,-0.029450819994814536
0.8935630309957984,0.189663339195251,-0.21746334633631487,0.18048855990782697,0.17027942691763764,-0.14883325931677588,0.18189582987100716,-0.10063180703225211,-0.011688294276350611,-0.0488511597982051
0.8431474899204766,0.35527480220156726,-0.28371468828833746,0.007918898697031765,0.19508793803540284,-0.15462695784690556,0.1667680719355768,-0.024431867123168624,0.04931490389588061,-0.03689969372700561
0.7183903907008599,0.5511109483835033,-0.24725466639746038,-0.16585035274286497,0.23116768359414386,-0.1789523543668535,0.09904501886122703,0.020252986963143448,0.07842029258787825,-0.017702085421641218
0.4918637453078406,0.7439738781702753,-0.11570442609727045,-0.2997783438327092,0.2650590831307739,-0.16297868952641725,0.012153019571272647,0.027069729457428075,0.11036107440982766,-0.003398333534762139
0.1696502777937086,0.8745739941712892,0.1078401070343857,-0.32564020526784043,0.2580566306687557,-0.08745640919191512,-0.06494717353740047,-0.003140512697400921,0.12596963040642065,0.007852998279560281
-0.14431789774037823,0.8812627103189024,0.3203005026679565,-0.195768268414971,0.19239856156838947,-0.0027323266190183706,-0.06823147595851943,-0.07568240613836205,0.13817325500421232,0.03018715728946335
-0.3839272772106837,0.7962209132327815,0.42306016744168484,0.02140745811022019,0.10202650775011175,0.0649963068626955,-0.012023086751688923,-0.08665710915634489,0.12821149003247986,0.0942387053461252
-0.5581144163387503,0.6672944952263276,0.37147258191865723,0.2801807072243375,0.03454773402216041,0.024187508632309604,0.08885667984274725,0.00942117145751165,0.11257737225993358,0.11069671883573583
-0.6555970548498904,0.47877684993143205,0.22608639706202774,0.47520753390501946,0.020725153720468167,-0.022193336438705375,0.1438578528155268,0.11128620019744269,0.07498314946474226,0.10835806118532487
