mean_surface_net_short_wave_radiation_flux_max_PCA_1,mean_surface_net_short_wave_radiation_flux_max_PCA_2,mean_surface_net_short_wave_radiation_flux_max_PCA_3,mean_surface_net_short_wave_radiation_flux_max_PCA_4,mean_surface_net_short_wave_radiation_flux_max_PCA_5,mean_surface_net_short_wave_radiation_flux_max_PCA_6,mean_surface_net_short_wave_radiation_flux_max_PCA_7,mean_surface_net_short_wave_radiation_flux_max_PCA_8,mean_surface_net_short_wave_radiation_flux_max_PCA_9,mean_surface_net_short_wave_radiation_flux_max_PCA_10
0.14311301337473287,-0.6618854661495438,0.6213939781722742,-0.20816873268069597,0.19991772911424432,-0.03712571716911155,0.11243896047703504,0.18429584333781887,0.08957245061593519,-0.14238906853317826
0.45813842836065405,-0.5627936283666215,0.6068728325136857,0.13224687766104298,0.17242682270607268,0.07439673615222979,-0.06718215900204608,0.10322386340244981,0.13625355688215632,-0.1680877975595248
0.7144995344655106,-0.32975621653147624,0.37165729334295095,0.4060636714074266,0.15983094325345906,0.19416686537062047,-0.12424176827584109,0.0004277042683420573,0.08477270727108284,-0.033956767510946805
0.8239750104506205,-0.11283740520715545,0.09603269851454313,0.4546424309442887,0.15468582736660363,0.26756159516136696,-0.030031949056929012,-0.029759385273040156,0.03138263056820528,0.024839955441031854
0.8758020221990053,0.06729460593111343,-0.09577879025110286,0.3486059341320991,0.1857814771075131,0.25989302521445734,0.06150563279533537,0.025627385090655923,-0.013835701640312842,0.02669814446618291
0.8763979101256438,0.23467790435981145,-0.19503530479472522,0.18183735783079666,0.22410255772903845,0.20651591971873304,0.06970775826280255,0.11853646768580511,-0.030979404728554753,0.06170576143500902
0.7655439681497948,0.49762741859625437,-0.1836106479359769,-0.05426262506790581,0.2984700806308626,0.09371214877455292,0.026172928280786902,0.1761453182111152,-0.0765371357290158,0.06500205392991404
0.5128217873993057,0.722796084496171,-0.0534862746846293,-0.24010382401607416,0.3388519551656443,0.03690416242569419,-0.057797704020764444,0.17549988467577096,-0.09625726040253031,0.03206296175511043
0.23453072942677472,0.8273110251568228,0.1070658122435767,-0.3182394941327861,0.3293250310017732,0.020272391108000196,-0.13296471505279478,0.0957976397435465,-0.13643151652476807,-0.03230050673537038
-0.048626549910456,0.8544513361119608,0.2967128872258309,-0.2775240070316547,0.2793253244982995,0.019769790900473785,-0.1406623414485987,-0.03850564131382602,-0.0873922345488265,-0.04321896548915226
-0.26389414583389675,0.8151020539138859,0.4306233486684614,-0.09857421857895536,0.20017162859626875,0.05333478386462827,-0.054219557215191984,-0.1496777296298462,-0.09352238384849079,-0.06824016849202764
-0.43900440694809595,0.72567929916564,0.46169218400362344,0.1354815262110898,0.11007417230214928,0.06996975155690086,0.07437874815423541,-0.14046259483662635,-0.10320442118879396,-0.07792838144249807
-0.5722500498034724,0.5989077564315023,0.38205794997403936,0.35844847869878316,0.06096689796203687,0.03799344173901645,0.16720494101093714,-0.03963764597944817,-0.09004876454653796,-0.05824904715336349
-0.6901792219172689,0.3894961452327715,0.16607356055819103,0.5411960788385658,0.14890256151443337,-0.053494074062929296,0.14594729948356988,0.08458084552260625,-0.06450501041599492,-0.04732903629940325
-0.7072872231004339,0.12162840122720268,-0.12252242613009727,0.5767239724154138,0.31707529584073835,-0.13179249923468955,0.017201352073108852,0.15929415090135793,-0.031198565791079744,-0.027386900841836113
-0.6434442617162941,-0.12077240805046233,-0.33202888353331605,0.46147671565687753,0.46460350950803303,-0.13235617775985736,-0.1160401604793335,0.11141353330481057,0.008066683997863285,-0.01775199808672334
-0.5709103518105264,-0.292422115528098,-0.4100249571435657,0.2888390266299809,0.562593164206061,-0.08052416699972939,-0.1591293544355151,0.02400148665293017,0.027264401068357137,-0.014022327452681366
-0.5182026927793151,-0.41842249905233947,-0.38462271070420634,0.08675720152609966,0.6281716841298136,0.0073420908490318786,-0.10625722682379088,-0.07952425797345865,0.02227803179841027,-0.000417083211325776
-0.45883515013778237,-0.5311894640674891,-0.2687192764754614,-0.12620074257122507,0.6304097627500908,0.0932369917072914,-0.0012431174903355094,-0.15217119488010136,0.014661392634070233,0.012553881855845746
-0.37792853106636703,-0.6254209992038681,-0.08742697226155217,-0.3001296416419616,0.5779151447964308,0.12867107237274514,0.1107814673571728,-0.13319662628153664,0.016787242810718396,0.013005569993146417
