100m_magnitude_of_wind_min_PCA_1,100m_magnitude_of_wind_min_PCA_2,100m_magnitude_of_wind_min_PCA_3,100m_magnitude_of_wind_min_PCA_4,100m_magnitude_of_wind_min_PCA_5,100m_magnitude_of_wind_min_PCA_6,100m_magnitude_of_wind_min_PCA_7,100m_magnitude_of_wind_min_PCA_8,100m_magnitude_of_wind_min_PCA_9,100m_magnitude_of_wind_min_PCA_10
0.16782355942483276,0.4936270826380048,-0.5532658895707226,-0.20116373373774632,0.4044917446213987,-0.14625817341827874,-0.13672948856402428,0.30089227491848713,-0.12996525491298352,-0.07790242848977386
0.24352274418678319,0.5098589514709919,-0.5216641435612461,-0.238546361956122,0.45539420135945213,-0.14629469672001724,-0.03642768851394096,0.2286886432432113,0.02166910693513168,-0.09514548070219873
0.325166533538795,0.5468221455944504,-0.6414810634391849,-0.15394541401851233,0.26830468759114356,0.008678722523423209,-0.04802404846349476,-0.07506971274546693,0.12470632662802275,0.05696063695921118
0.36828929206221217,0.5288000149405866,-0.6069926942591322,-0.13274156635030415,0.15894399423955263,0.042317423106682774,0.002070426912698954,-0.22759928091343581,-0.16567966683701152,0.14499456816898876
0.4816448311606521,0.516515392474958,-0.5452270212150324,0.035955453086931495,-0.12485060631883776,0.06678303351585194,-0.07367184087282116,-0.3128921310221018,-0.11371142394935477,0.00806238279259655
0.5906330967765274,0.413166260048998,-0.48396164203880404,0.09432677830472136,-0.24928698054013065,0.05481545903154816,0.10544309917166726,-0.24839265153258627,0.07075957674683801,-0.13349216843882122
0.6601203129629966,0.3223073105324457,-0.4871098668788644,0.026461900565197594,-0.31546417135208804,0.18809468953239591,0.1326777182610696,-0.027148745184731177,-0.0009869382388215104,0.03528675706076077
0.7640436917753454,0.14145952918171023,-0.4185212372497013,0.04311602778120421,-0.3248475769167076,0.13767720027050587,0.1276192036855572,0.13364237524664763,0.01242050555552013,0.04435563437877604
0.7983651843093077,0.043344371844857794,-0.3096975985872595,0.09267750951233047,-0.3073184545182678,0.08427364719200513,0.1098104918629825,0.28490667551176685,0.009017316165894637,0.026765992040489905
0.7671246315258645,-0.12078375917731758,-0.2953007990278594,0.34603410252876676,-0.18794040466529735,-0.03030614384711138,0.11994574909703089,0.229995118335984,0.029240676563732845,-0.08844659530991424
0.7963921589377424,-0.21961766322801174,-0.26411081695405725,0.342673476763658,-0.13712065429181497,-0.15794788875470642,0.03232527618746248,0.1261678956605942,0.06363256192785793,-0.004588924287398053
0.7007050561933409,-0.3736235829349576,-0.28538752089968683,0.41993498236744903,0.004216926050894326,-0.2122705521794234,0.022776622165659354,0.0029788829192945723,0.022958172520823678,0.006943968363932778
0.6861058056376089,-0.4025953357919237,-0.22645522270422094,0.4715821326578935,0.04137231726317899,-0.13259706787719347,-0.09673146799586564,-0.06746366368859036,0.04181733574659494,-0.03938138391798413
0.6485230947456627,-0.46485297548783405,-0.227482607458629,0.37144430796468497,0.2332622041861985,-0.13493895866422545,-0.14809342174039028,-0.1502541882059186,0.01154750897493915,0.044471870177645895
0.6703489804101657,-0.42161828976942767,-0.04976475952866605,0.40123879719206706,0.22831149272159465,-0.06213042580013658,-0.10307919497950492,-0.0535439873263345,-0.07983251733609073,0.14284767273481258
0.7191511658647899,-0.498225365067504,-0.010748604400892493,0.3365523074756699,0.25501139492275726,-0.04626085282836159,0.05100195509731647,-0.04195249302256226,-0.03934545223791584,0.049869051323117204
0.8034547655692247,-0.4187602879450002,0.02783966184431436,0.15957700143583073,0.18758575444931105,0.17270668511331078,0.05231062526766626,-0.01719617856020481,-0.09750802495946952,-0.0415199819577384
0.8477908120518337,-0.2751824927908697,0.128492094299489,-0.10162065460175626,0.14512268121821661,0.19466067048380142,0.1045546840420695,0.043724478080318235,-0.11169790014206682,-0.15936191631946914
0.8282942800307711,-0.3013176490050995,0.07833276293459882,-0.2545918267289935,0.1585746077768189,0.22900916546752945,0.03767376943584747,-0.014021833482059999,-0.04953429299008553,-0.13519599380108088
0.8112653850136067,-0.28916366192194937,0.09910436434744488,-0.2779643728787064,0.10815977415481863,0.33039896342475933,-0.02006549391794979,-0.0658222179640751,-0.005311462187020628,-0.056926138721238105
0.7584197930741585,-0.30413330974335756,0.09354713454169918,-0.3824840170750748,0.0854131858642314,0.33851001986396667,-0.027464150439489965,-0.028915840330957968,0.02546618881816354,0.0170914618699377
0.7934986355126211,-0.27795089786925553,0.10736310862391575,-0.40758016417983167,0.05125803255266981,0.23255425648290481,-0.052937231261963015,0.04333980445797064,0.08355645675470134,0.009469860887501638
0.7959847433772002,-0.16373996855497827,0.01180816266614049,-0.3982137039762115,-0.017702428198345506,-0.026888470632775174,-0.22921654808712685,0.027458886390366272,0.17448610220629152,0.14889976818903597
0.7813077381425131,-0.18202808674254758,0.050544713709162185,-0.4374679652516571,-0.07031863227797477,-0.1794594454509837,-0.15238966549732086,-0.07068576796960062,0.16886783202328737,0.08851122509497848
0.7389981713399785,-0.021626712672106693,0.10110167825105189,-0.3510180273426231,-0.2819753464128843,-0.3008894066136451,-0.2961854292334459,0.01178823533904776,0.06514883019365159,0.036327537472954065
0.7433611112503831,-0.027020436337096002,0.11427097945201899,-0.38469553877005197,-0.23214267457729015,-0.27296307364856953,-0.13776997521468068,-0.058805864367371626,-0.020649738459827684,-0.25185489588904036
0.7735337639338086,0.01251891154630319,0.24965206253236294,-0.30962443787198324,-0.19163457731778066,-0.19992787608926782,0.06350367205558034,0.04720802827521664,-0.30524133643543266,0.13521474797647512
