100m_orientation_of_wind_min_PCA_1,100m_orientation_of_wind_min_PCA_2,100m_orientation_of_wind_min_PCA_3,100m_orientation_of_wind_min_PCA_4,100m_orientation_of_wind_min_PCA_5,100m_orientation_of_wind_min_PCA_6,100m_orientation_of_wind_min_PCA_7,100m_orientation_of_wind_min_PCA_8,100m_orientation_of_wind_min_PCA_9,100m_orientation_of_wind_min_PCA_10
0.35427706200339737,-0.7138850504422741,0.43672248391732116,0.07730373398225049,-0.28293597999620645,-0.16451601730078655,-9.270181261638154e-05,0.10628965945421186,-0.11034556856909161,-0.0041785536856133515
0.35333114482918426,-0.7317837142069153,0.4625174734252968,0.08123888759823344,-0.29330581486498536,-0.15285130258032523,-0.006355167719055563,0.08697630562782414,-0.09330238977695882,0.004189247722536519
0.4209203859323906,-0.7049529505576618,0.48881466095483533,0.06563980441411613,-0.2565547783510412,-0.04944093501648919,-0.0470713056917742,0.08222466942668859,-0.09496040606014215,0.014923362543477488
0.4547779896424783,-0.6864925774560852,0.48958748165104454,0.05502057910660079,-0.24906017695480234,-0.011609165722341606,-0.06090930588523658,0.07338039242626318,-0.10595814786798301,0.026250753678663235
0.4944545007809712,-0.6546158436094791,0.5026122449743329,0.024858825663244644,-0.13344556235525723,0.08631114081554336,-0.06661394975464034,-0.017468731960454974,0.10406604875406088,0.007799030843304873
0.573283985502909,-0.553995758792534,0.39544280037354435,0.05994559433219314,0.21597556131691423,0.1308596739332864,0.04361004921535174,-0.296805434864697,0.17814945386000322,0.006807096063887978
0.7274222221917014,-0.36243233067910424,0.36514717381705847,0.05069833021148396,0.26797148101035106,0.06368325497119985,0.012954977860335231,-0.17342880559343898,0.2614110243133982,0.04784194746935289
0.7683242031576326,-0.3526107381803664,0.07271684092897579,-0.21957711090752027,0.4148634818603775,-0.08918399525219911,-0.07808589836998904,0.022142098042897913,0.1259702632212627,-0.12369494331244231
0.8081284086027085,-0.33608910351529325,-0.0272489884746174,-0.25298430084095846,0.330494170052336,-0.08828875542671752,0.08937463968623044,0.06903490752307337,0.14765436690138378,-0.05839170831330736
0.8197082076777898,-0.22802754921630278,-0.15668619238834242,-0.2662861815305549,0.3724686321786266,-0.060691813108406684,0.11918011479748701,0.047367071471285764,0.0875786536859104,-0.03919551425130563
