100m_orientation_of_wind_min_PCA_1,100m_orientation_of_wind_min_PCA_2,100m_orientation_of_wind_min_PCA_3,100m_orientation_of_wind_min_PCA_4,100m_orientation_of_wind_min_PCA_5,100m_orientation_of_wind_min_PCA_6,100m_orientation_of_wind_min_PCA_7,100m_orientation_of_wind_min_PCA_8,100m_orientation_of_wind_min_PCA_9,100m_orientation_of_wind_min_PCA_10
0.839831815923651,-0.1833329444630089,-0.22947857992346113,-0.2706915802476809,0.2929560541859402,-0.06341455519881406,0.11103347302453992,0.11817006636410066,-0.11990508251688858,-0.017587544121710524
0.8405213282693829,-0.18788643834428,-0.2465258397123735,-0.2806887707658611,0.27677572620425506,-0.05880895988502786,0.10494353936769725,0.10587325633721438,-0.11426547709904906,-0.01918837781185538
0.825919435090648,-0.1806740338383235,-0.32261150868070176,-0.31002038491505984,0.18418804191340657,-0.05016697036190119,0.004667835910989284,0.0059754273853783535,-0.15753244464707167,-0.023191783502588492
0.8218371512858005,-0.13288746296675608,-0.40393394883943257,-0.30142684340935877,-0.12363944087455787,-0.0489708775716088,-0.10750253844867323,0.05729020350209598,-0.05357612451555299,-0.04470250591582834
0.8120425284361777,-0.10668890558766012,-0.42404494782048113,-0.2627265806687836,-0.1560759322851569,-0.086282046983886,-0.12551529870591135,0.023365073492671272,-0.02868860897351818,0.0006360530248927848
0.7552357483083769,-0.0954224479159079,-0.4382844352957529,-0.24189936877797183,-0.18879809322803087,-0.10852200917634902,-0.1939091013505583,-0.05205971990650667,-0.012993400274520195,0.14803051111678592
0.7218256063253871,-0.054779046909108425,-0.3857912146817084,-0.15129961247350546,-0.2985043132595856,-0.05336341898583685,-0.2323770368636546,-0.2456637964302157,0.03004434677376222,0.25300385609411397
0.7810810041839475,-0.04166561409301664,-0.3057298905203221,-0.0037267984878591267,-0.3471150503873321,0.06085704353162201,-0.1337857838112374,-0.2306663079124978,0.011412409251959355,-0.08266661168930348
0.7547163787559357,0.10813232424371202,-0.36793205163081816,0.1093968018791104,-0.3333206322283363,0.15694395922564527,0.0007113620172222809,-0.09428784587143459,-0.030179498114253425,-0.19461827735780743
0.8288451701682706,0.11988372401633242,-0.2935167447442212,0.15446042195355358,-0.27498445464932914,0.14140770595175994,0.11830533164849806,0.04748458974803438,0.04844457096126848,-0.15459776426916474
0.8244698358426588,0.16175615359851125,-0.1561695796615596,0.2900234976284079,-0.29889423423991435,0.18471856209933207,0.17853105097638228,0.0690824580839347,0.08338116733187655,0.005345016786245198
0.8416419963047,0.17006032165693905,-0.11035200975880424,0.3175670694957916,-0.26126887829645623,0.16287253818873487,0.18474128118090233,0.0972525670658182,0.09272422515437613,0.007394727637181504
0.8475007117324452,0.16766691964163166,-0.06752395902067318,0.33025495745108985,-0.21361167657375277,0.12738919259209672,0.1924249682513573,0.11290025773419779,0.08714976197885212,0.020695350084554153
0.7984813110722893,0.14311309405566386,-0.03132900790258377,0.4786364020513333,0.17463820800675045,-0.03483643274216626,0.21744233730966447,-0.03855482701567614,-0.1320483021477979,0.11943955967755976
0.7593864550982008,0.13645325141905457,0.07737248529886574,0.5403573803823699,0.25216918890623197,-0.02052624461796985,0.024110982140886434,-0.10649165884757085,-0.16823479978671865,0.020877622261114937
0.7536534352179032,0.13157522479840764,0.08126532457926192,0.5421823694552437,0.2620352547508493,-0.01892991949195993,0.02625589316208851,-0.11248816731971152,-0.17509227721072837,0.014457960053343589
0.5943827258284035,0.37507918160498044,0.0706718741490501,0.47917758248816167,0.4056298425273089,-0.07825018934847797,-0.2119014522924414,-0.041308472737771204,-0.09661901253022588,0.06128973902933089
0.3782065811992644,0.4115124926268674,-0.033162711615198084,0.566137278543015,0.033846550218432414,-0.4657554027495052,-0.28696101083635217,0.15508607345511757,0.12307878581740322,-0.01874296593422717
0.39558136319637227,0.6173281041083262,0.24625632820359178,0.1151591273686952,-0.19791291553148443,-0.4647396999043082,-0.0617528398335534,-0.011312414565276626,0.18280356141824017,-0.2339641961068056
0.5835768983193239,0.6068613649439655,0.44334568402601804,-0.2466338980813006,0.0037247747652029515,0.16654874087454116,-0.10357447467054949,0.04912523356350781,-0.030180952405248207,0.0007531313054601403
0.5939263328652425,0.6022614086394557,0.44314998031540287,-0.25059425810024333,0.005435496282580691,0.16479889064160483,-0.10060543146064377,0.04751323887535346,-0.030163046946072875,0.011302114574882886
0.5843146859873861,0.6054873399926918,0.4433517505825676,-0.2509407145052002,0.007164554682374771,0.16584685801133978,-0.09822127006238644,0.047664013832774695,-0.0335937376648912,0.009137261362944616
0.5973382603519063,0.6068388544246824,0.43501861166414285,-0.24104982609107725,0.008810341072616188,0.15611631108375784,-0.10639114574391494,0.06564060667566544,-0.016243042454237064,0.01771275349554466
0.6021459917677816,0.6064230954256788,0.4290824973223896,-0.24112895516120084,0.011046233519124753,0.15770109897872742,-0.1028672363062282,0.06254723612968968,-0.013869965820220069,0.03496496389440618
0.04393328006333519,0.4623247079302946,0.46223142125616107,-0.405699051973316,-0.19392025933788962,-0.3081917164687743,0.2753297784933687,-0.33296287973562555,-0.20325854129286572,-0.1697869435166409
0.38572551773266023,0.5259501334336061,0.14681029705007947,-0.31565376768208303,-0.21314545459410358,-0.3736101536046736,0.35217242652165676,0.03026050242718285,0.12912196195976514,0.31439492219155024
