10m_magnitude_of_wind_std_PCA_1,10m_magnitude_of_wind_std_PCA_2,10m_magnitude_of_wind_std_PCA_3,10m_magnitude_of_wind_std_PCA_4,10m_magnitude_of_wind_std_PCA_5,10m_magnitude_of_wind_std_PCA_6,10m_magnitude_of_wind_std_PCA_7,10m_magnitude_of_wind_std_PCA_8,10m_magnitude_of_wind_std_PCA_9,10m_magnitude_of_wind_std_PCA_10
0.4743632013638022,-0.302528063212529,-0.5855485687994245,-0.39309956924629297,0.29143344622878314,0.26951681111443,0.1295935474824498,-0.0735787384458832,0.08331805796257787,-0.07407010431830256
0.49257072449397055,-0.4022312704036881,-0.613723663860444,-0.3634638637339608,0.21976444121461763,0.20037673687775528,0.06911670618900975,-0.05271652173466121,0.04123219472676493,-0.014961531772704607
0.5288799357329218,-0.4899337996272545,-0.6164742284705408,-0.2847608072743021,0.13388137398411318,0.08309822651244748,0.011423545785371974,0.0035323250662058834,-0.024760561888867307,0.04533310371281571
0.5942632843795946,-0.5511897573690161,-0.554078311553087,-0.17219181204662035,0.04336833315023058,-0.022603393915606344,-0.08144237388698548,0.037008027553309,-0.043934654681696966,0.056565595052993786
0.6295555449010775,-0.5924665410242931,-0.4654400977665202,-0.07518352202109659,-0.0475452132629199,-0.08504980590302688,-0.13002364205843878,0.05748779346103405,-0.0742579795522719,0.0482237581484772
0.6639270862898222,-0.6033749435963872,-0.3882305785358645,0.0024240348597207215,-0.1114060129954803,-0.1364463779924219,-0.12056332424886021,0.0333050102555406,-0.0775368879969524,0.028305267586328745
0.693660813455209,-0.599079642063268,-0.30042370652769,0.0823012501397882,-0.21702846965649283,-0.13965025279422213,-0.0515953895149498,0.045859354252400425,-0.025883656691681637,-0.00907028235188455
0.7095208178339281,-0.6063641239807458,-0.16758568687686606,0.13271888137563292,-0.2357058621852782,-0.15377262450208082,0.012759852248047,0.005038526160128867,0.04847364794783399,-0.0386993211859644
0.7424815761642677,-0.603378622624852,0.012634388482410257,0.17652522679482913,-0.2097522095337497,-0.07386199774756849,0.03792541490852027,0.00020269730387890812,0.044912392921457635,-0.09212048514735174
0.7501976426608629,-0.5517427419157125,0.1686940271065399,0.2581325671802162,-0.16139150153120072,-0.02210677649410869,0.07000408866004613,-0.06667257921518113,0.055964545799935865,-0.08297861585456424
0.7556844632968156,-0.5038082518721649,0.28255161877328466,0.26762875843395667,-0.09321885992206733,0.04079308564684179,0.10792770706317782,-0.07209203215528523,0.04893281436296295,-0.02159457533108377
0.7636482990595159,-0.42960207578005,0.36939320464940006,0.2721221132246653,-0.03835579384969993,0.1124966081578575,0.10031022688489552,-0.05859996834234638,0.06136177863240733,0.0398747467185377
0.7683621955947365,-0.3798569932346628,0.4378713483654156,0.23052215219011815,0.013058514241125961,0.1369595793744168,0.08668285507192586,-0.023215035724247223,0.02350604510840929,0.0742851084973156
0.7626648655746753,-0.3301405006045718,0.4930588841429941,0.1790560517664888,0.04351326277527357,0.1785879173834678,0.035821540398849785,0.003293300001760557,-0.008147757944466438,0.09706982474673853
0.7732585159768689,-0.2681838134191614,0.5319816893563536,0.08613983534920305,0.12589076787156314,0.15567830546640005,-0.0328301026699864,0.013291367026146842,-0.05172603403068434,0.059116231401828666
0.791842820033338,-0.1913319803803461,0.5343295565441862,-0.022489463990518706,0.1799400299861283,0.09553298362761202,-0.08834847507847352,0.02552252956170549,-0.09732925120348099,-0.008233533990256467
0.790732791511565,-0.15324154857057778,0.5130947411714333,-0.1286194322578161,0.20185645518773754,0.030170593175911007,-0.14041516852598906,0.03195806348271446,-0.12250618524836195,-0.06696867959964715
0.8244500462366365,-0.041717315016391324,0.4355807124687732,-0.2236744192051096,0.20393358116742397,-0.06381406649514172,-0.18283426360723534,0.037895668956989106,-0.028795226473305083,-0.08503181117493389
0.8254675697027657,0.05760940347863307,0.3725505297888649,-0.3104557092144107,0.18548840383323367,-0.15339421216605778,-0.15892716735373943,0.00285755590875888,0.06506968946231659,-0.055115788149404384
0.8293751627340191,0.15567779565867992,0.2694993246734196,-0.3557749374966803,0.11884427605166711,-0.21330886431519241,-0.10623067205724242,-0.039831283619153154,0.1531421087379676,0.01164363877714167
0.8543589890763359,0.2573744133309674,0.17108088528274012,-0.3588878937758582,0.02882442969953565,-0.18385762784833673,0.04300847514569235,-0.0501778501307161,0.09529402471502063,0.08481463469360143
0.856352479730343,0.275277357570847,0.10495713516642056,-0.36209035057045974,-0.0722933393253221,-0.1582076822120045,0.118704239583212,-0.06905936046155557,0.0031181144279901624,0.07364759662814939
0.8389210951580873,0.32665038609949276,0.0834368577005906,-0.354750057663165,-0.13195625269329972,-0.11229546995124122,0.17575294620928014,-0.04469303798008272,-0.05602652738419287,0.035691348934310696
