10m_magnitude_of_wind_std_PCA_1,10m_magnitude_of_wind_std_PCA_2,10m_magnitude_of_wind_std_PCA_3,10m_magnitude_of_wind_std_PCA_4,10m_magnitude_of_wind_std_PCA_5,10m_magnitude_of_wind_std_PCA_6,10m_magnitude_of_wind_std_PCA_7,10m_magnitude_of_wind_std_PCA_8,10m_magnitude_of_wind_std_PCA_9,10m_magnitude_of_wind_std_PCA_10
0.8335329939595704,0.37187721664723694,0.0425375166394864,-0.308114154640644,-0.1785086573911778,-0.0066480117803334035,0.20255255091807262,0.018408719912003893,-0.09035283717961878,-0.0028586788595698896
0.8373656033892565,0.4167340597863281,0.005825753031209395,-0.25748728535171855,-0.17305547136059118,0.0504265249987321,0.16208958751920527,0.04401436515634262,-0.0808140195612742,-0.04631959321710212
0.8461443593685161,0.4285569144797984,0.006633258899003762,-0.17687902904806724,-0.20051366346524735,0.12886005780830076,0.09661109115776696,0.1000892572602036,-0.03862347919136054,-0.0403634534115151
0.847527799367181,0.44729637457361593,-0.0423196998923976,-0.059304148401602766,-0.19654220793404906,0.18329140702282506,-0.0077309583965802205,0.1068457926857587,0.02459580503338909,-0.03300529772809172
0.8089105549321023,0.492557442033144,-0.12294481389677626,0.013487620733944732,-0.18451958660701542,0.18008746396663225,-0.12593780597535226,0.07569920191597597,0.08783336425079184,-0.016206193224219234
0.7753835115558229,0.5097021520942222,-0.1935249692219421,0.09549307480985987,-0.15687787156601934,0.13979795755714305,-0.2259246611588689,0.022270025779182613,0.07441163698690387,0.02980477937309405
0.7639120578385669,0.4835785026837998,-0.2819308815798966,0.1907348530520017,-0.10818223769202474,0.08624091422132633,-0.22693532836946956,-0.04633074619028712,0.028710786663816403,0.026948647376960604
0.7529149195995356,0.4746385833106664,-0.3202284167325355,0.2749365046682385,-0.03042627393208011,0.04635831137152819,-0.15429850220083097,-0.10763580496035817,-0.02799961608333302,0.01908266217794464
0.7576319714675537,0.469955209853152,-0.2994007198472943,0.2956012111748468,0.061170293250688505,-0.020201408379468464,-0.053162625006680925,-0.16333611702572,-0.06792025812092375,4.006236027574516e-05
0.7629715322280752,0.4182580232626956,-0.26100233733278033,0.34711990500254464,0.16157728986997158,-0.0795866973488261,0.048091725606380614,-0.14838463940470314,-0.06401896449940428,-0.02503351374707097
0.7603011373565475,0.372218412500006,-0.24201093355127898,0.40120548843371473,0.20007070031917662,-0.11252152087702934,0.11300980110236411,-0.042348621945915994,-0.0249722125156525,-0.04825229397063538
0.7440359417163892,0.31266429688149705,-0.2421189915732599,0.42130255126329313,0.28007870776526594,-0.11545991592278454,0.13046883468152434,0.09702222172380179,-0.0033451623683184413,-0.0036611248945657873
0.7346360858602943,0.21544524372325158,-0.24629701460135428,0.4012972239317667,0.29528060540602613,-0.1076796203624512,0.13707227057381138,0.2700347757607188,0.07760737681045554,0.03535493728839983
