mean_vertically_integrated_moisture_divergence_min_PCA_1,mean_vertically_integrated_moisture_divergence_min_PCA_2,mean_vertically_integrated_moisture_divergence_min_PCA_3,mean_vertically_integrated_moisture_divergence_min_PCA_4,mean_vertically_integrated_moisture_divergence_min_PCA_5,mean_vertically_integrated_moisture_divergence_min_PCA_6,mean_vertically_integrated_moisture_divergence_min_PCA_7,mean_vertically_integrated_moisture_divergence_min_PCA_8,mean_vertically_integrated_moisture_divergence_min_PCA_9,mean_vertically_integrated_moisture_divergence_min_PCA_10
-0.7874428867835624,0.32626927684304546,0.29546280221320026,-0.2580734942986107,-0.20645231599051891,-0.03691698173971017,0.2219929204730488,-0.024090901747988655,-0.06588423987899092,0.021461972646049477
-0.7862716030383847,0.3973426370522199,0.3300577884658602,-0.28193797523522685,-0.15322333979365269,-0.012830883396005728,0.12286305015276867,0.02323371305380089,0.03023752587188954,-0.010553738541702835
-0.7978647133103424,0.35341899559976425,0.34187632656504,-0.2875043973343359,-0.1182084243708293,-0.06740736159121623,0.14856683662775322,-0.014430259283428535,0.02412126673762228,-0.03899614883252656
-0.831315966587716,0.3539638328525137,0.3294196790266852,-0.2455780951816429,-0.01227914695001171,-0.0401470583017957,0.028477953776084763,-0.056093465209029,0.055476604967761925,-0.036912899019404415
-0.8301232301806416,0.36006608422607506,0.34868264782134767,-0.15919704233667628,0.09134374297348989,-0.005834411351460596,-0.13771188893986516,-0.055219215478975556,0.024216262130348595,-0.045884419003022404
-0.846146185422022,0.34991135572096876,0.30442938125009666,-0.1025374137059697,0.12148481786676336,-0.015058364852945249,-0.21761613196566024,-0.025989724946368354,0.0365985677881791,-0.007807451254395038
-0.8631276332458655,0.32190899032073517,0.2753778795749594,-0.042698429096522876,0.18577735514000301,-0.006277357768721391,-0.20225537429515722,-0.024037482297177552,-0.033530261824981145,0.03247130312421761
-0.8717690253829786,0.329097050205465,0.2809647212604152,0.02662536744963932,0.14856485053088517,0.04371690133385052,-0.1411619899540168,0.08178375552829693,-0.0676204124863477,0.026980243347737447
-0.8601003474013786,0.3441435659033625,0.26658749945159627,0.1111012765743144,0.12023802221086101,0.13143761205084253,-0.08256611722264355,0.1243328418181461,-0.05000153026144708,0.03282593650688685
-0.8749155183173671,0.33575686169223923,0.1470443047955113,0.22042114655151587,0.11920776772755631,0.134845197278002,0.051563855519307006,0.13619035303259008,0.008372354377928371,-0.003786487074581112
-0.8723693627744593,0.3458547761535837,0.07417196310536192,0.2789373773488144,0.060759847306185936,0.12024251423203655,0.12260058362578963,0.07170504281441267,0.004974452281157867,-0.01891521264065935
-0.8743115447166306,0.341281224405808,0.02892575763314669,0.2813761461396085,0.04194805125479023,0.13677607539149328,0.14691017472282158,-0.000666200649220037,-0.006521460480723194,-0.01218314066433187
-0.9030965315832016,0.27012009546381277,-0.04219147486643363,0.2984565259378935,0.060832480926135364,0.05076808562427846,0.09912418221320056,-0.05939466170162302,0.013424186604322479,-0.05464637351642441
-0.9118264569512233,0.23196778890053985,-0.10528981033802241,0.2689212812636156,0.06451340579572086,-0.060590135330060045,0.10462996763185388,-0.11547406054381198,-0.00374714515199857,-0.026394159606432113
-0.9122425281341682,0.23802839910589127,-0.13994091254397398,0.2110402267057302,-0.021288824036383124,-0.1590298455964301,0.04290097491857927,-0.1307795630007835,-0.06469232883868022,0.04463103003180248
-0.9027264001376447,0.26981772900129913,-0.15756000166045214,0.12419956554298167,-0.1526154877528332,-0.16973169011438052,-0.05704626089942267,-0.12128412417578169,-0.025244004395850925,0.09810814259086155
-0.8791669270452499,0.23306157521956133,-0.2178561681846773,0.11741558311584675,-0.2505436237391135,-0.16940854883475504,-0.1144345269275849,-0.05058914771513769,0.053443221604573855,0.06149395579310588
-0.8940377447923789,0.20980680015560718,-0.27629802551151333,0.0618496285203715,-0.22449859621136303,-0.0956192904443525,-0.1264161944645529,0.014795212452312863,0.0786013278050472,0.04413636772819541
-0.884158061280357,0.14515036821237892,-0.3756464599051662,0.010024990767665285,-0.21943090653984962,-0.04594133747782781,-0.020571505331527653,0.07142838618432716,0.08134507814634158,-0.02489322285689534
-0.8560352044430358,0.04234261889741888,-0.46330615931525626,-0.036769599164355155,-0.1368257174985685,0.03870189534954212,-0.04644414958932847,0.09844310313042633,0.09068293253579382,-0.13320109538582886
-0.8753741866953854,-0.0003565527045510595,-0.43603370829808225,-0.09614645248510718,-0.11576778214578647,0.0701864011759064,-0.06493546315084779,0.07979257200117928,-0.010421396775857397,-0.10094767341625074
-0.8539707315882454,-0.08390406295805375,-0.42313550561105884,-0.17715903447780468,-0.08791977731311182,0.03294141181381651,-0.02983109768377562,0.10548200905074517,-0.17147801044066263,0.0005106378339674567
-0.8791512980810663,-0.11845000235631742,-0.3794654972086637,-0.1976962074844448,-0.011429748203197258,0.08135775928527662,0.027521311493214608,0.02599735937812859,-0.1598723182576526,0.05501231577094877
-0.8789125790301002,-0.1481376504414492,-0.341085127734746,-0.18128345725715134,0.09148464221784902,0.16956772617788737,0.037931331551586164,-0.007420889932350241,-0.0786826701835378,0.06448070371621077
-0.8452381111362904,-0.3076754813928941,-0.30952751106121684,-0.1261353004990147,0.2132865661052051,0.1258404157310708,0.03419524331151911,-0.10012778002781522,0.033783305683828105,0.021541658665553912
-0.8209303385107536,-0.3846708463724143,-0.25461019580011807,-0.11106209974263435,0.278851165239449,0.05438107039680533,-0.027598865312031953,-0.10102591395330716,0.05522539286496903,-0.06278546596627728
