mean_large_scale_precipitation_rate_min_PCA_1,mean_large_scale_precipitation_rate_min_PCA_2,mean_large_scale_precipitation_rate_min_PCA_3,mean_large_scale_precipitation_rate_min_PCA_4,mean_large_scale_precipitation_rate_min_PCA_5,mean_large_scale_precipitation_rate_min_PCA_6,mean_large_scale_precipitation_rate_min_PCA_7,mean_large_scale_precipitation_rate_min_PCA_8,mean_large_scale_precipitation_rate_min_PCA_9,mean_large_scale_precipitation_rate_min_PCA_10
-0.08401469912964114,0.27943007098905726,0.6118273192477446,-0.05162013809719211,0.3320631892114081,0.18698847269302257,0.16034815734916097,0.004427476345543064,-0.1731053319897552,0.5800807073510442
-0.04867067112647349,0.35196417765568117,0.7694783708932014,-0.05574780496009248,0.3807049179198772,0.2253874014919589,0.09669361395061803,0.03970080374351409,-0.046352556534967004,0.028135849649637817
-0.0509468117888773,0.42277160183778445,0.731364313469721,-0.05983371024648723,0.42128492138901413,0.25329859765011237,0.002639779403636542,-0.03418023848024859,0.011759153120114883,-0.15290348898054232
-0.040097478218065814,0.5096444777027686,0.7138652047562021,-0.03629515424184228,0.33695106886044396,0.1983331203991267,-0.057806439733071896,-0.026484861777811338,0.03625453247841389,-0.23618073752292296
-0.0010928592996507435,0.8579332897961174,0.38702788392165605,-0.033774860251716526,0.11154403692281181,0.053998705814196385,-0.25159550053263596,-0.04917069074054574,0.05000225174654773,-0.1369706791334097
0.021252976227595585,0.8687549175582573,0.03933527240171073,0.004519748481364407,-0.26859135877951723,-0.16447275070071124,-0.3803274250642713,-0.010688398932690036,0.03338856750550185,0.058308260289984905
0.006239148926952319,0.8928418073606059,-0.007757000001483406,-0.015639516433942627,-0.23144946123567323,-0.15236703736242066,-0.3460871946180892,-0.035837993102344146,0.02685318162822728,0.07770710915716474
0.050166479633994655,0.8353147181684759,-0.022536047450258615,0.07495160215504691,-0.33018380958596094,-0.16139235563756552,-0.3428759293486916,0.017247745700114968,0.03064017509524484,0.12100924297173349
0.05848213576348331,0.9211622745497076,0.1687175535908208,0.09579344267299619,-0.2721964155427222,-0.1426235819530537,-0.05404496945013683,0.07948716320170444,0.04495130920566379,-0.0074031199743173765
0.06446564241247271,0.8367889371301476,0.30858024558555364,0.10256095013607018,-0.13827451774922578,-0.10184518466029813,0.2776875687834492,0.11960879624220538,0.002086558694828358,-0.09625869977078343
0.07125537854197063,0.66683280750224,-0.019765698621533198,0.15470515397031126,-0.24582262336926358,-0.1604553999969336,0.6007785828383873,0.12802057737902436,-0.002438435483483178,-0.06277166349537802
0.0969100648935004,0.7334700555217756,-0.13203097634906166,0.09227536801380522,-0.4191833108939117,-0.2836661817428537,0.3638827858264282,0.09160962367354422,0.0016368402648930566,0.03696954776587119
0.07189625746664696,0.7730342952490512,-0.508398452218336,-0.006088498017098757,0.08199580385461958,0.007471596454150929,0.14484170796817292,-0.21076310728088335,-0.0176796526095177,0.03175582021616706
0.04653970731152345,0.6323380948863498,-0.5864409051060127,0.004726882552173576,0.34273028519772414,0.1643998540405414,0.2414747154784418,-0.14071260077672665,-0.09361285420380555,-0.008018200716434666
0.05058488419330795,0.6052669452447373,-0.6000393423109383,-0.052566323792325675,0.3976477608341822,0.2269894438076488,-0.016526067642273327,-0.18413356607295683,-0.10254678046228649,-0.01687576364617257
0.09882972408486411,0.6369168378439305,-0.5941661874587445,-0.02935184582029741,0.35818425647686614,0.21588470945813737,-0.06532662414281322,-0.17816920712974732,-0.12036540037084756,-0.012152954438389499
0.21676691952181548,0.3514041909181143,-0.5656838425346148,-0.06389053669485696,0.4813582328467448,0.32072681758973276,-0.03016393023601686,0.3376249360468588,0.15462606027342699,0.007065814631449394
0.5790113851491743,0.09056981764981079,-0.3036409573975234,-0.02994976505478565,0.4334427589841432,0.034973856094708385,-0.1544483352256582,0.4905038795595942,0.24969343042410233,0.05091431944566079
0.8604706328099674,-0.0003633097488904785,-0.011784346157165676,-0.30925126530033364,-0.16995442993059512,0.16886931184661655,-0.0755124555250935,0.07447998299645027,0.26337871102421717,0.07473894387607287
0.6495710827493065,-0.043345371875880404,-0.01004953956793188,-0.41520780646282257,-0.36774762955064144,0.5031281028523877,0.021766165188682386,-0.020341855174352903,0.05656513096831138,0.008118609443726324
0.5565493861515303,0.13947055814949832,-0.0029571714192924087,-0.42445085205273736,-0.45530410392607323,0.3858378939786235,-0.11160665612094481,0.17677509014035792,-0.27177093971182587,-0.01026549204485533
0.6103379553474187,-0.0147983413763172,-0.013456784851298528,-0.42313156640950816,-0.32954412510860426,0.3907889575953468,0.017884563427569476,0.20383603641217196,-0.3236787306410313,-0.08907188090416567
0.7819283094893293,0.08120733195319658,0.13918922850016904,0.019654870160724796,0.09768909560142477,-0.11571900844174185,0.40864178075918267,0.08427108373621531,0.18108379768774827,0.013865775478487358
0.8172013261805094,-0.01812317014036932,0.08455600961156708,-0.178938038219642,-0.250372259953053,0.31490737969412136,0.21281335016418165,-0.2220729760440628,0.13351172654119048,0.004125457473848921
0.7841012214204006,-0.09188364477631705,0.10633398381113919,-0.04809088529399015,-0.1543646752219214,0.282758801192106,-0.002182169960212009,-0.38314361492722054,0.28536158720936217,0.04718775083103288
0.9537894835995796,-0.05628213027197164,0.08284650428860384,0.09045201756296993,0.009081723847139143,-0.08199883222153992,-0.07041300604921782,-0.17771863063662885,0.014098948813703096,0.006795174325823609
0.8973055806538192,-0.0694383960094336,0.06137335957252288,-0.03919461653332779,0.2019614759340154,-0.34858105098072356,-0.070271877695882,-0.060914511398662434,0.012852338417286469,0.01846074569951201
0.8984183108880921,-0.021015707002648366,0.06336868921277602,0.10705859021746003,0.16183697676046113,-0.3340443501948313,-0.004850303345659313,-0.10253617615280654,-0.010067571653905793,0.0001859688403837623
0.8736010342102236,-0.08941954758201427,0.05773339611923718,-0.03195553914641193,0.2533307477712745,-0.3428508174985283,-0.08357373838545011,0.06050775333253886,-0.042601924922746885,0.012912132190074465
0.8160911053702102,-0.0711442100790187,0.033810570769721486,-0.04811638394083324,0.17054004607759798,-0.3292118790018236,0.0017471183430299423,-0.0805929254192133,-0.23390720902215661,-0.07316430429337527
0.9232352048103243,-0.08825736431004136,0.04503530816401537,-0.10099748440577887,0.16906890170534836,-0.263693140618687,-0.04940280490995274,0.0325056129081606,-0.14593678059746362,-0.020423893387240172
0.9391275714521221,-0.09195840726592774,0.03266396411782298,-0.07669442562849926,0.12133200088902629,-0.20100014448547168,-0.03446827330691558,0.056488314710923304,-0.15836381904595737,-0.01716915583546375
0.38510921061614395,-0.07139287437040304,0.011488181487882271,0.8387293644041703,-0.08403897421225884,0.2573585978552514,-0.0821662167653178,0.010711126538728724,-0.05989351594317086,-0.000770128902288857
