mean_total_precipitation_rate_max_PCA_1,mean_total_precipitation_rate_max_PCA_2,mean_total_precipitation_rate_max_PCA_3,mean_total_precipitation_rate_max_PCA_4,mean_total_precipitation_rate_max_PCA_5,mean_total_precipitation_rate_max_PCA_6,mean_total_precipitation_rate_max_PCA_7,mean_total_precipitation_rate_max_PCA_8,mean_total_precipitation_rate_max_PCA_9,mean_total_precipitation_rate_max_PCA_10
0.7794091107251355,0.45956146450560253,-0.22834198969086558,-0.14717353196421737,-0.08813861155278935,-0.25348397519146904,-0.13564981168916343,0.0002106245628085655,-0.05642057320318992,0.07255610277289679
0.7776715062631744,0.5266689077623588,-0.16439678892144652,-0.06152022112374443,-0.17536877122028272,-0.19091177505662218,-0.11035081520931504,-0.0812218392098836,-0.030481957818310118,0.0515232981059756
0.7956273071039831,0.5134595170542392,-0.23040133952909525,-0.01986388843084357,-0.1132208583461659,-0.16481690314876987,-0.05021685463970948,0.009239489218463851,-0.03673485123035209,-0.02101676636595762
0.8069636752933124,0.506778240195676,-0.22107769426090504,-0.06700329608375404,-0.0707377476914722,-0.13987912304252623,-0.019901586414170395,0.011915603994480757,0.014967163807467834,-0.04192363123810353
0.8032267122820373,0.5131105912062774,-0.24767026785815757,-0.1038833435586077,-0.01235823683335108,-0.05105987690674688,0.07832594304248992,-0.0025995310255720098,0.08154882823126382,-0.04724560145408159
0.8053273377651102,0.47035556326800676,-0.2780635769489947,-0.1622156401537038,0.05746527080517291,-0.025378512549799084,0.09822982057383194,0.067647769191599,0.08488074161748516,-0.069448989143563
0.8147681435787141,0.4889061796532661,-0.2283888138706544,-0.16644641409002453,0.04414322055733583,0.04534067669895923,0.10268654703407015,0.004157314766292878,0.07009456168136621,-0.0284555872870873
0.801363167443516,0.5050968417124505,-0.18653963687286806,-0.15765034905471634,0.01779989262046762,0.16272100901826447,0.10721866102528435,-0.042146778865494866,0.07026749541381415,-0.005867752930589583
0.8423049463240233,0.4604300335400379,-0.1423565790895879,-0.09289011079116125,-0.020204209973818353,0.21965243002385956,0.04687163015351254,-0.04338205671832189,-0.027865519071030524,0.030662674411551603
0.8849996367675023,0.39450233373611204,-0.09845228699653118,0.004772738513430313,0.04974069278901421,0.21289056439334827,-0.009642963121740487,-0.04087516990662819,-0.0657036457620872,0.04427989647624386
0.8838257547408211,0.37314169960959215,-0.10412446508486818,0.05960070809412178,0.03965625077831626,0.19692642004871672,-0.03075786372228601,0.05405730520915559,-0.1141023916666131,0.09083553666204708
0.8981931124495063,0.36937153727653266,-0.025582388806520532,0.16055887150966958,0.020761229171261466,0.12048890131691088,-0.04728038958215064,0.037102089596434025,-0.07669972349034852,0.029065126853441457
