mean_total_precipitation_rate_max_PCA_1,mean_total_precipitation_rate_max_PCA_2,mean_total_precipitation_rate_max_PCA_3,mean_total_precipitation_rate_max_PCA_4,mean_total_precipitation_rate_max_PCA_5,mean_total_precipitation_rate_max_PCA_6,mean_total_precipitation_rate_max_PCA_7,mean_total_precipitation_rate_max_PCA_8,mean_total_precipitation_rate_max_PCA_9,mean_total_precipitation_rate_max_PCA_10
0.9205280546181112,0.2628691359438942,0.04738880049150721,0.1919585008016523,0.17500161962346358,0.06906777051554551,-0.030471560273149897,0.07970004305338695,-0.01210471558726859,0.012471704118287684
0.9110667648820413,0.2123899573954543,0.1748841995291745,0.24017914937388365,0.1869569630762166,0.0037401845657024004,-0.011674765232207921,0.07825612621537302,0.01968593715147011,0.005786196745419168
0.8987180925171074,0.2384435205844738,0.2378470238806299,0.25750451273380975,0.1176545128567204,-0.015055626483812534,-0.04312015774848926,0.041959736781434824,0.026308169513601452,-0.0430491823710961
0.877631701252308,0.22392388284831907,0.28798175300163265,0.2739127503661177,0.06211578240861586,-0.04823453152105208,-0.06901828737161188,-0.00384056366106781,0.039197942758477856,-0.0861737251270426
0.8825385232278852,0.15819165239366959,0.34139966120297743,0.2542752191399242,-0.021252832076211255,-0.06683400409630202,-0.03704250075330715,-0.08637057042218599,0.036891347108510004,-0.04613471705436085
0.8765237583344012,0.11477086191804725,0.39621154975246875,0.17609396313697256,-0.08971069510112976,-0.030002880571240478,0.006007938923073495,-0.129490409373661,0.006086663569342623,-0.03183114950092067
0.8654812406909118,-0.11743194116052576,0.4570123142051204,-0.018426838932144005,-0.023222939547887306,-0.05324430551814611,0.08563963931196013,-0.11107473918568488,0.024286801724474276,0.044252289091518536
0.8323857877407826,-0.1644292209105359,0.48681474596723523,-0.0497172661693003,-0.10050403834283583,0.009107391556692181,0.12700805050308178,-0.11175273493457728,0.041908189367159975,0.08009380631471014
0.8480440316916629,-0.17482076780912073,0.4403379980440246,-0.046513579190949075,-0.14168429185372064,-0.04209498297691276,0.15248295532828157,0.05781529717264397,-0.028691707190758652,0.04636878325396879
0.8556368569240247,-0.2190644519202953,0.38494862449133743,-0.12955655256861415,-0.17189491375930327,-0.04224050561332854,0.08089428881582017,0.11581270279806541,-0.08709422251002151,-0.020710951983989038
0.8773203793312131,-0.28711956879028194,0.2777782362963188,-0.16887027123270015,-0.1461066048245936,-0.009648839933036864,0.0004007922961140809,0.10841909743591034,-0.10564692522906638,-0.06693121619850619
0.847730033889083,-0.3791816497092071,0.26761896776660615,-0.1756647237164239,-0.1055850405304359,0.07656718814840423,-0.07890948122084462,0.047772649006402226,-0.025776151894437677,-0.02864914637063213
0.8586026120824479,-0.41097524135967983,0.1997764315975983,-0.17902187856338916,0.05978006237366519,0.04981663684297967,-0.07802233775241535,0.06428353044237445,0.052939947495478444,-0.03803951852466945
0.8443414915488626,-0.4237360713682904,0.15694655971837299,-0.2187849502188131,0.08621728973298985,0.04869811137136994,-0.1022785324208047,0.04265515461146746,0.1320106185391058,0.034139030783892826
0.8502943360500768,-0.44860427780590534,0.030023286523949835,-0.1634524622358353,0.05094208871777735,-0.0018806162330653403,-0.15543449843717924,0.001009990698004974,0.11857081253580433,0.010514540285204512
0.8204211500756511,-0.4941549539945648,-0.053349308653121125,-0.13673263723329893,0.15448771900476485,0.04572861149980148,-0.13528037810504395,-0.06347310426380666,-0.004576474059493637,0.08947500759737109
0.7908524421387435,-0.5109519848692015,-0.20557042825418453,-0.12106299316585317,0.17198132958359286,0.0007962171714515371,-0.0046347879830110445,-0.14216311945820248,-0.09984989553927776,-0.03726485060971002
0.77878699002526,-0.5130414626603668,-0.2556440153763272,-0.10097381764164239,0.17974683724902804,-0.04491480739175319,0.06771576319897606,-0.07232984856423433,-0.1033984887217192,-0.09611281776507793
0.7526667365685165,-0.5374665838765842,-0.2406530449417262,0.03560317131019947,0.22907946448480565,-0.1401169875866887,0.06524793635470355,0.01582271127207434,-0.07056816811056188,-0.07012757066664245
0.7597938527085184,-0.5334823722539328,-0.28531337107155386,0.141296507525255,0.10116291088591839,-0.11404014764489852,0.08694860976045106,-0.010833286946327477,0.0183124004114938,0.05476165035952503
0.7360190331168284,-0.5130913039121269,-0.37371615501545025,0.15852336009674012,0.020482116169376997,-0.09597479996790026,0.09912459552091231,0.04876986271905698,0.034304553601875384,0.11946464770801564
0.7013590723423456,-0.531161016172119,-0.3845982613672468,0.21427444678197038,-0.13354415998588107,-0.06860035193478554,0.04932265837427694,0.06501593157180265,0.038434955396089744,0.05888892788936641
0.6370564116510837,-0.5402053581011815,-0.4360416127216323,0.17264310976384092,-0.2717877465436911,0.1006754399885637,-0.023178046145439467,0.02268763819682643,0.04596710068796061,-0.006000848457986488
0.5784179016926799,-0.538422230324086,-0.4283911200837262,0.1678124270666163,-0.32568394222667946,0.2036326188798049,-0.05577511633538941,-0.06756013874076913,0.011901151909068477,-0.10633964292990697
