2m_temperature_min_PCA_1,2m_temperature_min_PCA_2,2m_temperature_min_PCA_3,2m_temperature_min_PCA_4,2m_temperature_min_PCA_5,2m_temperature_min_PCA_6,2m_temperature_min_PCA_7,2m_temperature_min_PCA_8,2m_temperature_min_PCA_9,2m_temperature_min_PCA_10
0.6860059358229301,-0.3823931344808041,0.2845210984678823,0.35917169172201235,-0.36551505339653745,0.17530199071251576,-0.050801786077932246,-0.08510550736117596,0.08344595199194575,0.057441453772224746
0.7401763454514091,-0.4882199306729361,0.1929770460996937,0.38306841307849954,-0.16462373197511218,0.06054602549342142,0.0013276306983922707,0.014093932935671518,0.01714997731713365,-0.08893659582411924
0.7669738358579671,-0.4931275289085281,0.16613582611097277,0.3650262754322948,-0.07428113777525311,-0.012374340030388889,-0.020568111592086304,0.0656669152339628,-0.07296287074639163,-0.046590889593457606
0.810162257197237,-0.5100650464051804,0.1528935617996291,0.21110096082318197,0.061243608014921555,-0.11173157190482108,-0.026799418228252773,0.06091011738460452,-0.08007274969799211,0.03270652521152117
0.8339760171764067,-0.49001886191826455,0.09385174256156151,0.15161067952663843,0.09313026051049161,-0.14607254637223369,-0.013780255211226784,0.016508590940902484,-0.04380167529719372,0.10438171879898187
0.8426261621380233,-0.5064520553159739,0.10059376826168843,0.07345224147705165,0.10974448784910772,-0.10886886530222663,0.0494670561345547,0.011570858759644137,-0.006844739544898475,0.004617309100104923
0.836004266154631,-0.5166380048108794,0.00735847863073743,0.013474209234025458,0.13139924980770684,-0.12522445706454685,0.05971801601235396,-0.04369894929712288,0.0714033289633527,-0.050329877633882344
0.8446921167846171,-0.5009407998149247,0.026320083455912156,-0.05103914717456234,0.14238818800254563,-0.11302121366419139,0.03991158977412843,-0.029463005208978862,0.09345775300632415,-0.035026010605633824
0.8183278406164899,-0.4460871318666985,0.22910540329148155,-0.26835858723491385,0.01730031633877612,-0.08193421797128449,-0.08119084563865343,-0.052124888831105554,0.025796472146074372,0.019064705214597813
0.8470226913455439,-0.35049197359609874,0.19450842022759976,-0.3569921942071024,0.009315037409005949,0.025135259180571863,-0.0007093925410696056,-0.037637636006528516,0.02728202821204588,0.0031447631321294095
0.874230421185942,-0.3173442096493151,0.18990023411910462,-0.32816077456055476,0.008964443988443711,0.028552421257075678,0.0018950997100898915,-0.03695527998422297,0.009805836800596695,-0.004033381815290961
0.9206932017583124,-0.25957438541942274,0.13604048301523805,-0.2669709697132751,-0.03539972673765331,0.07039999373198946,-0.0006637698417257894,0.0064398297856712245,-0.04917008597530277,-0.007296880478224263
0.9330704092140982,-0.23703812575419825,0.10062554214924221,-0.25264557972770324,-0.025706579901573528,0.1013879797957808,-0.008395696150502311,0.01812746310170661,-0.046748946610387566,0.004037964383040111
0.9500013835874803,-0.19085423516164401,0.05081566719940108,-0.22528497019542096,-0.027116853202309367,0.12896077611458084,0.0008451612115193384,0.033844243230718024,-0.051839239786522454,0.003219508372943484
0.9676232239356947,-0.13989257687230003,-0.034439737482173494,-0.1827398804282442,-0.022608688170171365,0.13904916328015807,-0.003969871881552983,0.037275209775985606,-0.0234984927730849,-0.009019577898854709
0.9558156099846518,-0.1610386360074458,-0.21944982196810753,-0.04305635789026299,0.03875536516028191,0.1192594810332051,0.05012400519998682,0.04702132605319083,-0.015364619815598156,-0.004066128690363994
0.8983366521622369,-0.16641625330113838,-0.3669215368696444,0.08050846526857458,0.12029379911263417,0.09390013363292922,0.08304143165320658,0.053460173076683104,0.04688905003549059,-0.02479615621139126
0.8873852300117595,-0.11393161031197499,-0.43042984600995315,0.0940857889826792,0.10118445413862694,0.06865348089278668,0.05482077462571456,0.0216959513766691,0.028013465115917985,0.005624516547560475
0.8968432913805576,-0.06738744187102849,-0.42880787843760837,0.09164639824367285,0.07681103734190628,0.04138502962358325,0.026949747151778284,-0.01224577542923505,0.004013984919339438,0.029034016581489214
0.8993886688056342,-0.020151809600993362,-0.4386002721614846,0.07736846661139826,0.053622602020206876,0.017178237763406025,-0.0023863341140028,-0.030489643830699076,0.0012104092114178994,0.01671789774063633
0.9207770220554824,0.05968873885473471,-0.38992695607626715,0.056780397564972274,-0.00354931095269961,-0.011337194395949046,-0.05651933146658879,-0.05525847302313144,-0.00911988890337444,0.013268432815423406
0.9329196661722158,0.14224065809322975,-0.31964085122142377,0.03275394736344777,-0.06915448344714417,-0.04004347367007314,-0.10261312438095269,-0.05153451951456854,-0.021395087032607854,0.014284913198364278
0.9371204802458649,0.20553787452260555,-0.262680691437403,0.014683962592902075,-0.10248554581936173,-0.04992463199661175,-0.0891416184092851,-0.038812557646214774,-0.012880318436723208,0.0065326539572099175
0.9297945574247887,0.2790086386360842,-0.1763914942358572,-0.03456766871445003,-0.15056077125378223,-0.06711694046101993,-0.09182086332112482,-0.019626540620765957,-0.021394673417380203,0.0006349225553097979
0.8926925496264994,0.35868133930774376,-0.10480274886393169,-0.10438612863179099,-0.19701793265042847,-0.11925245478306995,-0.09396272916200128,-0.012782066391499956,-0.012971829206111748,-0.04929151782705514
0.8899385204029564,0.39505663018927006,-0.04490171179548575,-0.10491170947468324,-0.17763815348341788,-0.09893185345327228,-0.024898038355193133,0.06048721746514141,0.02926310355771,-0.04965301836944163
0.8845963338103754,0.41537616941101313,0.032253857463704065,-0.08278608895512114,-0.16306944812646906,-0.09480375639917893,0.030439525741920933,0.10821748417924444,0.0335538480481587,-0.012728842535461807
0.8707943904269554,0.4432544815070339,0.10950964646627322,-0.043120763904975656,-0.14927166645383913,-0.0447037965413687,0.0953264202009475,0.08035949933705851,0.03561794367922464,0.041527097683572746
0.8668737118157768,0.45310886184436133,0.13433140406766875,0.003907983405140082,-0.11204487193272368,-0.026182879321080568,0.14124487483483902,0.01794767249373925,0.03229241537714585,0.04623486189333019
0.8547806538791256,0.47313904614307595,0.15132728344637839,0.04963557662827784,-0.041144115269364095,-0.007399892222863532,0.16193549127287793,-0.04118946929819694,-0.00042620779434328153,0.044833577536843056
0.8368682727084469,0.4984158091671846,0.1651597492777022,0.08079691911568174,0.03221894667533652,-0.012352128701803447,0.1338642410529816,-0.09558562344081585,-0.049809327133540846,-0.019051683653686986
0.8292258081025747,0.5055128849884433,0.16747409959931214,0.10982981808447187,0.08510900053517909,0.0017399478740490624,0.08114112392555235,-0.08194765373042452,-0.08094977729751135,-0.029940606741324833
0.8150302299402867,0.5126010597570658,0.19728133744572324,0.0875268439201057,0.17247865127532278,0.03770543730564196,-0.011667081720655207,-0.027617051599687078,-0.014566109094958018,-0.04728083564755384
0.7926625644502937,0.5156075779383591,0.22833031626117048,0.1104046143446376,0.19959976255631162,0.04624039950952475,-0.09368686080189191,-0.0060051492718718995,0.015958529396690783,-0.02746360756569727
0.8057108589815847,0.4808138120567941,0.23485933641813,0.08645582846317389,0.22071614027997105,0.06519652435585854,-0.12548721541310814,0.02015080106231821,0.03930014181750082,0.014784682827229062
0.7813299486988078,0.5024765430500365,0.243730710629892,0.09889008767958635,0.22033563196902062,0.042770717384334855,-0.12964334506089636,0.06679039461571547,0.05062375215259578,0.041147493359439305
