relative_humidity_50_std_PCA_1,relative_humidity_50_std_PCA_2,relative_humidity_50_std_PCA_3,relative_humidity_50_std_PCA_4,relative_humidity_50_std_PCA_5,relative_humidity_50_std_PCA_6,relative_humidity_50_std_PCA_7,relative_humidity_50_std_PCA_8,relative_humidity_50_std_PCA_9,relative_humidity_50_std_PCA_10
0.8497403066387855,-0.3833845301664762,-0.3219060021794716,0.13140554427986567,-0.07520269668821127,-0.006453151097678361,0.13086231714414087,0.004284127807332144,-0.0035678850587884912,-0.04923607992113566
0.861612083104355,-0.39894198330635716,-0.3073721835823956,0.10572087067198066,-0.05558415066785466,-0.000916902760051993,0.06358682166856935,0.0008370441385142334,0.009237711102122651,-0.03138686064596481
0.8696764718713804,-0.37794153382524104,-0.315692413188602,0.11086426866833195,-0.04609331576445021,0.022171801124455832,0.004127598881413699,0.004335114494120732,0.030421514156413483,0.007299103548746622
0.8722545513069461,-0.3628146017146866,-0.32070684711252784,0.10798297446049797,-0.04238888586308528,0.05158208911387201,-0.031457862844612494,0.004701444078163193,0.03313358429688319,0.039365876187141914
0.875009420799671,-0.3778970434801184,-0.2967375402350009,0.09480386506822412,-0.041045425442479376,0.05039853406327639,-0.05757802415783888,-0.0027623704922444753,0.017817885355516063,0.047472993581245314
0.8856748968822084,-0.40493831172195865,-0.232437766852149,0.05817138504803154,-0.03836578352006933,0.022099443142479126,-0.07186831626102472,-0.023213395435548876,-0.02266601775286242,0.005708000738791595
0.9023573352970992,-0.389648528690238,-0.19801370132986926,0.039867085707583384,-0.004967237688641002,0.004044927786009054,-0.061166024269446125,-0.027112189467092283,-0.05388969188971667,-0.009483160546386538
0.9238943703769367,-0.36005108796261304,-0.14767001423050496,-0.009270089054308902,0.05567157308886652,-0.012791912934901107,-0.0511752857540525,0.011886008602189977,-0.048753044113053416,-0.034443569800360105
0.938926835328193,-0.31063382228705644,-0.12690430491132237,-0.02413615203278857,0.13514744261479167,-0.0150440151308372,-0.0076770697687910915,0.009138546029724004,-0.025237997018336265,-0.010178437810788879
0.9382867943882528,-0.3113488853428271,-0.09673101570679693,-0.05554383091593067,0.1563757951513365,-0.010709577966786628,0.028793468297614127,0.0012865583665886476,0.0010335199238972466,0.01447637173950463
0.9417782141762581,-0.3132963496074805,-0.059470086851677095,-0.07637468040431819,0.12808806933836386,-0.007353746433363063,0.05139874706973012,-0.013941308860444054,0.014746856717758777,0.03091046785340581
0.9546659150138825,-0.2958375495355615,-0.011995998238171289,-0.08552330309713835,0.06925610428082114,-0.03797119456054442,0.031386591853020854,-0.005069250328093796,0.01662464491717469,0.025725147624652753
0.952240875453551,-0.29570784433677616,0.03960528276065467,-0.10427213342906096,0.019030063459933244,-0.07693699078483313,-0.0015367697169995876,0.014900213067327464,0.012637805399676783,-0.01313176186934415
0.9555867312089434,-0.27245980947730175,0.08836890307857316,-0.11392212826876318,-0.01182229173426635,-0.07159502394071542,-0.00644986420890084,0.008508058314896679,0.002020746157892334,-0.015307798425802885
0.9459782023934393,-0.26716609132156427,0.15505167118715332,-0.1389098921383238,-0.05232938173471171,-0.045957500623236155,-0.008931316070758024,0.01588962306723597,0.008460877602955722,-0.005189596443485446
0.939657150326879,-0.25059378478050304,0.1908781967617152,-0.15263130225703056,-0.08073769347001496,-0.03172531684734762,-0.03746379133851965,0.022135454617138343,0.010175623903440272,-0.008929809525993156
0.9309963850736422,-0.23735955599008265,0.22672098060003246,-0.17546322904613937,-0.08318756252661413,-0.029152795683371747,-0.02759558878752279,0.013649916475784804,0.017774870079432264,-0.006107948246294948
0.9478542945140465,-0.14345016418371076,0.26752148021743155,-0.13299876995610926,-0.06624102019021327,-0.015561008814443063,0.0141508692973156,-0.017078415981886037,0.013867590588113751,0.01812892366022924
0.9621227773260066,-0.0446863787029605,0.27282753748975896,-0.08296430131761315,-0.03579752712489148,0.011745792113646281,0.04095226494915363,-0.028912523078098554,0.001456134115045944,0.026636587538314282
0.9629303015041714,0.07027757478945848,0.27318841947081535,-0.012510607993670122,-0.021275367427614846,0.04594974276879532,0.04476361121409643,-0.04948268711185155,-0.014385770897777678,0.023352873713851034
0.9588029505421225,0.10863755081218385,0.27543838605641774,0.008173637220740656,-0.015953586318273576,0.06478287899814997,0.025036876948922808,-0.05451186514331566,-0.015057839526668709,-0.0031505644126357483
0.9522630891504289,0.15773841814915984,0.2660134446444056,0.048164156499427214,0.004425906294301651,0.07597314349030705,0.004873901855232992,-0.05653031406516021,-0.021819880063875693,-0.021154750507843295
0.9552953293256544,0.15444338621225392,0.2580882110222769,0.048565510235869275,0.02309432004205545,0.08542739972053202,-0.0003623576093435552,-0.02357473036181313,-0.012356876505503952,-0.015036379076676824
0.9618022206567415,0.17083724692784197,0.22678704503329833,0.05754916157741994,0.026159218597947863,0.05844507988580674,-0.020835102668405537,0.028295848405677088,-0.0015989995323286025,-0.021688235877675228
0.9656722828429634,0.1808142375036603,0.19802783900469736,0.05609022691756921,0.02044776630558435,0.030087384976894473,-0.03478035830751244,0.05735590560585461,0.00527827234347697,-0.02814103411299067
0.9491199199374475,0.25698569426924717,0.19148430692499416,0.08129572390529499,0.022559799938618244,0.03083584974474994,-0.02280081981817273,0.052841009240724844,0.01410174667984565,-0.010013019382885431
0.9194286068334727,0.3517013256027836,0.16544419459060086,0.12294677066837541,0.01887248950488443,0.015838251703273253,-0.01072553659830377,0.045687105806114944,0.009937416857887687,0.004965440102636344
0.8812965608260727,0.439833587270767,0.12113907554941579,0.16349807653480486,0.009279087791956232,-0.014637728859340282,0.012027132223535084,0.04067465021024537,-0.0014015241751311508,0.02054557230079177
0.8564967911208184,0.49259677986275663,0.08097555881061379,0.1657142454942197,-0.0013918051345444922,-0.03589949793890937,0.033215905227909,0.02621698185571956,0.0010076091671442188,0.03267922568474258
0.8350058122599514,0.5396998516083618,-0.016857829134159563,0.12593882741256032,-0.018713639853499733,-0.08428029983814975,0.007348229153294704,0.03837501938068671,-0.005441176304325608,0.01194761934560634
0.783691574185337,0.6100599393939976,-0.09002469859350709,0.08269120996272167,-0.0297788121962779,-0.09939449024862991,-0.004318328515765001,-0.006643681334093228,-0.02763488125828197,0.006532071861736916
0.7098538766735064,0.6828890132336533,-0.14450907154486575,0.07637358385388046,-0.005765348724936677,-0.10041552541876687,-0.02335688482648034,-0.08307088224548592,-0.02051035619993312,-0.011785216690922154
0.6784547373582213,0.7024791466751023,-0.22031982999613217,-0.023286930228112335,0.02933873821217549,-0.0322421781933756,-0.04017437866125858,-0.07374224331576236,0.055128948542050506,-0.011826302473586167
0.6358940156028475,0.6979464360863403,-0.3077509732562236,-0.13630199579876862,0.025064586120794242,0.045513814268976625,-0.014916275910534741,-0.015662338928585262,0.07663283900068305,-0.029155451472599084
0.5752588160533133,0.6826228725221243,-0.3928806640759774,-0.232517596479609,-0.004049801398084648,0.07737481203803258,0.022795725337845633,0.043033513978147586,-0.0072200358498591315,-0.01789441537924994
0.5226651121121826,0.703473066486009,-0.40681589731415324,-0.2609754929585701,-0.051572588344512026,0.04133780906521792,0.023876702733331725,0.030857583780808058,-0.07240303645004084,0.03757639491318063
