100m_magnitude_of_wind_mean_PCA_1,100m_magnitude_of_wind_mean_PCA_2,100m_magnitude_of_wind_mean_PCA_3,100m_magnitude_of_wind_mean_PCA_4,100m_magnitude_of_wind_mean_PCA_5,100m_magnitude_of_wind_mean_PCA_6,100m_magnitude_of_wind_mean_PCA_7,100m_magnitude_of_wind_mean_PCA_8,100m_magnitude_of_wind_mean_PCA_9,100m_magnitude_of_wind_mean_PCA_10
0.5018676351144404,-0.7496703569290113,-0.33971476834711606,-0.18275971867986862,0.19932462091978306,0.09079430145125168,-0.03291495503602175,0.002382275841151971,0.030150568433598302,0.04058529799226425
0.5833036543052085,-0.7207670875197697,-0.331321341526574,-0.14604236452518315,0.13210942934619682,0.06796212543203986,-0.025377066987777797,0.012536649054408272,0.008818335256539467,-0.005634919490783697
0.6400911194925117,-0.7015011625478962,-0.31272799946048363,-0.0977350842798391,0.05465078124981172,0.02108136003891426,-0.003242745360682046,0.0028479432584660814,-0.031760450365646044,-0.022821095217966884
0.7000651826734415,-0.6573316579490057,-0.2876741917995974,-0.07021862379283558,-0.01328698306442983,-0.03960358921636572,0.02698752994565171,-0.01221845746979505,-0.01856087169966083,-0.026440966529934794
0.7480610828548843,-0.6135813154388612,-0.24359625221064754,-0.021505965404072777,-0.08523346337919452,-0.05973418694756693,0.049671880915800305,-0.03397098245570712,-0.0283971722408964,-0.03615301332620626
0.7735526029777442,-0.5994055826514028,-0.1631342677740334,0.03413517887821203,-0.11879944926397962,-0.0978493931774319,0.04184832355227696,-0.03039378302218471,0.01235699821108807,0.003079577136288626
0.8169071467017723,-0.5474283661070855,-0.10639198143519597,0.060528968299366354,-0.1403900691884337,-0.10288657813016788,0.00246403444794043,-0.013623532152913438,0.005325606395342123,0.024552485419072435
0.8522610991413785,-0.5063190188543423,-0.003075846837426937,0.09465940543265156,-0.12653808160863017,-0.0560108041809344,-0.022383731900138246,0.019843943466517692,0.011631571681759123,0.04649876743339681
0.8808553703716806,-0.4457454242349628,0.08197682442885364,0.12328884431676472,-0.099862774234426,0.00981825085624347,-0.03593963185090185,0.05355524730102028,0.028893355352393152,0.00826061542950454
0.9014327226755078,-0.3714603642740291,0.15715178631041526,0.13924769395517855,-0.05897830879196519,0.05630279199073515,-0.06907370819358799,0.06824290421202892,0.015969433110635,0.007109179705824528
0.9043390934270047,-0.3276127158019492,0.22197704901747475,0.16023988742523018,-0.04127641565932022,0.09256992321360173,-0.0440773659620757,0.03157224222973246,0.0014913487125225756,-0.012489218370422309
0.9167162446620787,-0.27734716814661986,0.25641832407699033,0.1432677493447203,-0.004448102448530209,0.09638081348930258,-0.023191500250861967,0.006500928812163754,-0.00780579198805173,-0.027708630236181923
0.9225236295598991,-0.23965681904024855,0.27664819283559183,0.13204724147573846,0.028048658105436153,0.09283197720463074,-0.0004102249331357692,-0.035381945053849576,-0.02989680791739429,-0.014236165217016478
0.9317850244281858,-0.19896878913271449,0.2890578178003594,0.11029584745819623,0.039638325010286746,0.0618877528654179,0.03096288698956787,-0.04935532218516244,-0.04486280684472539,-0.004956784978326349
0.9441953529416754,-0.15695947100250296,0.28419935635080457,0.0731028798810802,0.06792541186981293,0.013708445953247442,0.060205832343989,-0.05808082803785127,-0.016621500393802315,0.010920455436381924
0.9488323237881153,-0.1048393165839232,0.28992305094173576,0.02562145842272816,0.0976293500545921,-0.037281171975273544,0.06517254425970598,-0.047428276539359486,0.024413273891039627,0.02031074800828129
0.9549055445339691,-0.04963566338508572,0.28185530929063174,-0.023557771560581302,0.10860109572473686,-0.05464624756391511,0.05769357494335969,-0.018233279873769322,0.03911991826908922,0.011091419478601422
0.9621328760220035,0.0009321854119012623,0.25815529339163906,-0.06692132670461058,0.09065426482055451,-0.06702862008961653,0.04365018624567161,0.028659665399506935,0.040671611806599305,-0.0004293191857011489
0.9623687909708354,0.07621433711233533,0.22498522745132266,-0.10442517383887763,0.0914142384067317,-0.08397580386665116,0.0083985962453535,0.06665913681943016,-0.004842299245978092,-0.013646533775387154
0.9617123993072371,0.1391176932928177,0.19243874343251122,-0.13066971009870706,0.05345922063738746,-0.08684795772196974,-0.01366785346398014,0.0668087819627454,-0.00843666932601342,-0.009976586047767055
0.9535639481949665,0.1854953527403999,0.16057387426071285,-0.17239935334170262,0.018698908998287137,-0.0792272555501141,-0.08291108531810343,0.013252756596257964,-0.0160933626206336,-0.017301249011848027
0.9424038520992601,0.24554178727410442,0.1320044934317284,-0.1868686236823692,-0.015393384838844622,-0.05452144087699454,-0.0748724001326989,-0.023164731836977568,-0.02134316135975239,-0.02780723023933759
0.9338167889106624,0.28757704664248457,0.07873768256566634,-0.20574960022224292,-0.06183865728001919,0.0048691620236726305,-0.06420720730983634,-0.034265186638070017,-0.020989906557603733,0.009443612827417827
0.9276350104071622,0.32555995484830363,0.03542802585184268,-0.18747892309922926,-0.07180545599427617,0.03510458277068888,-0.03815082651295927,-0.04726249654901354,-0.02179448416269568,0.022079384666239793
0.9240586967706641,0.3453704263601756,-0.012019550589379176,-0.17094404891856357,-0.0810851085558941,0.05929943605716003,-0.02097340755579519,-0.031628916757730656,0.00793291615918234,0.022345790931477
0.9185905945958577,0.36926914754559653,-0.05085758032186728,-0.1370981149089763,-0.08266575801234761,0.06925975993023913,0.014608619280483622,-0.024710403700655612,0.026029459662869545,0.016531198362429573
0.9118290539734598,0.3836653650446438,-0.08655319039535274,-0.10736240013483679,-0.09076414400772015,0.06789823394720552,0.04527849376817611,-0.005077206371746159,0.043551343435111876,-0.0009719984381413511
0.9063714453012915,0.3939150365379943,-0.1407527943766599,-0.06868014580591747,-0.06424455065780452,0.07232429339638015,0.05044218396202195,0.021427073899904284,0.025172263550716646,-0.020990555199214556
0.902983269212233,0.39821197595712426,-0.17238090474139037,-0.02009802478558994,-0.03682723978695723,0.05436512434174815,0.0696419815278464,0.030416243866525604,0.018216257361332207,-0.022371580872452463
0.8909393073036094,0.4127282653204253,-0.20332628219904955,0.02570322569260884,-0.01988473303173613,0.02296040760558281,0.07177968077727258,0.044447369043368434,-0.004815469245702917,-0.020985162206961377
0.8816348126969543,0.4244780129898322,-0.21542588681009792,0.06546855106082278,0.014090958894630901,0.005259512674940167,0.044208517523835714,0.04657652029958542,-0.047277059330875365,0.003627099231906861
0.8737114384066648,0.4280287502329996,-0.22594276760366025,0.10212652101133418,0.046037230809239583,-0.0074777458668404,0.02118127919353162,0.038375692555303334,-0.05203925488969616,0.026832844403405016
0.8668578846229648,0.42742210142303516,-0.23480130841322425,0.13607009029780015,0.061938374580271675,-0.020052796088890188,-0.008552891567313488,0.008286880239818498,-0.03226102729351115,0.03987060253895257
0.8527223417429404,0.43576522287791164,-0.2416640142653943,0.18054479913416577,0.06156837499842262,-0.02940916206931145,-0.027888492285684175,-0.015504502940477767,-0.0019711633078298503,0.035964688071034354
0.8366964470397596,0.43517646215205325,-0.26546867079046066,0.20667460889431863,0.06948287224313654,-0.04260847515878125,-0.060593212509834266,-0.03492440422991957,0.02075706859432047,-0.002172170843300649
0.8201918924670734,0.4304008088021498,-0.2892265155442375,0.22799138188555476,0.0669821148250156,-0.04359341122088248,-0.07388761131230309,-0.05628673119135121,0.05292376238327756,-0.05966202216513759
