k_index_min_PCA_1,k_index_min_PCA_2,k_index_min_PCA_3,k_index_min_PCA_4,k_index_min_PCA_5,k_index_min_PCA_6,k_index_min_PCA_7,k_index_min_PCA_8,k_index_min_PCA_9,k_index_min_PCA_10
-0.3562122172222386,0.578002709195694,0.5582779072325853,0.3790070054850856,0.1108448442224728,-0.15144159305012045,-0.10318953071870599,-0.10484984085509495,-0.07669916955519834,0.1574849529351076
-0.36448158595028346,0.6015119939064374,0.5849161900595754,0.3511958603034154,0.07828018426797963,-0.11254798062047487,-0.1384647113574559,-0.04878910717715136,-0.02295986126404727,0.08486550523683796
-0.39346842678897087,0.6072625882493069,0.5771278331944645,0.3363804941793421,0.08350093442094791,-0.054596707814651244,-0.09996036616227151,0.02588426818780289,0.03922419463152934,-0.08850409932018014
-0.4361978124286605,0.6647066985447163,0.5146352533327608,0.23408509235692646,0.11756756088450294,-0.013837327322301425,-0.010586928149275695,0.08233351988232585,0.015926883981548064,-0.16657471964192613
-0.462639252306751,0.7353950104665372,0.3644123583325287,-0.06141766412667677,0.2188463702329815,0.048812882040857826,0.18249120363375948,0.08305472312355937,0.02350063380230635,-0.11137961862621867
-0.5152494174540868,0.7247340047907391,0.2716099928140222,-0.16407449241166935,0.2225708342684773,0.054490789546608555,0.20944090783431935,0.09381355308994008,0.02315138472328138,-0.024519407059369232
-0.5517233442230142,0.700237624810813,0.18815938620604725,-0.30520332594112276,0.16454061855673124,0.10383494790140631,0.12394742997512206,0.0573396170498452,0.028239637231085277,0.12587588101682956
-0.5839144937371193,0.69689130472253,0.1263421725461573,-0.338859871150976,0.11578958114586893,0.14573017638193447,0.06336084945906156,-0.008269612487413144,-0.020873577414109865,0.1015372701996655
-0.6273485791723415,0.6663920883724048,0.06399933568017738,-0.3419810976686207,-0.029912921055321402,0.11226964112096484,-0.09608207131369731,-0.05840899971515567,-0.03453621256690059,0.03947552619959745
-0.6776787925321672,0.6335725236227815,0.015457081640310417,-0.30415027813955386,-0.11702515618762019,0.0733012783195052,-0.12951731897285593,-0.12027980000117304,0.0054402836896452035,-0.03793526829290806
-0.6663528365125151,0.6063335846342881,-0.07045841375328636,-0.25207096364472453,-0.25162826067050764,0.03919247109872761,-0.17664351263303152,-0.09806382776978446,0.018406282367855093,-0.11832417268638933
-0.6972756720059581,0.5663316862423091,-0.1958606862359621,-0.11867778252897579,-0.2872724051432783,-0.015682161520076662,-0.141281003201461,-0.08217704170556857,-0.058805383523255206,-0.024731210026833032
-0.7350669140608819,0.5392037592680925,-0.2263742281901,0.03208327756384433,-0.2850721041072727,-0.10843388336951992,-0.023312460940236014,0.028390694552805146,0.0638505022049136,0.060177387142252896
-0.7320662574769998,0.48279639449774053,-0.24438575738051713,0.09665952002515692,-0.3578712047045368,-0.1384568876460492,0.0950423978192303,0.08893351718632692,0.049588824490881485,0.04863311808472923
-0.7662138657846046,0.3751216342580052,-0.29510722603272455,0.1436814258082692,-0.3468785179529828,-0.1395160522821029,0.13710861400887034,0.0865438170244235,0.045203117224004594,0.029745740327943457
-0.8250372699895754,0.2415753098412257,-0.34259209854424044,0.2025830403227249,-0.25710533443147937,-0.09190007070562112,0.14976220446300073,0.05494958285460734,0.011461942416645353,-0.025440872579768316
-0.8550177652005814,0.08046031418479323,-0.3787395664373627,0.2443663315897505,-0.03551589228756473,0.12265358124821937,0.10544694698794449,-0.04030110748683534,-0.1543490429227386,-0.04711456389776416
-0.8747479114146013,-0.026064601452165034,-0.3636071951353984,0.23519051501450972,0.07311617457709353,0.17489745954679517,0.03688576738768811,-0.07119554387197914,-0.10641620179539808,-0.024778512444486325
-0.865895420298224,-0.08527256511791734,-0.3523551600038604,0.2670397307644437,0.12826874962378215,0.17665521595724626,0.011035018109572622,-0.05358387273371027,-0.04399113046293193,-0.020392115269610954
-0.8805081134357318,-0.12820303035307784,-0.33363359407947446,0.2231497831535122,0.1645562682706755,0.1473134698329967,0.011245962456076722,-0.03885000337460144,-0.004592318896328799,0.019731992548053977
-0.8726338510386878,-0.11671891117769634,-0.354160809181552,0.16072049533643468,0.21469347154477117,0.13780800123550535,-0.013326583131066683,-0.014221389242635838,0.04016388447276335,0.049437600758386914
-0.876670450225403,-0.24652256383272972,-0.31006748798563766,0.07246405448206675,0.21274585241668817,0.03681299511522251,-0.053729036188373235,0.04904584717746861,0.13493272708317702,0.04584336818862972
-0.8755961513100255,-0.3120363922011684,-0.2321551927004128,0.023394775881681637,0.20515788302371885,-0.02285475785825456,-0.1399431519550745,0.06808744135001865,0.13679155279636826,0.017728606905034427
-0.8792870286368631,-0.3114284858079662,-0.19489859958919017,-0.06827929846276438,0.17701765779263492,-0.059332593666013435,-0.18603962120972703,0.06733368466189528,0.11003363370676437,-0.019654597345148527
-0.8708462619068976,-0.30890622013327773,-0.16223339996878922,-0.1617796314522417,0.16790861904569632,-0.13361950909214437,-0.1909223945170824,0.05996695683211488,-0.013358360388583155,-0.03246648896707471
-0.8487853761159205,-0.38857318362352544,-0.07518998515783099,-0.1733635956387976,0.14680131090311865,-0.22187399791266074,-0.05859856011410117,0.06695805039142305,-0.13025196499672972,-0.03770296567858126
-0.8469485416773818,-0.38998391690997486,0.007343604544619046,-0.19005398925979688,0.15282833511964034,-0.23826633612285825,0.030300695157013773,0.04314887271063066,-0.141329286739881,-0.003600611991494075
-0.8230863418107793,-0.45388407773469647,0.08857022394680626,-0.1934193778320562,0.10230464740556185,-0.18691158593382246,0.1209914416585409,-0.0024723888119054017,-0.07998709505488852,0.020148928981621274
-0.7922535443575989,-0.5047482011419712,0.23331410664542715,-0.10569815197309336,0.03418115376396589,-0.11666642962801249,0.13782450336337046,-0.11388158097047087,0.013722950416647213,-0.010086278853472847
-0.7438358383705097,-0.5668022246933281,0.29331934689608186,-0.045924075088683736,-0.021035266542678125,-0.061654168517141644,0.1005413778783035,-0.16011808206356004,0.06390396615156983,-0.021233448315499386
-0.678929752874537,-0.5851138214398207,0.36842412239178124,-0.008938469343264768,-0.06549038958177866,-0.027634152324433732,0.1070384318140814,-0.19540843010731954,0.11267541699480926,-0.01369532953966838
-0.6419806709553179,-0.6169432783693464,0.40527484986962037,0.0011777524433871983,-0.10583176323062209,0.041172698071230536,0.08619257402315904,-0.1258741993788256,0.06715219702435754,-0.00875931454567136
-0.6277591834323684,-0.6157086832430929,0.41387470057921777,0.02079178327505759,-0.1998840625722427,0.08799271242626518,0.008482483723907681,0.05492678358397487,-0.006613859646659106,-0.01600749907648881
-0.5854452092537301,-0.6113177212478274,0.44380340694601766,0.012906167350273095,-0.23632212922521978,0.14283741494202676,-0.03906372901244748,0.11821299015118704,-0.020754095837676415,0.02848689081565599
-0.5658620817960561,-0.6096643367575113,0.46732021008991587,-0.014805010234405346,-0.21310426611042904,0.1651653498677024,-0.056291286481149415,0.14056642320954416,-0.023632177673763997,0.030925893801758093
-0.54206066844168,-0.6108410532250851,0.4834869912959314,-0.010866383996338522,-0.20062779738975248,0.17651695361270303,-0.09630991518632075,0.11545402758610365,-0.06785694064556032,0.02446325398103699
