mean_large_scale_precipitation_rate_max_PCA_1,mean_large_scale_precipitation_rate_max_PCA_2,mean_large_scale_precipitation_rate_max_PCA_3,mean_large_scale_precipitation_rate_max_PCA_4,mean_large_scale_precipitation_rate_max_PCA_5,mean_large_scale_precipitation_rate_max_PCA_6,mean_large_scale_precipitation_rate_max_PCA_7,mean_large_scale_precipitation_rate_max_PCA_8,mean_large_scale_precipitation_rate_max_PCA_9,mean_large_scale_precipitation_rate_max_PCA_10
0.7424883718115306,0.4926175203087546,-0.21282656570316458,-0.13208782006286945,-0.1811893198019949,0.28832648942669103,-0.09124419706932385,-0.03061784448013973,-0.036209796767877514,0.12210188320929967
0.7753280226599668,0.5225464135232608,-0.15352458846162909,-0.08198620423683718,-0.17935486664342956,0.23149825522743564,-0.10599997082838307,-0.04629616040083886,0.013227903694091074,0.04843635065161685
0.7871688788463401,0.5261567886719662,-0.20844017240486434,-0.055768832765351474,-0.11416696261610836,0.19036394053735495,-0.06261861493348925,0.0006417610090204398,-0.012375335260411737,-0.040218246364315015
0.804823797323672,0.5204334024893557,-0.2139545155547719,-0.07750537798102673,-0.06064644042045079,0.11309584936897871,0.007347099040367732,0.07145905732269374,0.01199949065515366,-0.07524787676131824
0.7977548958998951,0.5062943563509309,-0.27446236883805797,-0.1493110877363618,-0.034451106299222836,-0.009039991792230072,0.05906432384137134,0.08329671858024708,0.02935022561869154,-0.04908055005504766
0.7966392382904974,0.45360425791677517,-0.314972730293002,-0.19130678615000285,0.013582145916498558,-0.06686939504461589,0.12928805787487763,0.08148536869087154,0.03816683629377399,-0.03885503107590254
0.815817267225161,0.4530903908399791,-0.2731209034056829,-0.17559702150490802,0.0429833203116379,-0.11516073095349633,0.10868019924026666,0.047720492225891975,0.03135983056024877,-0.028538423230346086
0.8152641084128994,0.45561013196947686,-0.2433696970741865,-0.15870316451878136,0.029771431514853872,-0.18250948663150282,0.10601150794763664,-0.01085951424351545,0.04277383524358219,0.005084852490976232
0.8592808458207373,0.42644945096748776,-0.18536047602033653,-0.08290257060600684,0.010119436009617663,-0.19018118255512056,0.030812801733479833,-0.07681522651111727,-0.003580617132322239,0.02032084013576898
0.9031785498419117,0.362521373315844,-0.1401130110694108,-0.0011946527454939498,0.08062618775495256,-0.14607604680580347,-0.02489126946924436,-0.09612770469107883,-0.03380742295039949,0.04773711347529647
0.914902988718496,0.3200125642431597,-0.09584554435103156,0.07525564115939427,0.08271598486995807,-0.14331251153460506,-0.06515457951871724,-0.09720594751245526,-0.08708307012081266,0.05907516120220711
0.9007985103340725,0.34692173759175365,-0.010436593263678292,0.17699308435245492,0.08844803182482129,-0.07841286632338795,-0.0982205143340864,-0.05725250309878112,-0.08803311448682308,0.008264833406048222
0.9147477754469691,0.2781914132345736,0.05060291450936315,0.22995405139946698,0.13807031918582535,-0.07844455452738941,-0.06203945029747318,-0.04078579623202763,-0.054739618110243714,-0.004260506856418975
0.9040370574555555,0.238460610999209,0.17939407525830303,0.28087930425929863,0.12188713421190722,-0.026146892572425095,-0.05031481125172533,0.01119581011320512,-0.03921123051343817,-0.022550048764393798
0.8865166909481005,0.2802593486459348,0.21200671518613895,0.2815058472265577,0.11068231785211875,0.004852077942828493,-0.030695570124507868,0.06354396278953932,-0.010126910545943122,-0.026287772474834166
0.8826278047036595,0.25727573206846815,0.24342645616629482,0.277238770064898,0.06034209880497176,0.06294988136742324,-0.040168826216269646,0.1061739839458935,0.038433039543195296,-0.03961431734452146
0.8922938303058979,0.18404131025623088,0.29826431452917357,0.2542125150392429,0.01786029017910954,0.08002122200732856,-0.011060485303063564,0.07508365956703118,0.09020925064379148,-0.02099670632685008
0.8914908339530677,0.1267161022513954,0.357801345644794,0.18831911824484565,-0.04049814631795229,0.0473700481282314,0.017430544618438633,-0.01605408174373976,0.10917617085316077,-0.017724738528081416
0.8902022875285248,-0.06906106296903494,0.406623839176814,-0.019113493138294725,0.02491561721369099,0.031354444278851465,0.14101071543774082,-0.0504139872357289,0.097194621803448,0.05595421470602229
0.867540358726413,-0.12501559117748487,0.43241359784189803,-0.051756881119946564,-0.03914171328098183,0.018861481388791432,0.17546597019460616,-0.06792183308544807,0.07902000050089072,0.07233302832831374
0.8472508982118492,-0.14949888115151191,0.45918341196283674,-0.020062110608370865,-0.14915476995803137,0.027581182264099488,0.09963460700044326,-0.10140620153960844,-0.0022739484289162064,0.04425346907938813
0.8287015870094261,-0.22102534032496612,0.4381867803510107,-0.12861751557077095,-0.21490610353374154,-0.011534490180941668,0.02659343336714327,-0.07409531348513841,-0.07197025473820626,-0.0640895404342483
