mean_large_scale_precipitation_rate_max_PCA_1,mean_large_scale_precipitation_rate_max_PCA_2,mean_large_scale_precipitation_rate_max_PCA_3,mean_large_scale_precipitation_rate_max_PCA_4,mean_large_scale_precipitation_rate_max_PCA_5,mean_large_scale_precipitation_rate_max_PCA_6,mean_large_scale_precipitation_rate_max_PCA_7,mean_large_scale_precipitation_rate_max_PCA_8,mean_large_scale_precipitation_rate_max_PCA_9,mean_large_scale_precipitation_rate_max_PCA_10
0.8323516310552747,-0.31165955890874664,0.3322142791369649,-0.22990659306090896,-0.19028749636237385,-0.04276287997951747,-0.019421333540252366,-0.020173054358676137,-0.09820538679743829,-0.09279428147910702
0.8533364553404643,-0.3379110439172625,0.3001093375444242,-0.16500599119667614,-0.11813345791923868,-0.038005808686230436,-0.04790845153986146,0.06492608583491363,-0.10237410862004467,-0.06988612838776992
0.861349922500431,-0.37150428013359243,0.23764619098949835,-0.20615722723171076,0.015923153188430406,-0.07279899325001256,-0.06584906919656867,0.09917580221457832,-0.04492351702371712,-0.013715627613693611
0.8391566457422436,-0.4171698624002004,0.20990471320390008,-0.20279296837179764,0.07410552215736045,-0.07970201976329808,-0.07626151971876644,0.12719640764438683,0.006299709204435686,0.08741701701205455
0.8325284024316003,-0.46229687168891725,0.032693066688515904,-0.1891009369431456,0.14292465677498103,0.01441513807941045,-0.10930940919618785,0.13087479460410478,0.049957725209735786,0.08430515032446272
0.7732186166669549,-0.5515503236147586,-0.09759204977618442,-0.19416484576257384,0.1956108695408049,0.01088280146373416,-0.10409523166256288,0.01118074630746798,0.02022375702949383,0.07717174229562385
0.751678745206859,-0.575032936164518,-0.20345001447736613,-0.10997544463122834,0.15556781122762445,0.05609783957961412,-0.09826426475818856,-0.11670649076662787,0.07917880528307342,-0.048926091630369074
0.7331879031808307,-0.5654959563907219,-0.28416949469926656,-0.08213658335509785,0.14775066893062114,0.07591558501591278,-0.05346621468885563,-0.13345944692824332,0.07089678133889243,-0.11288077111234365
0.7361360676226418,-0.5923715289817377,-0.24209442239244425,0.018416271810727494,0.15961435865580445,0.12835292742702617,0.031189784120361608,-0.0556681848933375,0.00422352773735507,-0.08151261994152716
0.7350355578867044,-0.5736310320928253,-0.2654251485724056,0.11812925646902968,0.09927405309962188,0.1380779046657017,0.13136439398441166,0.0022859257561521932,-0.03789440440806798,0.005503482534790478
0.7025647855286036,-0.5532201578858892,-0.3537461256628583,0.14521194459940437,0.05280445635163509,0.09086977210913262,0.18100510584617396,0.026038785048065675,-0.1116462149449657,0.0682740985136205
0.6918326578606581,-0.5547234371858684,-0.3511012724202156,0.22354128590110392,-0.11318258257417105,0.045236567027400594,0.11632886141467112,0.07713775711855721,-0.08572129603479728,7.187727908348312e-05
0.6029956286695228,-0.5737063485008276,-0.3959553343263901,0.24717547345386615,-0.28991332310822293,-0.11005372146006641,-0.012077312145314625,0.02607220751526779,0.01156227181109622,0.040032898708227245
0.5378994947430478,-0.5583054870962986,-0.36950494209775153,0.20935950925635305,-0.3818455161835206,-0.21505245708916274,-0.13076932247446457,-0.005207761671300742,0.1367683544368091,0.0002641828725349731
