high_cloud_cover_std_PCA_1,high_cloud_cover_std_PCA_2,high_cloud_cover_std_PCA_3,high_cloud_cover_std_PCA_4,high_cloud_cover_std_PCA_5,high_cloud_cover_std_PCA_6,high_cloud_cover_std_PCA_7,high_cloud_cover_std_PCA_8,high_cloud_cover_std_PCA_9,high_cloud_cover_std_PCA_10
-0.8150400958192423,0.26682704922748035,0.18933304770531906,0.4530431542812243,-0.06619302204491254,-0.15513238225312803,-0.021448182657576385,0.010163770947732666,0.021877842486324437,-0.03838950680619023
-0.8189001144087332,0.20833361341986964,0.0726691651703733,0.4990154861366569,-0.11678157323087354,-0.1410308911432689,-0.023937905211271357,0.0248377236774569,0.03791463116721829,-0.015475092486491914
-0.8319777092651635,0.20081176773208878,-0.00926750225344454,0.46867487378790385,-0.17414347966773414,-0.12220439948279124,-0.006247881752061084,0.050871226891761295,0.04223234185017672,0.03906655591663301
-0.8748169166008054,0.1813514956032092,-0.11681904986499998,0.38226919030383844,-0.19771211136089115,-0.04000610355976107,0.03338462209688127,0.05630947334441967,0.02841556236867957,0.07813972572054674
-0.9148112509354,0.15076785888151747,-0.22309411324430242,0.2090144315625086,-0.16084631038907748,0.08181334515847034,0.06809775624530699,0.08411805773529585,0.017756141706038685,0.0791129350203014
-0.9179580205745536,0.0927130971022778,-0.29506684073249184,0.05899022603768537,-0.12291895063934702,0.1730708043514316,0.09716968134065322,0.06208296197708086,-0.010479877314142272,0.05857174200407209
-0.8842445004673012,-0.0007677124689122589,-0.36269344263171577,-0.006445873398835013,-0.09267582791219486,0.2714257114221209,0.0964327153711477,0.033122777887140305,-0.044605313998229416,0.0002246170638100358
-0.8459776527649722,-0.06212676768632916,-0.42417232355939294,-0.059006725004532495,-0.08698889184216066,0.2866420356838381,0.08982395342067097,-0.039601227388849386,-0.06711182116407477,-0.016027089023289278
-0.8220115952022973,-0.13356683474813366,-0.473369794870172,-0.10550596680492826,-0.036428829349663815,0.25656615871634997,0.05307874401734844,-0.07644968494208311,-0.01638833862692737,-0.03672288279671041
-0.7761737516208354,-0.2682784224030588,-0.524803464397816,-0.09380557020731776,0.026352332648018593,0.1414229571429093,-0.014106970473574192,-0.1348673028940051,0.03848773335016435,-0.06265638270382762
-0.7300072484497726,-0.3853641873101291,-0.5290077631658294,-0.09103535713137421,0.06570034212910605,0.0339200565313521,-0.11103426565314121,-0.12331340447042233,0.0612560533317918,-0.02420108526374074
-0.6889931262413952,-0.50520911613434,-0.45322364897982176,-0.08674764929681178,0.07388449283706196,-0.10053038754047507,-0.17719313686666904,-0.08061026999525002,0.09632514120669648,-0.015760761508401364
-0.6127101757448088,-0.5914452300905826,-0.400696329832105,-0.10840686403929597,0.1257428240791139,-0.20624585075776045,-0.20594608680795362,-0.06470184230831572,0.05289060288582714,0.017521586338047887
-0.5609564730681338,-0.6987449651996666,-0.32277356716694605,-0.09587731910127396,0.10178688025492232,-0.23602559223801597,-0.14199032195971006,0.001374251256953977,-0.04092294608111752,0.055282899214315076
-0.4891880963763688,-0.7882122931798744,-0.25614104794849074,-0.09802675164852757,0.05592319958621941,-0.1999782216189785,-0.0691726738231051,0.09752586817653407,-0.10321198677943486,0.02741778194143151
-0.4907635199651036,-0.8170149025203572,-0.12183530265583889,-0.16532302526508702,0.05396910666749486,-0.11453705556334878,0.0031727208367341242,0.17282919960949344,-0.10204238196526211,-0.021267470490773262
-0.4231036228635516,-0.8606981613335828,0.06400218119763064,-0.19326221531429527,0.02052867290546934,-0.07777986125093872,0.10549212831095177,0.16550399489960624,-0.052885034411589704,-0.03456806344894898
-0.3449882548828469,-0.8870258449732457,0.18726711464299767,-0.14776230524930062,0.0007970924482642176,-0.040352701094509766,0.16947622574242183,0.10964949817615216,-0.010817338692124671,-0.036085659236112504
-0.27707255330510755,-0.8829977764822639,0.2789913756188613,-0.07695989813284371,-0.004063076250370573,-0.028445315118630143,0.24237669844371626,0.015240041373248366,0.06247587327521593,-0.0417719692962536
-0.20823434842889926,-0.8506187825013896,0.4062460998898021,-0.027643511990497992,-0.030455856449867313,-0.06397920856214452,0.22741736858159947,-0.10960064699657845,0.08018265507834747,-0.03552286214782369
-0.16745264144819866,-0.8408499845267786,0.4707186314266122,0.031758746126568344,-0.04434595919043165,-0.02360585186068388,0.15333399858258479,-0.1396194047754126,0.0663496626872074,0.04340632091457867
-0.12843741696979769,-0.8356589060296145,0.509307764320125,0.08729447708394661,-0.05212431447882906,0.04362457367661222,0.016590705214570636,-0.11919225025465757,0.03305356130911309,0.09066306918422275
-0.09667235752887483,-0.7916527352878541,0.5531055285991225,0.12065314906426708,-0.07377118130339645,0.11801975983265647,-0.13405433779555886,-0.07957613893221048,-0.034557364852439106,0.0661152844653544
-0.0191831024390485,-0.7650129808755527,0.52730891758108,0.1723745976675283,-0.14530020463801258,0.2250334079998823,-0.21234437151001118,0.029311127652959224,-0.03980281951202487,0.019191738536958904
0.023562070253370232,-0.6746917858292917,0.5389274209332725,0.22351653700170107,-0.15780159157465665,0.286518423872016,-0.2951359914542813,0.06180534167981471,-0.04030005315105724,-0.10617885107095701
