high_cloud_cover_std_PCA_1,high_cloud_cover_std_PCA_2,high_cloud_cover_std_PCA_3,high_cloud_cover_std_PCA_4,high_cloud_cover_std_PCA_5,high_cloud_cover_std_PCA_6,high_cloud_cover_std_PCA_7,high_cloud_cover_std_PCA_8,high_cloud_cover_std_PCA_9,high_cloud_cover_std_PCA_10
-0.5435221304725828,0.4842176501290277,0.280302023941081,-0.3430084892825362,-0.40742098605000304,-0.19582657368067374,0.00844429633300393,-0.215571851097788,-0.18076443962473532,-0.005405762611746142
-0.6465071869246026,0.4609644160571068,0.29166858305373394,-0.40352030236747655,-0.32684961233002285,-0.137898065683308,-0.026803485773308346,-0.0405533985001981,-0.055190148386292714,0.0055503060017577585
-0.6909445551823689,0.44317238807180437,0.31490566496497074,-0.4264018045835389,-0.20004535019248898,-0.04163199669777601,-0.046919763822696775,0.057141229692682406,0.05767088741757296,-0.022093802562374316
-0.6951056834465394,0.4351346828958572,0.3382872970979525,-0.423240725823148,-0.11745696293692488,0.02170524878675538,-0.0729533705473576,0.10232857987038008,0.11504291372167837,-0.024910369795113404
-0.7118394754482283,0.39382440053873813,0.4053729946842729,-0.3901312461512149,0.03611096017937388,0.06110924460670674,-0.07032090123823934,0.07839415225951389,0.11620178870756363,0.003420383596065647
-0.7309762605035783,0.3870720964608962,0.4285631657315213,-0.2827737685728881,0.18504962232220865,0.08315681081581462,-0.06215143406239798,0.034855694925486645,0.05397248943216991,0.0375143144065395
-0.7442268320189318,0.33918872600897065,0.40772872842227703,-0.12458448640467906,0.3733043374277179,0.07778612941037076,-0.0032382620153332525,0.0009615487715631341,-0.04655576445925988,0.08299469966176148
-0.774544572934608,0.31793743741791963,0.344538252430363,0.0151616743649655,0.4223474638033176,0.06522147583046743,0.015488681678609862,-0.026515057208124016,-0.06863875850326163,0.02851296521725651
-0.7933324927408785,0.33819003513891216,0.32608359703235357,0.1159639673237326,0.3612084839962953,0.02003323656366153,0.044195371682420374,-0.06425437991332132,-0.07075650713900075,-0.013656366197882951
-0.8174517997952331,0.3430836818396548,0.3265232683971725,0.2158252221366843,0.2364882518079032,-0.051942883088228295,0.010916036422587977,-0.0461530551658751,-0.03420652155490357,-0.0860208509093852
-0.8179073681264923,0.29286722684839456,0.2653817828329653,0.3787249463672117,0.038184756373085674,-0.1472369681893918,0.01386738204421047,-0.01524442913493851,-0.014544145204455024,-0.1098047506904766
