mean_surface_net_long_wave_radiation_flux_max_PCA_1,mean_surface_net_long_wave_radiation_flux_max_PCA_2,mean_surface_net_long_wave_radiation_flux_max_PCA_3,mean_surface_net_long_wave_radiation_flux_max_PCA_4,mean_surface_net_long_wave_radiation_flux_max_PCA_5,mean_surface_net_long_wave_radiation_flux_max_PCA_6,mean_surface_net_long_wave_radiation_flux_max_PCA_7,mean_surface_net_long_wave_radiation_flux_max_PCA_8,mean_surface_net_long_wave_radiation_flux_max_PCA_9,mean_surface_net_long_wave_radiation_flux_max_PCA_10
0.9144175621854848,-0.05262437532687398,0.15674440254187655,0.23020214224995536,0.13088728009013653,-0.13184998597022277,-0.10972475785985897,0.10510584614090887,-0.0016083473713514916,0.1329320995490677
0.8887923411865435,0.09212214364553713,0.26789298914153137,0.15954455878123366,0.2377180398648402,-0.13607566547349023,-0.08458317605112736,0.09856557424198448,-0.06444171635501073,0.01761689436138813
0.8704820388775775,0.10808108739713211,0.3430124053753043,0.17854976428897537,0.24029560175901776,-0.10229231056130121,0.0006481154743345379,0.0646792257330418,0.05647533867492232,-0.06309011782051743
0.8399818014520565,0.19553336492733445,0.41821152140497503,0.12603264823493504,0.22822615500907695,-0.053410710617073955,0.08166449723580181,-0.019133432477171503,0.03405876321093833,-0.09660833005072114
0.8322075710621124,0.24182722034558937,0.4281529911075159,0.08839537119636792,0.1812507178091911,-0.0009001576565680347,0.10851975830469526,-0.08188866478758594,0.07600640367168977,-0.08343717975490246
0.8664818731958802,0.26391259200959105,0.3890170358208093,0.019741263209779182,0.07559125224771081,0.04121302004241853,0.08615550841547961,-0.08657674873357957,-0.029414986666950367,-0.016426009215148692
0.8451689439568172,0.3694425855307956,0.3273265350088611,-0.05293399193588433,-0.02620761158377075,0.13186564236242979,0.06608541213312209,-0.08360825933918518,-0.07331476690262186,0.03923815503141519
0.8560963759594374,0.3530037594536857,0.2954130557271588,-0.11825867341702208,-0.07385837809201537,0.14179275114821693,0.0706709599658996,0.011796717189192793,-0.07956277506966446,0.07966730027503721
0.8053770161982571,0.4028945022057803,0.2663127190798087,-0.25617404477678,-0.17344350025325903,0.11443592055062506,0.05802596223699363,0.026002326341611624,0.013568276107554749,0.07013401641941236
0.7552976238060596,0.4829183977500802,0.14408425612899609,-0.33721637334095866,-0.2284236680681507,0.048212642956672415,0.016032381702588645,0.057526386096213876,-0.01130302245570255,0.040234886964710795
0.6984601026171237,0.5678007017994188,0.06109851098881736,-0.36497660879149485,-0.22775874492340126,-0.016238514850331592,-0.011832179909036787,0.07019876601329125,0.002904247841626355,-0.009995406842717732
0.6552587897851564,0.6182772042869668,-0.07861657826666026,-0.3538055673632417,-0.19514083873339985,-0.07015794141678923,-0.04352221707452246,0.04786046285638549,0.0598985926180593,-0.04111958400145592
0.6475242563647471,0.6508463385037905,-0.14980942060094418,-0.28756847420813086,-0.12151072199383074,-0.11984721149359585,-0.10562124487322357,0.0379562964788654,0.09862452792058843,-0.08281299674924757
0.6561123681501483,0.6831016317284664,-0.20897279698282653,-0.1642787271155136,-0.017905151580931453,-0.10713676993837426,-0.12406014811740042,-0.06044574580321207,-0.014981927070463705,0.013004284359913076
0.6393247227394053,0.6809658882706273,-0.27951184687397873,-0.05143981451998848,0.045296951441891956,-0.12251430271753014,-0.0856951903903702,-0.16172096364297064,-0.02543745055523517,-0.021720322190428715
0.6031550310199368,0.7063129021940575,-0.3307043419366605,0.010595847957634168,0.08286043372374571,-0.06854494835998978,0.002952312474053795,-0.13881034277372556,-0.012444658327237438,0.012859686235931417
0.5778136925451597,0.6736318519627893,-0.41547558260092354,0.11345138008300173,0.1374562905794537,0.0298769567028959,0.050931846134693204,-0.07558210882118065,-0.043748097447292314,0.0008882172185198144
0.5365953512575857,0.6756282121492428,-0.42127199013063193,0.13780123450895976,0.18613544082794975,0.09920959159157534,0.10077804827790875,-0.008816021241137608,-0.06577943450501057,0.00845328861123986
0.5267129017363508,0.6867007351778632,-0.40071804888063317,0.17374735683200596,0.17776080628423221,0.11922324681557965,0.07493916031927739,0.11519794894793206,0.04717836800944405,0.003992844707680654
0.48088210844676565,0.6909741206082322,-0.42833312426913633,0.1540785884219279,0.1729441238333845,0.07894808621419525,0.09642521411497747,0.18119146219777446,0.02755035693985928,0.010496860266275781
