mean_surface_net_long_wave_radiation_flux_max_PCA_1,mean_surface_net_long_wave_radiation_flux_max_PCA_2,mean_surface_net_long_wave_radiation_flux_max_PCA_3,mean_surface_net_long_wave_radiation_flux_max_PCA_4,mean_surface_net_long_wave_radiation_flux_max_PCA_5,mean_surface_net_long_wave_radiation_flux_max_PCA_6,mean_surface_net_long_wave_radiation_flux_max_PCA_7,mean_surface_net_long_wave_radiation_flux_max_PCA_8,mean_surface_net_long_wave_radiation_flux_max_PCA_9,mean_surface_net_long_wave_radiation_flux_max_PCA_10
0.521005023149195,-0.721423836649545,-0.08556042442905697,-0.2951091529339267,0.22738163580210846,0.11231317315049022,-0.09141734609551357,0.09621530738611347,-0.09500711857464503,-0.1327691704085119
0.49951903385113716,-0.7291851120176329,-0.14871054487468197,-0.27181648426079763,0.2912649371863665,0.10753138902001458,-0.09263473845925532,-0.048766195892112806,0.0361727630618621,-0.047861799649699534
0.5238581660136867,-0.7624206720067362,-0.0932821277827658,-0.22414076213840045,0.24328136686525373,0.11574514067784195,-0.012639799459552459,-0.03400576413056757,0.051136643285584205,0.037214251920431984
0.4976068129364954,-0.7612673615241254,-0.09581359899688677,-0.27926317270207884,0.21647907095279162,0.07269624362441582,0.025315119113583723,-0.05805060667392382,0.149429000876182,0.10328533958147532
0.5492252831898666,-0.7302682089295928,-0.10437897615743112,-0.2950879343325533,0.15798339458698885,-0.025201520039554722,-0.05410722071467747,0.008184486114450341,-0.16741635690608694,-0.009821514777874978
0.56324570547882,-0.7642374648079838,-0.13834995899989738,-0.1779232662570352,0.10291099528225245,-0.1340198994440663,0.07345012981190627,0.036727122660879005,0.036514674588768545,0.04733938371153324
0.6335817476842842,-0.7089242865238948,-0.1596004324372135,-0.07017475808192232,-0.015258161016611043,-0.18500824063017327,0.17219154513841753,-0.009115203347266409,0.02485247942356799,0.05462557972789122
0.6765654363201855,-0.6679554411701025,-0.17256654171303662,0.004343296673147947,-0.1127111804105266,-0.1333345842739356,0.18694120309933812,-0.02539261781829853,-0.027589062797818167,0.03976124065430518
0.7207707794051559,-0.6217504332391578,-0.14249664663217154,0.08990910014965638,-0.18851726115376177,-0.09846110332022254,0.1159944848301066,0.0038554641354897052,-0.043379830449351016,-0.03680870546219004
0.7345816921684785,-0.5871802812175428,-0.16318689207620277,0.08421813675777289,-0.24660654486729328,-0.018185190077466162,0.0708879393658449,0.029866212247447746,-0.0802556147965078,-0.06345193178789682
0.7745554750611849,-0.5266610707362335,-0.10606541952405442,0.15817948544294363,-0.2793591358586751,0.02572290543690121,0.06036011133403851,0.007063088805633104,0.026305501727091923,-0.06930059638229055
0.8157063695170013,-0.45493486844658987,-0.06972485165344414,0.1900383252340238,-0.24577396980151686,0.11111491948558015,0.013728558904215624,0.004796007905815152,0.04411795822372387,-0.0655261068370754
0.8549600483939173,-0.3835784615332404,-0.10919964309458491,0.22324987338999194,-0.2054193704965921,0.10481299827780147,-0.07451568159474434,-0.01378189095076231,0.07573019164628113,0.010828698033115598
0.842540777648064,-0.36027794206548025,-0.11598099311861784,0.27468961815311815,-0.16164083756113903,0.11121554967753595,-0.13992303656502075,-0.04804865606137523,0.01909463970123326,0.0004651858638415143
0.9025749050973598,-0.2931621862261358,-0.017093611953121406,0.24694086024533118,-0.08287747232234823,0.0338437442408703,-0.15432000937375645,-0.048073385196836335,0.0018271209304228857,0.029400229979224396
0.9126014749962833,-0.21765616945689983,0.06944583339177234,0.22484997618360542,-0.05004873041568137,-0.021606547694420056,-0.2143597240398465,0.019782731335479593,-0.024329838440822687,0.05558260139569853
