total_precipitation_min_PCA_1,total_precipitation_min_PCA_2,total_precipitation_min_PCA_3,total_precipitation_min_PCA_4,total_precipitation_min_PCA_5,total_precipitation_min_PCA_6,total_precipitation_min_PCA_7,total_precipitation_min_PCA_8,total_precipitation_min_PCA_9,total_precipitation_min_PCA_10
-0.012111667266677022,0.2967865170206637,0.47564830158425236,-0.02561601869403225,0.5590372376019728,-0.1505484657476007,-0.4330632688316121,-0.21976443024595457,0.1005279945087634,-0.03639023988741186
-0.049309153384297706,0.2687066311556774,0.7146704832821862,0.03041884410743803,0.41651536818169727,-0.11737890058307981,-0.35264949250513605,-0.143345678937531,0.13367596008593974,-0.07758633539259284
-0.04930745377537318,0.32114069359926967,0.7669296645443645,0.044779251004393464,0.415134696255608,-0.13532219262781864,0.014552460740899267,0.03708821077693821,-0.008024056460893438,0.042323198936931816
-0.11520980451064741,0.5726192948810719,0.6396763961087953,0.005374528649383932,0.09887006914912749,0.030894154385743756,0.4013476259870544,0.18768409669275152,0.08221844320145255,0.016523246738054904
-0.11903873024909414,0.6494161403612767,0.5453269376796679,-0.03523937841880375,0.05612543259037495,0.06889318028986446,0.352806069390388,0.2035951231699215,-0.04716204822230019,0.12116560430935348
-0.09295024845186854,0.793316933291096,0.28925910589668863,0.015617697644932553,-0.31738791894131296,0.20493206454275173,0.13062338400665874,0.15025179004105224,-0.1336122740730118,0.03173369000783148
-0.05938798187504243,0.868137052765461,0.20863802267505055,0.05444627613637168,-0.22867200147872113,0.1484339944340671,-0.06922131449434933,0.04248057161808725,-0.151544137262009,0.03752664555023559
-0.029888077639600365,0.8268614571870873,0.03202961306460717,0.07682128469759472,-0.3639927781330531,0.20482352632717835,-0.18311252697909033,-0.010550957882288504,-0.24046555380875262,0.04216971040328925
0.0324100377916131,0.734953133673589,-0.17096229851296374,0.12226736604568955,-0.3297958625363747,0.17027102231013155,-0.39019472383478954,-0.1693534627398832,-0.2019366026855539,0.0551355481965201
0.13267790551760295,0.8277782797563309,-0.22196349525081957,0.2463756170165089,-0.1651239622827556,0.07648944471625849,-0.19384103304770975,-0.19030165740912786,0.1208033478329969,-0.01563425728677149
0.08212658331321009,0.7200294695489623,-0.34970254870907774,0.06898808441324925,0.02787682975906814,-0.12846108136541573,0.25012746474054676,0.015789199754058743,0.4059803253400846,-0.231193262675398
0.3434426037873083,0.6936416210893166,-0.17840796216724367,0.09167792899104603,-0.24335892049473837,0.011953945252871393,0.04324147455127302,-0.13219625169867424,0.3859142795422273,-0.22892809623774366
0.4564068116881733,0.6760159189961957,-0.3403421036148004,-0.2269224674827767,0.08225950941974203,-0.2561041869891463,0.11475845411660056,0.006983363826577607,0.007822569878327497,-0.06629020757311206
0.2301555896724263,0.5161436234143248,-0.46886229955846037,-0.24034497495408952,0.4175496091022335,-0.316625949283392,0.0482079224370349,0.09364300999429066,-0.10629597224533227,-0.006331343392174042
0.19359340986311482,0.5162389141972691,-0.5056801375600043,-0.22821441465983938,0.47270939485297253,-0.3093504651713005,-0.04564884885477434,0.08427651710306638,-0.1580618097870828,0.08972133584207946
0.437303674173361,0.46488590715622663,-0.48307245045997965,-0.13370343851553412,0.45003427720408357,-0.12921169202144722,-0.01302493736457797,0.15549395550763853,-0.15035568328833107,0.15603144025568624
0.6451440912263713,0.025579888433597864,-0.14802156228873195,0.12267719161395066,0.40221736488660015,0.5886799350954576,0.02676377595637841,-0.07223273794481289,-0.05502998266584993,-0.02582540095295675
0.737625874931982,-0.023894272229930583,-0.04203166366788173,0.08786980933877658,0.28679453745557465,0.5522029365998463,0.08656873220433803,-0.12378800905804369,-0.07741158369133733,-0.04943395519054627
0.7554789461786381,-0.03461457592640233,-0.08073808412197664,-0.12226057603038036,0.22279612511887734,0.5218228536205554,0.05661106652887169,-0.0009042192118115463,0.020066387955266055,-0.07028764712209874
0.6071811892812369,-0.10702558515355128,-0.06309807398300878,-0.20509938665800745,0.20642489928014182,0.6010076602258763,-0.14793007974826156,0.32481095244839586,0.13718997009552394,-0.03617672222086928
0.6444961522644462,0.0029732121288912386,0.023225841818983607,-0.21497070864493165,-0.22255070249039005,0.011738129323931985,-0.389623629182302,0.45174044035954614,0.28173884203074895,0.17198526010038664
0.8503082108951282,-0.07157868943354763,0.10156659331202589,-0.24538804399439054,-0.1999027053273503,-0.11600788890997232,-0.2024628146283437,0.21476372941892066,0.17386639243579155,0.07542363190833815
0.9152180696064646,-0.05623485972403842,0.159846678626003,-0.19024879862025573,-0.1680385459828704,-0.21581195215533813,0.025508419900242947,-0.10035704535836476,-0.02577210436632501,0.018576565314808197
0.9740130895413238,-0.0783484348667682,0.08973466283224953,-0.13856822611696137,-0.08483850940810456,-0.02792557984308047,0.04205685431506418,-0.09265468081577266,-0.019708320075464174,0.00744925634094448
0.9658434022055141,-0.05282740395597786,0.1676479416871735,-0.0987147786713436,0.001334013785437801,0.051109853048186424,0.08797895473654366,-0.12564653644636178,-0.047018553996398316,0.020103437718007752
0.9516931681218429,-0.045920301130637706,0.09362422933470774,-0.11366810760443165,-0.07570941523780304,-0.05876133822057709,0.1183234313470327,-0.15289202765584886,-0.036056133504667805,0.02043064578453875
0.9329606324462242,-0.036415062250396035,0.12088041584174282,-0.05743310968386027,-0.13341327566073324,-0.18439754386104357,0.09047675872776355,-0.20625153814694144,-0.041688495030574424,0.05422461998126837
0.9343855149575335,0.013346215162206207,0.06875003198354407,0.12431069711713612,0.021835752246149746,0.06188199930606069,0.10106655407497353,-0.17955709640355058,0.046216349102718435,0.055819180488086984
0.9365903410293666,-0.0475717311844696,0.15390281260725283,0.025885660520663243,-0.10387613923407311,-0.23396427631147795,0.05926189751268076,-0.11287834406684194,-0.11045790460369193,-0.02718689166858811
0.9199201585403957,-0.1069748429050607,0.1141660955993442,-0.058675957293233716,-0.13548579560112683,-0.14411163229707005,0.013626693140492979,-0.0037237116758619725,-0.04902940318695626,-0.012753950480703966
0.9608037489477543,-0.13250628264626357,0.1335945642272087,0.01490563285167417,-0.0938401694738296,-0.09909171613745216,-0.02718492932054256,0.10779281281923396,-0.08159264802327304,-0.06271838080301999
0.8712874941731008,-0.14633085040430155,0.15114712475025546,0.08135271081552758,-0.14343524068934688,-0.2660578202555831,-0.0831032726937042,0.23014299939045615,-0.09602058526045001,-0.126349410093625
0.25996000167757366,-0.12167398251695731,0.006630604143868078,0.7974578597246901,0.09646499890995623,-0.11900060360980172,-0.07238402705338319,0.3005780209794022,-0.21632244450513544,-0.3149232338438275
0.31245750097177877,-0.06617015753010286,-0.018284925219166973,0.9125389977946597,0.06988124085701711,-0.11472942597192963,-0.037043812895968545,0.11607340278686101,-0.024974289814222412,-0.04061222848750809
0.4126752687944998,0.028272164904033253,-0.12362558139260264,0.8416597745096822,0.0914367035264454,-0.07197556104261955,0.025809029571305063,0.006780046746263254,0.06760493174016416,0.03766437504233601
0.2497025860632777,-0.007958852781410267,-0.14591540556217789,0.6787006250145369,0.06491351093952177,-0.024366759091399168,0.08649321321706491,-0.06189665389127191,0.21723225104021218,0.5546633582173759
