mean_top_net_long_wave_radiation_flux_min_PCA_1,mean_top_net_long_wave_radiation_flux_min_PCA_2,mean_top_net_long_wave_radiation_flux_min_PCA_3,mean_top_net_long_wave_radiation_flux_min_PCA_4,mean_top_net_long_wave_radiation_flux_min_PCA_5,mean_top_net_long_wave_radiation_flux_min_PCA_6,mean_top_net_long_wave_radiation_flux_min_PCA_7,mean_top_net_long_wave_radiation_flux_min_PCA_8,mean_top_net_long_wave_radiation_flux_min_PCA_9,mean_top_net_long_wave_radiation_flux_min_PCA_10
-0.6481668324526013,0.41480561014536105,-0.43498044730884455,0.3149543795342505,0.1271574030713288,0.25645745818252186,0.06426186278133304,0.1470952679157895,-0.1221929857947058,-0.038568458825866875
-0.708413227056608,0.4894426460717215,-0.36459820881647664,0.25589270723595003,0.15743629608020418,0.16437792239806165,0.046459987400226596,0.05678932361962437,-0.061857706696985745,0.013578671376400422
-0.7204628051390999,0.48903476630460285,-0.39035576533557614,0.24633663721262503,0.10423990567962725,0.03633555745682072,0.038916239663459425,-0.06294028653067023,0.09010391801047464,0.0012820716260261266
-0.714727945544115,0.48259075948890223,-0.40379598118044524,0.2306947275789309,0.10047725523616442,-0.09820816092802037,-0.008226263396212628,-0.07825967781601403,0.12617218005840536,-0.032022331205138185
-0.7449161368347493,0.5282704739421824,-0.30699688658259977,0.1547327751683053,0.01923270125045817,-0.11503507701866728,-0.06213002618889917,-0.08191654769138983,0.1507111465168346,-0.009585710492396012
-0.7648969656800576,0.5757278477171216,-0.23102287693235793,0.014051635741455753,0.00017066552374242908,-0.07431134116748182,-0.08362216114432108,-0.08014482001031095,-0.023763381868103613,0.039928406472960316
-0.7814788121183952,0.549586900871758,-0.17590059928821167,-0.0823943983490504,-0.10975547854411882,-0.06306292577252136,-0.1146017374410282,-0.043174535020722854,-0.11211941428899733,0.027016929728254774
-0.7868218929770153,0.5326764613760684,-0.11185190154062863,-0.1533116019044064,-0.19333219698183962,-0.07437897940019109,-0.0657668473183957,-0.02947922024529284,-0.14098485882361148,0.005784721449069389
-0.8074907867185913,0.47118363952023745,-0.08392127124062998,-0.1825439725629298,-0.2597970294966666,-0.0925426884270465,0.009809634013184822,-0.007554297838355277,-0.07454347346169457,0.008314054922768788
-0.806991409012458,0.4532145902395218,-0.03792176279461071,-0.2049504684994971,-0.29455639425789004,-0.05160819178953807,0.008517934007515155,0.08666485674448407,-0.010485220887809047,0.03966982655156871
-0.8683031284569579,0.3746868634223382,0.04378655888198759,-0.18139873857243183,-0.22825588492617904,0.020767549498794568,0.1296242910081585,0.045787654543343166,0.05097070299661585,0.045959293750685117
-0.8682189762897244,0.353561925746375,0.21901506600244977,-0.15556442278086027,-0.12683727462307126,0.021929150659864515,0.17668372669495352,0.04053593165002512,0.06138317770288019,0.016800279659607946
-0.8540202458915807,0.34934081895833863,0.25298013625481214,-0.2232592132361269,-0.06887970056630555,0.09393467754607308,0.13148609574290104,0.05408520148716379,0.07711702026176062,-0.025464710097880303
-0.881139619952835,0.3104583125255344,0.23844556694589963,-0.22488130505182388,0.0538382403131571,0.06434173674285833,0.03467608911942976,0.0014684838313437517,0.08060677962217203,-0.08501286187048271
-0.887519369904771,0.27521623901027764,0.25826082547783025,-0.1917937936955624,0.12629486432581014,0.062230410893712014,-0.08543190396103624,-0.022087540382441276,0.03611454201393666,-0.09426341315206684
-0.8796132728911686,0.23799960089221917,0.31137219027412083,-0.15610291065122467,0.19427906184416838,0.0376251206590603,-0.08934020766855767,0.021975938718093717,0.008115043819157975,-0.06792163902254518
-0.8730125087701843,0.21117510491534866,0.3380054474691608,-0.12296982310665121,0.20900260304846816,0.011592955937894311,-0.11580547610753927,-0.005539270313047417,-0.04848008769762524,-0.033982181013427225
-0.899231587698055,0.12487225109631199,0.3549472439720053,-0.0587546633256225,0.18898639562258834,0.07227347118788581,-0.0496532793276083,-0.02540816918851286,-0.03869989474473838,0.03715979686937658
-0.9129268013206887,-0.008118557740627107,0.35519793101506003,0.04758096052854784,0.1767761289601902,0.004247891377254997,-0.017252427355792552,-0.047062764582867685,-0.03991184961592052,0.0808458318637823
-0.901490955878507,-0.10351738281952466,0.29308687097173114,0.12035297575592034,0.24069346727505012,-0.0014309233863318135,0.041927266437249186,-0.061975877717463525,0.006243917502158756,0.141384241526243
-0.9045831699330741,-0.13479094069654052,0.2453019137231281,0.23457278389693734,0.16337055450815632,-0.10654927779407285,0.08477250295474589,-0.015788733339578132,-0.010838388742156644,0.05844971645661047
-0.8735985841311509,-0.23514980804789634,0.2338577364260269,0.3215460566983017,-0.0017679334482714512,-0.1358954780500105,0.08766447854323067,0.010830399794101874,-0.06404171842950733,-0.013302327602468121
-0.8633083871149926,-0.3016895118731302,0.15610499067161532,0.3273451761537537,-0.0033848005052442647,-0.16987220486590188,0.05986438869476396,0.04752370139957407,-0.04741512326145819,-0.04724879034325619
-0.8901991277297131,-0.3082949269738599,0.0937550892347935,0.2678822407745449,-0.08106645137209516,-0.12137769953814993,0.007946416382314084,0.04881963197706399,-0.03642349221512299,-0.09914118390260611
-0.847602516705451,-0.42426183086542235,0.08316357228148133,0.24498550761644577,-0.1631439220454937,-0.04484231950715582,-0.03523589300587382,0.08741247179654649,0.06152135874652714,-0.031189682677844804
-0.8287585282068426,-0.43772382329559706,0.09953640559498599,0.21965904291273636,-0.20347813328228243,0.05326907921869298,-0.06807038577306486,0.1215269393298456,0.04471439647810634,0.0016866551198162416
-0.8333351407247249,-0.47383199562021694,0.04605484468608124,0.12916164515183973,-0.20292362696428792,0.1041974258956258,-0.11417950678631131,0.06722910955680132,0.028450769648575843,0.028454346234885065
-0.8229406565209489,-0.484246219386993,-0.03553727469668081,0.09401952800239653,-0.19230933571038858,0.12872527255307933,-0.14888291136283846,-0.03606836979989893,0.05277736226418875,0.06489107569317447
