mean_surface_latent_heat_flux_max_PCA_1,mean_surface_latent_heat_flux_max_PCA_2,mean_surface_latent_heat_flux_max_PCA_3,mean_surface_latent_heat_flux_max_PCA_4,mean_surface_latent_heat_flux_max_PCA_5,mean_surface_latent_heat_flux_max_PCA_6,mean_surface_latent_heat_flux_max_PCA_7,mean_surface_latent_heat_flux_max_PCA_8,mean_surface_latent_heat_flux_max_PCA_9,mean_surface_latent_heat_flux_max_PCA_10
0.2610568379189655,-0.6694666418098545,0.3063583835933227,0.16201715572021988,0.17388765166884523,-0.484761160346624,-0.06975912016984234,-0.26564634306709645,-0.14512151108080684,0.06797665226088889
0.2988715783291987,-0.7185774860678824,0.4081643963134579,0.17147540717836937,0.055249204136725384,-0.4138523056898932,0.049281613289519466,0.05386442370931245,0.06250008125829531,-0.0027024915951371084
0.36984021980843496,-0.752139679249477,0.3897884910853442,0.21709733893358926,-0.023906059494504046,-0.22638222550379664,0.10683277281097513,0.05633490058249764,0.13807447344377735,-0.04525537447073342
0.36858542398389366,-0.7990477961449299,0.40292236173671625,0.17323318478304964,-0.061759401199769574,0.02795887059073171,0.07284160042816219,0.09286002742422254,0.04451016705226523,-0.023840880336161035
0.4432827041530453,-0.757018544035166,0.33625720027566336,0.19584305868457763,-0.06560922521511971,0.19565875874915553,0.011655823015056584,0.116605077590251,-0.0602443460769536,0.03566614829370312
0.4878946790460566,-0.7674074924218633,0.258838015922503,0.1496104540843779,-0.11050281962485792,0.22463272479864288,0.016898249053157614,0.07802176855247338,-0.07680224189670162,0.012218395922889386
0.5361895040825644,-0.7107031620626749,0.18178472768163362,0.1360422817233231,-0.12514419179540956,0.3413214792696377,-0.09953566100799714,-0.044152211726920694,-0.022284243680273222,0.08152253123370971
0.616612177052503,-0.6593682793421015,0.15636803914060435,0.028473478197735935,-0.08254493090487333,0.3387944154399573,-0.1125912894217445,-0.06176953792702074,-0.015440379361280962,-0.05798069302250203
0.7167900529880924,-0.6111094108331725,0.040379208019424455,-0.18603988932236448,0.063251063593057,0.20689018363592573,-0.08500192298720723,-0.14167184384707215,0.0032869558069970645,-0.024323226561095895
0.7492957646726129,-0.5499474045785715,-0.03189930901225082,-0.26652658909039817,0.1373327058606364,0.14902010350053826,-0.0037259947002209397,-0.13774084147837262,0.028851462081862064,-0.02710257374659499
0.7863357005424811,-0.47418846040241414,-0.08459020367287273,-0.3022675759212363,0.16457473565461408,0.07785431646222421,0.09913555424144088,-0.08981987810512915,0.09415353413332006,0.016895325225880258
0.8006018594067209,-0.4179417959946712,-0.12097461216200563,-0.3390517472059734,0.1720362865653273,0.004474443701132685,0.13163911176007476,-0.01762932060879866,0.06889817941557999,-0.03368682499037435
0.8025655220134552,-0.40598292003517505,-0.15613324891983055,-0.3589037938860735,0.1691104811799956,-0.06689673119943494,0.09398218669935164,0.0442615860526371,0.02661235828619188,-0.025911083052347995
0.8452192308416572,-0.3857659678803674,-0.143121704668146,-0.27679423280378845,0.10681071278551507,-0.0791262314653936,0.05858228834378245,0.10564084911966373,-0.03761352087274001,-0.09604320168387048
0.8686353160399936,-0.3238367216633897,-0.1893341416734374,-0.24340022744413403,0.0770929567731732,-0.14708711572550218,-0.0219922773430422,0.11815989274093437,-0.0804646674236455,-0.0002703390147339837
0.8766440895008741,-0.27812959085752464,-0.2185553296298909,-0.2071456868333568,-0.03611973901457535,-0.1627548199601169,-0.12842152638399265,0.09994232929400448,-0.08622018942345766,0.07962522375226815
0.9000336800351255,-0.22848151810710063,-0.22312566858052646,-0.10197478284224712,-0.12224377755201615,-0.10879602575852142,-0.17659322324838367,0.08849476656638625,-0.057621981168583726,0.07857284610176653
0.9121278762919479,-0.09418178393731995,-0.2692492648664828,0.06475858207178467,-0.19763820776415264,-0.11290388049762565,-0.13402806593319086,0.010398577554294637,0.06719458977033498,0.09383795646238968
0.8818802321804637,-0.047364295976762096,-0.3169061596010048,0.14884442491681482,-0.24230468122144658,-0.10374891649304893,-0.09699930165960252,-0.02044275766248903,0.08977669892681013,0.07193216545560781
0.8789596171898404,-0.003560822223410413,-0.306089817380904,0.23246506047168,-0.2613559354248139,-0.04178160023099491,0.0009628791513058655,-0.04054001794658662,0.08755939541983675,-0.031465418437882
0.8728406141364835,0.10914754567544525,-0.2798790928351322,0.29578476809656745,-0.20392996573798255,-0.04843320095135958,0.021216944236953573,-0.05757778584702764,0.08654797840004706,-0.0674323648485563
0.8830430076699124,0.16076104074380768,-0.23684253166994426,0.29164079572821217,-0.1609806176543676,-0.019797221060040036,0.08086218618199016,-0.05458981075106139,-0.009036885952877561,-0.12692721951983443
0.8863213463033357,0.22527873433967302,-0.2009390988927378,0.27209143210534054,-0.05360166069505083,0.01756051509880594,0.15965851171149678,-0.022812933345291154,-0.11870106172171116,-0.09951520225950747
0.8779141869137093,0.29809317527941254,-0.15214256540117505,0.2238843383038481,0.09323445060336488,0.03739539674181965,0.18377184783354986,-0.011334142206306552,-0.1628698621368349,0.0199421646979404
0.8346337158702463,0.3989078632363598,-0.09195459441256555,0.22970116306457528,0.22535795594605817,0.0836733347275308,0.1325463566901572,0.012086359539757533,-0.07346279169510068,0.10511504262230009
0.7747681931036363,0.5080564575674869,0.02783596146905538,0.20488586664560798,0.27302867777785744,0.08796331089275065,0.07552252714860183,0.02696767183187253,0.03370558203477209,0.12199464113591457
0.7263854452440518,0.5721050157820204,0.09868820803879569,0.18447931646054416,0.29824800452436606,0.08678442464423917,-0.017647614361843842,0.01561268594630217,0.0750477145540159,0.08495035112693891
0.7096790234315035,0.6025378220616616,0.13877330137361868,0.14094936301658154,0.29170166617783444,0.05515540679648068,-0.06778966424728684,0.00013875784481177478,0.08789370328321829,0.02223650247885397
0.7087716738681697,0.6006078010967163,0.17606185741665142,0.08090317614343627,0.25998445317231744,0.022432284195813793,-0.154715449006974,0.03152828589653312,0.06191994839849762,-0.05355372287066628
0.7197069009252401,0.6301952091975065,0.21697755674165903,0.025496782737964664,0.14477378146949033,-0.013008889242424887,-0.13917730653948776,0.018270069418451714,0.0037017765848105615,-0.0788878290688948
0.71804101475176,0.6348124546783109,0.2496611994184153,-0.030925307640176182,0.015900089095678145,-0.04882276243980842,-0.11735960707757445,0.018282149289603238,-0.030109617815793892,-0.07818684976780907
0.6830379287636282,0.6335514800006542,0.3189869165832538,-0.10293760813610174,-0.04367387777524832,-0.04822834045213465,-0.10801519399558353,0.012482878166562902,-0.036970254488601154,-0.08941470842141289
0.6501765953745468,0.6408477454395746,0.32843532474473974,-0.1636371299454464,-0.15481003288279693,-0.03613613623283707,-0.033549418364030074,-0.011252059725394491,-0.059030252605498365,-0.07537945139672628
0.609394926345286,0.6419399675630221,0.31825658527432543,-0.22038761794680242,-0.25329594669366035,-0.00695878415787215,0.06557637643711497,-0.03496350267939619,-0.031951528736785015,0.005520591194404512
0.5761101385922347,0.6251308075378055,0.3152520100014923,-0.2717641753480416,-0.29770146766304645,0.007079748567361465,0.13073545480285553,-0.023088096406447527,0.016672537502001473,0.08155183851137213
0.5223348225588835,0.6255217076480387,0.33431738949427653,-0.30150988532755657,-0.29348532879081646,-0.024702913350944843,0.13963235639662133,-0.03801350056026531,0.042248460310702465,0.1208156512529117
