mean_surface_sensible_heat_flux_min_PCA_1,mean_surface_sensible_heat_flux_min_PCA_2,mean_surface_sensible_heat_flux_min_PCA_3,mean_surface_sensible_heat_flux_min_PCA_4,mean_surface_sensible_heat_flux_min_PCA_5,mean_surface_sensible_heat_flux_min_PCA_6,mean_surface_sensible_heat_flux_min_PCA_7,mean_surface_sensible_heat_flux_min_PCA_8,mean_surface_sensible_heat_flux_min_PCA_9,mean_surface_sensible_heat_flux_min_PCA_10
-0.616520159370467,-0.5589821579098386,0.15856960749274793,-0.09374637945158976,-0.46873276946541476,-0.06564944977733432,0.139306107819986,-0.15632913181741379,0.06803711303383725,-0.07326459303573941
-0.6381788142659341,-0.5913408205222477,0.2168739253665039,-0.12060511530554813,-0.4098192878135021,-0.05732798483109946,0.0822225566675512,-0.10228501964373976,0.030974984803263543,-0.04321552888831651
-0.6772895077840528,-0.6058302417909226,0.2577291031364279,-0.09142004244305155,-0.31456793021798957,0.008132053181757094,0.027852720680746165,-0.008028926334034299,0.004060928859893988,0.02629330474935791
-0.6938837740597794,-0.6226713678102669,0.2753587106413247,-0.0769655541394766,-0.19514555819825039,0.03472088501225819,-0.0453403468627406,0.09042950189837978,-0.008856224959992252,0.05663864064341945
-0.701680765465296,-0.614318509192607,0.32194745094135013,-0.07107936130649732,-0.06435720636863704,0.04091891510458261,-0.07179442630753777,0.1193705519757702,-0.018392555434483353,0.06798970976498941
-0.694993985307981,-0.592230872504683,0.35914246313451875,-0.08505969932661313,-0.0018078755443864658,0.034291145529589194,-0.08982655043060202,0.14186378335484992,-0.06434603657496604,0.06934730845535257
-0.7106891817844233,-0.5945362854517077,0.34429850568723347,-0.02385983497238552,0.07008475570505913,0.030043501061046286,-0.088382958080656,0.10669702070873069,-0.05321737441055349,0.025442986328678818
-0.731900948705255,-0.571917061029022,0.2935787366183147,0.010409923550798318,0.17712949774792325,0.0034319817845686116,-0.09665406675352911,0.04435658173449418,-0.04251981497017136,-0.00332490609288176
-0.7541687398479424,-0.549203237859457,0.26501244945464486,0.022204891414968123,0.21610023337257867,-0.034029457824527126,-0.04531318239038248,-0.008990625500125686,-0.01605891708136297,-0.08838501522768526
-0.8200021461850642,-0.4463143878479228,0.20778039855598832,0.0382726052950607,0.2799112268816244,0.0022831077793679547,-0.05273975934251546,-0.049202574916029654,0.03737748965122245,-0.0600654517578115
-0.8360660179307455,-0.4312847468586674,0.1433741337786364,0.08933247046410826,0.27993927046968203,0.016895026998649015,-0.027562307568117787,-0.043655681066606125,0.06552383684819728,-0.06374468506293486
-0.8484494617248044,-0.41510030537424886,0.0384429536828798,0.16012078699155205,0.24600823169605154,-0.004008086017746587,0.010591050384380291,-0.11913631812120716,0.049885642869574774,-0.06584845222746014
-0.8724433873754412,-0.35252294553037483,-0.07359283788070335,0.2319288831667561,0.1778251654469223,-0.004826158297103983,0.09282181160655335,-0.1063699630130666,0.04953697498406309,0.022231302419770022
-0.8793412723390024,-0.2032432928218689,-0.19255198244619495,0.29820543907807884,0.11152563769168666,-0.025161122759338902,0.202387574460941,-0.06465085594176394,0.013761920969312148,0.06462663037733082
-0.8541154155031705,-0.14698676075847372,-0.3349562540490645,0.28757574102078703,0.017133346976714817,-0.018911080394414317,0.21587731597760854,0.011154743202917074,-0.01794755178794442,0.09912203594381347
-0.8112312956032922,-0.045105680661060014,-0.4573341529442288,0.287589385004542,-0.03853308287347787,-0.04982874750766934,0.14516585539054822,0.052396733452135934,-0.0735544523723333,0.1025087442016212
-0.8120404722007486,0.005044883889841248,-0.48847942328402405,0.26944513281131016,-0.1205442756406395,-0.051362749412131585,0.04284927638038423,0.07162752396580457,-0.06401218716116669,-0.024552272594322255
-0.8016111515190254,0.0708814648401494,-0.5229387802381099,0.1721259118633484,-0.12649088804594688,-0.09010070256210487,-0.06536002821481646,0.11914640556272013,-0.0091220317118785,-0.11720093428295623
-0.7890520032302885,0.1289969584672779,-0.5353148390632957,0.09658223497226409,-0.13661927180290898,-0.07625296705694506,-0.1523386216446442,0.12325026267354808,-0.0018049864739079996,-0.09182409545377178
-0.8147220433522168,0.14825089674647832,-0.5026525902979959,-0.0016222543006369262,-0.10469168033883298,0.003648151359896169,-0.21847458309699172,0.011537066784223053,0.050226982754276464,-0.04760953582314188
-0.845048407795843,0.18389505301782433,-0.40679955593098605,-0.1305602440342579,-0.047596112477334834,0.10279210680987047,-0.21309763894815587,-0.07748424741468915,0.060004526829902205,0.038799707257539076
-0.842206331549504,0.19689866694646363,-0.3831838975778221,-0.18199710966295204,0.008762014108222591,0.11892439754983278,-0.18881552094064077,-0.1348837799229408,0.019219891017763967,0.08146112486104425
-0.8576423916529284,0.20318822844173304,-0.3075852823444614,-0.30554771289001803,0.04390922081034664,0.11724002120438254,-0.07826939629726885,-0.08209581642265064,-0.04039003465591916,0.0621943613893938
-0.8299274437778148,0.2673175670980154,-0.18245103528716178,-0.4178930484601655,0.08089502022624012,0.11129255220918625,0.05648864230014039,-0.05856414077357985,-0.09124164199324382,0.009205695441573592
-0.7999544226064819,0.32567511791668247,-0.11194709595785719,-0.4384867053727357,0.06821895867295782,0.1242670528614915,0.15283276416038388,0.006950333961851632,-0.07372132885885133,-0.013254821657490722
