mean_surface_net_short_wave_radiation_flux_std_PCA_1,mean_surface_net_short_wave_radiation_flux_std_PCA_2,mean_surface_net_short_wave_radiation_flux_std_PCA_3,mean_surface_net_short_wave_radiation_flux_std_PCA_4,mean_surface_net_short_wave_radiation_flux_std_PCA_5,mean_surface_net_short_wave_radiation_flux_std_PCA_6,mean_surface_net_short_wave_radiation_flux_std_PCA_7,mean_surface_net_short_wave_radiation_flux_std_PCA_8,mean_surface_net_short_wave_radiation_flux_std_PCA_9,mean_surface_net_short_wave_radiation_flux_std_PCA_10
-0.3531127308116495,0.5246352259743993,0.6471489956572823,0.09013119267361441,-0.2580341783576433,0.04705090251403246,-0.06389177473576962,0.247270247955268,-0.08258052425847377,-0.16440391858685846
-0.578583416042348,0.35180060347501374,0.6614913495231423,0.14013995044126407,0.04232886293785227,0.13097620379446936,-0.11004529501914129,0.13699082355988984,0.07962789695485986,-0.18742290103684786
-0.7350613507353755,0.07621841197443181,0.46597239862277406,0.20453215889153759,0.31865658040389483,0.2221918635780492,-0.1487056326008519,-0.01347308307725916,0.13792991880087008,-0.09639256723271358
-0.7795862779659508,-0.16413429155949583,0.19599196034759891,0.24040708244039952,0.40524729943465,0.27501215215272035,-0.1710947257811831,-0.07411882549617842,0.046827020761002265,-0.004736456155777788
-0.7646974767463732,-0.3732434219202973,-0.02615082863240942,0.2843602565984238,0.30232639952262264,0.2942377975857009,-0.124298578122543,-0.025611972211668093,-0.05790166335424404,0.059356071446943715
-0.69689968098655,-0.5382461126779052,-0.1477906028087694,0.3101278795406727,0.11190581072397837,0.2817198591801431,-0.011926960668923108,0.05717174730940624,-0.08618152688138847,0.11982437026152148
-0.49197865392509027,-0.7092005638407054,-0.1503582130510799,0.33178358086732623,-0.12389833748189616,0.27546313139990036,0.10963846580255616,0.1073846362500421,-0.0657737662222005,0.12317654002845677
-0.19149460374896246,-0.8201650810215111,-0.04827676620353545,0.3296827064678671,-0.30178719329561043,0.23006037835959822,0.1879964613405783,0.0777187488051669,-0.02539936550448049,0.0677670579683148
0.10208236714748169,-0.8270636738190514,0.10438409636534117,0.2869835435658992,-0.37277504271554274,0.18376086345581322,0.21210470637446144,-0.027268399699690322,0.017672070433929845,-0.028121943606933302
0.36037805079722685,-0.763865756581144,0.2835625116261467,0.22816511636955633,-0.32205103244186284,0.10932068170469152,0.13914326815473796,-0.13804480571402963,0.04019722536385617,-0.08231244649808041
0.5397517250297721,-0.6533687820241015,0.4155647560327898,0.17144195048569535,-0.1469510043127685,0.0402725536620412,0.0764495142223488,-0.21625793010977723,-0.028390446125798195,-0.11498604729409471
0.6626924823114239,-0.533332453572166,0.4608536025840235,0.1263166201092351,0.08012364152688567,-0.0034584215424158845,0.01725852358319882,-0.1706974700882173,-0.11905842506550536,-0.09153919028658958
0.7358805708139304,-0.3818049286886901,0.4063317561992601,0.11985519428562912,0.30462119579689767,-0.02025222552715121,0.028118965561124663,-0.04350955482345738,-0.18095314861532608,-0.07578419665600855
0.7799812323553953,-0.14571939725437552,0.227279212515731,0.22474312370207386,0.4823238754378828,-0.030121173459500102,0.0725350856563771,0.0926803572873357,-0.14532778013193323,-0.05835276756553039
0.6964518575311667,0.14685992106625181,-0.05812282159152914,0.4397680186230539,0.49996371495093456,-0.027676561229680468,0.13515269738589641,0.17968215472315774,-0.002554825115520865,-0.04776866660431423
0.5423596406550624,0.3632917056815168,-0.26381058931183865,0.5777748160139301,0.36559694755959754,-0.018131350929424125,0.12362956790520858,0.12909969581102368,0.12156075893658942,-0.039055334506550354
0.4139589507704717,0.4908503490056311,-0.34370357555335335,0.645587812248919,0.18664371007990377,-0.009837000340863353,0.06719663416139547,0.029649721499167964,0.1583059893412583,-0.029911012015907994
0.3304486374528509,0.5677356282611923,-0.32407800942864107,0.6749521388143993,-0.0012419929760756295,-0.006386379648080275,-0.02332851381779859,-0.075645573770808,0.10329557532852252,-0.009356198255926814
0.25079148100923326,0.6321321462461109,-0.23902102728272134,0.6524269217021041,-0.18297534224648693,-0.004511254834093621,-0.1080572183935607,-0.14156169308574396,0.00785754686709543,0.011883958344064692
0.1511211221690968,0.6894516936469954,-0.07938558420437111,0.5819562003598039,-0.34565175935061,-0.013101467090647212,-0.15134685912470774,-0.13042819747109968,-0.09792887453575055,0.0351928359677955
0.027699996450876563,0.7279395770877599,0.1561041512780912,0.45220524774134746,-0.4476638213745869,-0.04109919068302097,-0.11147608269552763,-0.04695863340807851,-0.17280864614675615,0.06685423448077174
-0.12499240563636568,0.7116003366628881,0.4167466380029669,0.2697526197709616,-0.4481086191973104,-0.07078192854979626,0.008265563743951666,0.058094114749174405,-0.1459135592863316,0.08509517199342181
-0.3123932013943591,0.5964068828111885,0.6310011315308133,0.10251276325517801,-0.2955764710593243,-0.10297094446471858,0.1511640393749652,0.12377852567252708,-0.021002759072992403,0.08301371734951395
-0.5554950655560481,0.3765389941906541,0.6693781719922508,0.0840314630706502,0.021776968196882233,-0.16706669552200554,0.22056464010220048,0.005134624783929173,0.12104305631017855,0.11365938680214818
-0.7296610945263078,0.1247524639001275,0.49660754454119066,0.1480331577032181,0.28792505470463314,-0.2094970331115116,0.15801918368484774,-0.13084566410855972,0.12894223628188614,0.10190196179064
-0.8118849642510053,-0.1283162083505233,0.20756904176048457,0.18816732815085138,0.37983021351857904,-0.2711138864884544,0.07044944092625466,-0.1754196996704989,0.01801812230100035,0.05418710092784484
-0.8056706138932994,-0.3343976396445121,-0.051923843567955395,0.22270889086240642,0.31565218378780674,-0.267655715356528,-0.010249334334440004,-0.10217551915712406,-0.11774036057253429,-0.031045260178618094
-0.7362493585904272,-0.4867338854589501,-0.20485512153110513,0.2364695958379265,0.16794812329909398,-0.27742956729173207,-0.03324802453250598,-0.009026109203723372,-0.14717465303550759,-0.0707058383400957
-0.6397166236831906,-0.6112723026232558,-0.27072848496096275,0.23862406821910845,-0.004892865866954232,-0.27103364256528567,-0.04044358242592419,0.08853597722300087,-0.10017986316647408,-0.06437891024798262
-0.45590218724009085,-0.7445823130490985,-0.2490460197275025,0.23478551088677524,-0.180563412428021,-0.2728030988617212,-0.039389215748134,0.13776308179688038,-0.016855116748130828,-0.05180355317225614
-0.17950045119735789,-0.8426198573502081,-0.1319664745821863,0.2236769663277041,-0.3257685014571416,-0.2383929762482522,-0.07093224874301488,0.14249893204192476,0.10010130290573196,-0.03144208372839928
0.1963269396573414,-0.8474817283085123,0.10452760519729902,0.18254487971299913,-0.34774113609245344,-0.16914027192394912,-0.13084807914414615,0.07263344074887536,0.17231063253126397,-0.00827496802198467
0.4844737770446112,-0.7342282204549496,0.3220946839611247,0.13203037263449713,-0.2112899944389171,-0.0925047698221274,-0.17665201706686434,-0.014309404274218314,0.16086803360695012,0.04137928286004998
0.6457928792559222,-0.5888035018740095,0.40871466245572063,0.07549739602353116,0.005682535550666289,-0.06229460750842839,-0.20062832115038362,-0.009558405624367442,0.09026965095596402,0.1348696946299675
0.7454664089223888,-0.42868069015475724,0.3888992506386539,0.034192434308561725,0.2516514949767907,-0.059721572802050794,-0.15042256138589769,0.056368521835660566,-0.032595320300059176,0.14877982779801538
0.7700755425134257,-0.23184583427767305,0.26033749537636086,0.04916364422263628,0.4372779489124406,-0.042990142432409464,-0.08491282655907482,0.16467894025893132,-0.07809872326170554,0.17122627034845989
