surface_latent_heat_flux_std_PCA_1,surface_latent_heat_flux_std_PCA_2,surface_latent_heat_flux_std_PCA_3,surface_latent_heat_flux_std_PCA_4,surface_latent_heat_flux_std_PCA_5,surface_latent_heat_flux_std_PCA_6,surface_latent_heat_flux_std_PCA_7,surface_latent_heat_flux_std_PCA_8,surface_latent_heat_flux_std_PCA_9,surface_latent_heat_flux_std_PCA_10
0.6417577973091336,-0.5018722557605458,0.21749368820489365,0.3496390534114189,0.35157740728533726,-0.06489417713901756,0.16709866786955804,0.1350646374503215,0.0026036102807307842,0.03530111756968575
0.685607349445844,-0.5396868979688862,0.23877699222018398,0.29084102564895753,0.2736041049623302,-0.06033349382760483,0.14751792620312526,0.09244783473402121,-0.007889290535028029,0.02456491695702586
0.7328633627580226,-0.5674553845793006,0.2329771833120589,0.231733841979413,0.17784101508623712,-0.028727005417995787,0.08382530833884905,0.008005486153163878,-0.031238992182700386,-0.013754175920005616
0.7532632032057569,-0.56553623055444,0.25166145176765037,0.20458585797042148,0.08752505375771169,-0.013943730067516969,0.006594633900429086,-0.06632390480940922,-0.027037301011499395,-0.025834485188956573
0.7819168775618659,-0.5376290193737888,0.2544771847117372,0.17654032344110077,0.015004252961299995,-0.001905666513483142,-0.05048103492998848,-0.10868056943345739,-0.01114697365897804,-0.026404688735396573
0.8002663275394197,-0.5100096895835018,0.2561908310800203,0.143721905447689,-0.03622093186263918,-0.00600395532378134,-0.07945957111032169,-0.11594329811395193,0.027014941456125638,-0.05807178364047856
0.8291350199241454,-0.4792730500860325,0.2223245953753854,0.1042443821544452,-0.09694113788437353,-0.003861907936935668,-0.10574197947105218,-0.08831337170164145,0.059011626432613734,-0.043796829707881776
0.8554027870605735,-0.4491221468108209,0.18303156143004284,0.019968244518758622,-0.1362596868817256,-0.01583899391912202,-0.13266813308571102,-0.03827473959527713,0.06892087205328118,0.0004697461870450782
0.8753459334732996,-0.41860255905046534,0.11136506540417462,-0.06958443679369543,-0.1684441002961819,-0.01125952109547044,-0.13151886061093118,0.013980685204689326,0.04953269755699725,0.04924519469850735
0.8868345371157864,-0.3707646067654922,0.06484262270806372,-0.14299822631704956,-0.19796004041649407,0.025958871069490644,-0.10289362821412662,0.05418585054934181,0.001070726425587013,0.08525310804359283
0.8811572216400674,-0.3506762921774382,0.01689218849801708,-0.21605169699296767,-0.20618387845863206,0.05298449794166737,-0.06543436816636466,0.08742708827909947,-0.04021365286983434,0.07125012209726655
0.8841744253123909,-0.3299809915930061,0.009323832905431213,-0.2511240096362161,-0.19441843964347622,0.05083882604623445,-0.022502777326680233,0.09496002462063337,-0.0651771093277516,0.04924515768349036
0.8781226755145506,-0.3107249020666988,-0.014942914613714848,-0.30884663300846815,-0.15934683178253303,0.04908862497505517,0.051139880770841556,0.058165496430173366,-0.0590937336924456,-0.008382002868659845
0.8778169683008593,-0.2602071787758377,-0.06301966677405234,-0.368968023984154,-0.10106936471086736,0.04062869626439171,0.09940577681750583,0.03074040253255281,-0.05253841729187016,-0.04740742837840376
0.8672976935810444,-0.2105238100398994,-0.138978034806719,-0.4113398280199108,-0.017661976141976725,0.019698619177223518,0.13374915166692344,-0.002317457925362376,-0.019243346109062736,-0.07124211848410482
