surface_latent_heat_flux_std_PCA_1,surface_latent_heat_flux_std_PCA_2,surface_latent_heat_flux_std_PCA_3,surface_latent_heat_flux_std_PCA_4,surface_latent_heat_flux_std_PCA_5,surface_latent_heat_flux_std_PCA_6,surface_latent_heat_flux_std_PCA_7,surface_latent_heat_flux_std_PCA_8,surface_latent_heat_flux_std_PCA_9,surface_latent_heat_flux_std_PCA_10
0.8451121517875984,-0.14294678525326782,-0.24221926977894845,-0.42689514700561565,0.06891058494442678,-0.03476527369292636,0.13129546755106142,-0.03887019350464485,0.02351573681202226,-0.08742934327155065
0.845132877692992,-0.06468244778298081,-0.31704399878162604,-0.3621816108475547,0.16788396405501677,-0.10105416056812533,0.09041410843311111,-0.04236297239912679,0.08446949835091215,-0.030815633432464785
0.8507744999525063,0.022296197508580425,-0.36538044232279804,-0.2486015127117931,0.2639725172872166,-0.12108533712137849,0.004410469803982797,-0.042209395216268146,0.05722775813814636,0.04602540065835781
0.8520350244916524,0.08521997550818548,-0.39099098964914464,-0.09963871871293838,0.28902631068849255,-0.09366116696322982,-0.0716429554535723,-0.06887289129739933,0.026552143634208505,0.10668873528838854
0.8644996519296495,0.12232320683327627,-0.3972999082731237,0.0696604662257312,0.24667117516915354,-0.024776742465594477,-0.1276347690868515,-0.04672263880784341,-0.041761405766791,0.05581201169135687
0.8492727847897006,0.1558044810570246,-0.40803302246973755,0.18912600708248326,0.1748129234416645,0.055524282141646696,-0.15366324357500696,0.0028740914101873932,-0.0872440428371688,-0.0026397016635116627
0.8404479899898273,0.1690024881171953,-0.37787138502547996,0.27064458287906956,0.08622062133222681,0.15357127053155167,-0.1269526853748577,0.05336154420726963,-0.06606299755927493,-0.07945504370492923
0.8358766407369606,0.19936008182821277,-0.339861883119478,0.3051855309744094,-0.02955070779330787,0.22152120615478432,-0.05656741320713892,0.0672374908867924,-0.014274060780531613,-0.08474104715882327
0.8380250140376381,0.23189633756284989,-0.2842784103870678,0.3146814500703718,-0.13466950494918917,0.21355132770173205,0.04818137848016056,0.05144786384076419,0.08120223756482266,-0.023223449506212697
0.8467457996808869,0.27354839312839024,-0.21482450997273156,0.2921146455960381,-0.20577648323855796,0.1395143984741696,0.12722565003631456,0.0063034328586792365,0.10106555836224938,0.013374118576045473
0.8458228582451761,0.34073178981861435,-0.13735059144702197,0.26414963847551454,-0.24144285793291795,0.03685792129080111,0.15922896564978353,-0.04070554181643477,0.04780933288585219,0.05912164861762111
0.8265029313341267,0.4219297708605817,-0.06072971964713035,0.2380213868840983,-0.22943410957025037,-0.08335406309309291,0.14466571982534374,-0.07297221425492253,-0.018808352831560002,0.06404806092040068
0.8015073170340242,0.49097945037340784,0.021132416856281314,0.17922066400338998,-0.17686437090448023,-0.21690210942697533,0.0774660767426545,-0.07250407965638517,-0.08134429276937977,0.004866495103220463
0.7644519445123675,0.5427974850884433,0.10132954632767356,0.09965591029308302,-0.10954187604219971,-0.30160236979063937,0.012889732806934643,-0.029542383269417893,-0.08923801726952177,-0.035804433197938294
0.745664861693133,0.5800532084207799,0.17493875822499325,0.02098866004428079,-0.058569055769179035,-0.2831283564242029,-0.04555207950725576,0.038062897950811046,-0.022651882492431906,-0.03393950950551647
0.7260913482620857,0.602240202837769,0.24096708680971274,-0.04359771273513689,0.006075275162610193,-0.22530385206614856,-0.06407768971464466,0.0702994927192999,0.0305037355937561,-0.02248022395895468
0.6999224509231404,0.6253711373249906,0.2948467385085011,-0.07112612538151442,0.06521464928645826,-0.1229884941060547,-0.0764947439253073,0.09939622389209457,0.06436138698181858,-0.0142495342563405
0.6765607781394186,0.6185666245039404,0.3512203172005709,-0.12063044999771587,0.1236952292869531,0.02487141198802654,-0.06236668652559273,0.07745313902717028,0.07223967574916808,-0.015819626073227164
0.6455652950198456,0.6019868237816284,0.3883889492647721,-0.1514746530832182,0.14331620393552727,0.18434106984730123,-0.04044648625317634,-0.0006642900158253978,0.02966278652307011,-0.019716854348197765
0.612472371469928,0.5754953082122007,0.41558934216281296,-0.16139736422150264,0.14647307520717384,0.2848197076296292,0.017445786969454355,-0.06989374548332823,-0.035605761931301216,0.010561125483852789
0.5789237453396779,0.5571928327294301,0.4285520353510147,-0.17176404665818049,0.1363986252643519,0.32843451904303655,0.08171287322963572,-0.08742201894492407,-0.0637059737626732,0.0647899898475854
