relative_humidity_1000_std_PCA_1,relative_humidity_1000_std_PCA_2,relative_humidity_1000_std_PCA_3,relative_humidity_1000_std_PCA_4,relative_humidity_1000_std_PCA_5,relative_humidity_1000_std_PCA_6,relative_humidity_1000_std_PCA_7,relative_humidity_1000_std_PCA_8,relative_humidity_1000_std_PCA_9,relative_humidity_1000_std_PCA_10
0.5775116184698802,0.22893859856881665,-0.5225490632832179,0.42842753354585433,-0.2488786648333935,0.12255187639466264,-0.030742126698028255,0.09301008282210269,0.27230409874849903,-0.04835444168972478
0.6037450867059905,0.3107870375631486,-0.5750053757503568,0.409840260505372,-0.15722188490715,0.0841314794963515,-0.03905821369478933,0.0934089354686536,0.08805219484197847,-0.019237127066874523
0.6374403253752815,0.30798104596082554,-0.611847344230321,0.31798938540596,-0.09342239203413173,0.01848886724929426,-0.011035150380525945,0.018523072100962285,-0.04925706791697461,0.036335193407078956
0.6626485176280392,0.3600790709832366,-0.5955539893554318,0.21758778671358642,-0.014853112754263266,-0.01813822626448648,-0.006038160614064458,0.0054240933377697085,-0.1452804460735756,0.05099615552242362
0.6800224262132812,0.40113958823916207,-0.5651906486352232,0.13260629708908994,0.09311293985510909,-0.05350211574270685,0.029126669110558657,-0.022048267145084312,-0.15832333158961662,0.04691321393683952
0.669268424236624,0.4291626395674784,-0.5540465871767605,0.0015997292440305636,0.12253409580654441,-0.014291596046671701,0.018369288303148164,-0.12376588845810342,-0.1531560937399551,0.025634527294022238
0.6669412393116267,0.4250995160562963,-0.5268802373748241,-0.15613578838452138,0.20127891996103128,0.025852723630278733,-0.04494541125756919,-0.1532427891620812,-0.023016630635345803,-0.04766545331713431
0.6886758269350937,0.34771777282724875,-0.4695283901469354,-0.2932568930653089,0.2654408512529348,-0.0047797215145674666,-0.08322735001217471,-0.09761502133923675,0.07106051167606925,-0.10490790271115437
0.7333063722737105,0.37820357511382047,-0.33453537785675685,-0.38422978453730394,0.20098469529035945,0.00906171192847937,-0.08318421350500414,-0.009035490906327319,0.1001550664966836,-0.060332784376867225
0.7935139660145161,0.3892161309869179,-0.12385570031399369,-0.3864093015723074,0.1728924840119405,0.049939404084827846,-0.021289247214660908,0.0727993660364767,0.09011559291122813,0.034600873562728805
0.826265803234949,0.400227187144711,0.059484045178180976,-0.3283142064427953,0.0336939353024305,0.0031702151139521508,0.051487242577320465,0.14768884641021957,0.09195236911000473,0.10757869320290277
0.8352512972307261,0.40300036945031303,0.14673820619526642,-0.20187803470156912,-0.12403469998749722,0.025250898698631632,0.12375693024313529,0.20686600841541658,-0.02452673105704023,0.09235821210847467
0.8506427129506534,0.3379136631785782,0.19302531584319038,-0.15414585829098926,-0.20756875567618585,0.05423732162225697,0.1623734463981289,0.16336541908077115,-0.05000541436631476,0.007337362404089706
0.8692984647745671,0.28408908047371517,0.24526644088328223,-0.08076941673802691,-0.2100213321966216,-0.015043186406570297,0.19568949802495092,0.10024075135176154,-0.04200234099814706,-0.054656192999475335
0.8551916605485151,0.27050342816823564,0.3194004363425156,-0.008586897132477561,-0.219164037720187,-0.05676179392779256,0.18764479011880267,-0.013343425025244672,-0.06636466750509297,-0.09427281034077695
0.8441797642136077,0.2710309245607377,0.38322475657290156,0.02433294278999825,-0.19044226159154581,-0.0682760323502745,0.10476119962363753,-0.11711022791257898,-0.033667323359727774,-0.09240124574409818
0.820338907266887,0.2830809232658381,0.41769820047565587,0.064868319603437,-0.15527628094156662,-0.1160946444083182,0.04684208575743369,-0.16517155503968536,0.04138804932830709,-0.06501386938032548
0.8335695517190099,0.26193436136098996,0.40246917720821573,0.0927613286834316,-0.07046513554383307,-0.17189968946829878,0.04106689728426997,-0.168715749093977,0.07052448764327207,0.011079369577954455
0.8413580189586147,0.20623818872438585,0.40919478504339324,0.11361090043130363,0.0006353419496111772,-0.19497968810066074,-0.031518101137421824,-0.14540740755950257,0.0933211313627918,0.09550893892578645
0.8585740740666338,0.08489840914425686,0.3974143363438225,0.1752785332133518,0.12749458757897164,-0.1795425797190515,-0.09580338273089603,-0.05233279138760624,0.048535442718512116,0.09654310943466653
0.8241974905729559,-0.03545295246708382,0.3847070695028038,0.22720164819790148,0.25890386872578036,-0.17105407030309,-0.13967419022712582,0.053887001992442216,-0.018131688173702476,0.03719292102909248
0.800655148196071,-0.08157121706744616,0.414939535592175,0.18644687329455567,0.3217053635446924,-0.09843981237700541,-0.13470745823602484,0.120395144202262,-0.022697424264111556,-0.03829785283828692
0.8223584855652,-0.13368437734828711,0.38795879928363586,0.17031736071349773,0.3071565341759054,0.06098383180772051,-0.07879991718549016,0.14686859080909542,-0.037431443277543816,-0.06905385693750953
0.8328374828426951,-0.23399509556721135,0.3402122141053606,0.12515023178462875,0.25578023804563355,0.21177305235440136,-0.029171652632204195,0.09258870408196894,-0.014462499372460203,-0.041255566715585425
0.8447483140232813,-0.29430868607348654,0.2887583389853785,0.09243287856796746,0.13464113658103158,0.3036561934870708,-0.016195051807554352,-0.009606773968248907,-0.038859502099421205,-0.012448705129303511
0.8318699568980695,-0.3584012597676369,0.23757516763390676,0.013133081348054937,-0.02348658252359952,0.3473218421247336,-0.005427757823899324,-0.08370917376181629,-0.036822166999815005,0.021437419734462653
0.8496038115687883,-0.39166274832549514,0.1395757436159691,-0.0454468821644052,-0.12721194850111564,0.27587350577017905,-0.03256665238422848,-0.12993791602251578,-0.02981694848897451,0.03629900845127243
0.8233114390335285,-0.45834627537293077,0.00161356738315118,-0.09743900134534055,-0.21767464199655312,0.1675537977647133,-0.12085267158503032,-0.12720896957153774,-0.0028125123432684073,0.04432935026939299
0.7863032799875526,-0.5014395486493188,-0.10076495392949607,-0.15315926099219515,-0.25260618117364786,0.02630188322575342,-0.17318977846328612,-0.06529635307296726,0.004782883495594128,0.02735104880930927
0.7023687814856567,-0.5831012245310387,-0.1954853638714007,-0.16235953322755914,-0.23485223843889724,-0.1115543380373137,-0.20333508210759937,0.02937088092166734,0.0013073591677538652,0.00325604930456843
0.6395380696873049,-0.6420827009978384,-0.24722629247325875,-0.15317921198093246,-0.20639126792018433,-0.15911565017684848,-0.14664526320945404,0.0861084129129294,-0.02659937968996862,-0.01742849433260145
