geopotential_500_mean_PCA_1,geopotential_500_mean_PCA_2,geopotential_500_mean_PCA_3,geopotential_500_mean_PCA_4,geopotential_500_mean_PCA_5,geopotential_500_mean_PCA_6,geopotential_500_mean_PCA_7,geopotential_500_mean_PCA_8,geopotential_500_mean_PCA_9,geopotential_500_mean_PCA_10
-0.8595810467776192,-0.46240623526988217,-0.20927871063300113,0.10770446780701043,0.07112847865255738,0.03893196445956656,-0.013517360686079217,0.015557401697798586,-0.02596460289935263,0.014975290633494147
-0.8721831062261045,-0.45652694716936726,-0.18883343839960803,0.08839599458227894,0.05033542356939583,0.02526044415936778,0.0002861339449538075,0.006744628828864908,0.0009766350460573266,-0.0029422625038986396
-0.8900401700216476,-0.43706120659502423,-0.16439542555949027,0.06744593000358223,0.023838868453688423,0.01407341386572842,0.0029997332587971106,-0.0030622742645627313,0.013458038908764725,-0.009856904331839918
-0.8990361684138892,-0.4279170226746377,-0.14466813300101056,0.04950000883454163,-0.002291211303148224,-0.009769256025395896,0.01064881317852386,-0.014581453998690576,0.023370754679193365,-0.005373706412614851
-0.9065176281178666,-0.4196409169364589,-0.12537219686889642,0.023999942401494355,-0.027253568602606873,-0.01903134578419157,0.013880498980649405,-0.015009587035441387,0.011062699678978284,-0.008015858383486884
-0.9161003738258461,-0.4033966711810191,-0.09957098999444078,0.000260172081867054,-0.05336984417198304,-0.02872705778876337,0.0035627157939490933,-0.00839210937567239,0.00754428920370225,0.008082598534670964
-0.925029618484302,-0.38401981714689276,-0.07955320953343317,-0.025140438167069176,-0.06172224844925375,-0.03635039636734043,0.0010331988075671895,-0.014794470366775885,-0.009912364667387376,0.007006370673224375
-0.9352917561539142,-0.36347915846930884,-0.04121354596447557,-0.046207273263382136,-0.06077944539677943,-0.03159499345844776,-0.007050442066296403,0.00233520897044854,-0.013688996930325716,0.01651326815729883
-0.9504122296514607,-0.323195294585185,-0.00918519518728791,-0.0733686568150021,-0.04218710030208932,-0.008938266115685383,-0.004927107026262491,0.011103667213903079,-0.013441717757381016,-0.0036785817453488935
-0.9636039947327165,-0.2788779389366676,0.030405972476883106,-0.08294838374841278,-0.023340923384470028,0.006931155491844412,-0.009562411716321014,0.02416753191692055,-0.007713934691312269,-0.016026827517954315
-0.971138071977362,-0.2421938375480398,0.06282898503193024,-0.09501147253603033,0.003532669050773245,0.016638802949446176,-0.011870485384471156,0.017766334356215666,0.0047158689283161,-0.018965600912000218
-0.9751008951888357,-0.21509825650873185,0.09251301413084537,-0.09251386976911244,0.02234843301070031,0.01790533084780645,-0.002377526401545526,0.019307835685104975,0.001996610532324236,-0.010076108406975409
-0.9789726107774938,-0.1790214054605753,0.1269331368995722,-0.0877514798048528,0.0255766347412791,0.022514438276099846,-0.008736309895348437,0.001432636169272996,-0.0004613492467263662,0.008538005173293837
-0.9811865218441417,-0.14740562043449837,0.14413011475301593,-0.0903873307917616,0.036129829680179595,0.028170911453877335,-0.006183099412661174,-0.01159261859395678,0.008254533795249026,0.008427318676099499
-0.9850071698592201,-0.11635153114528052,0.15208858519615376,-0.07570489080256572,0.03624243770778007,0.027806934586794254,-0.00326635658264622,-0.0245233963699539,0.013302098485588462,0.014784442270803867
-0.9918521949867345,-0.06282688768052762,0.1579382994989408,-0.0341436837123948,0.0342495612682535,0.009107975781291347,0.012707811705257581,-0.020776091484574072,-0.00259184785875726,0.005348808956050969
-0.9920344467121164,-0.014892091224503398,0.16961933221139977,0.009610166090507476,0.0325878071461464,-0.010862285462254418,0.031363601082363655,-0.014606878848983094,-0.009971941833839808,-0.001925707911295423
-0.9900131406395559,0.031093606246776283,0.172050057668116,0.036937053417230074,0.023021680141107934,-0.03676408252387093,0.03966631042253096,-0.0031726790419629885,-0.011950755418213577,-0.0031951877552545914
-0.9893180398701072,0.05953579973704276,0.16656766441671034,0.05306194285966932,0.025012803814534572,-0.038241764174082996,0.02300554265611973,0.006279036354248466,-0.007987711459652758,-0.006947071716895768
-0.9877030165558002,0.08029215889827965,0.16416997832116703,0.06806843108613372,0.004826025044527327,-0.04400537378268779,0.004196561368914373,0.010665432316355552,0.00037818039786147883,-0.0027149130969869512
-0.9862883977145843,0.11415059064877789,0.1496978993210394,0.07617306504012486,0.0024068046682941087,-0.03448538911388179,-0.013247089849969676,0.017049666834137053,0.00914065624206008,-0.003132386228900196
-0.9859939163495558,0.14127957735331345,0.13499608579222613,0.06547021106950643,-0.00036430525026225394,-0.021507049626962295,-0.017917230603517555,0.014787350020280213,0.01076544307602237,0.001989409639289242
-0.9854612325258294,0.1625433187918741,0.11196769059386863,0.06843840652432757,-0.011714846281349757,-0.011886027933344685,-0.025009572594336615,0.008439150480336591,0.01093788003865821,0.007995841663203298
-0.9839157554865559,0.18542295690052246,0.09129873663235877,0.06085020985002602,-0.018027417494604837,-0.001720514677509615,-0.026192097868075515,0.0027391364278851194,-0.0056853061782198575,0.011422072203330313
-0.9791840534893802,0.21940694002900776,0.06804519410863247,0.04934941527514582,-0.021091271999687473,0.016953853621695172,-0.028295032390702198,-0.011800157543488947,0.0007405580222480515,-7.860642608204766e-06
-0.9739021008049947,0.2476448416655818,0.04225987645632651,0.0420511472863231,-0.02363258691209505,0.028463178364446007,-0.026043412138444532,-0.01682605407997579,-0.0038728807977293136,-0.0029552316821081404
-0.9680061001944031,0.2722965143395983,0.012795704626039356,0.039726230574412644,-0.031446682064715,0.035274469504193925,-0.006009018482795132,-0.02044139560245363,-0.006011238822144311,-0.012004589082674417
-0.9605469935062315,0.2946754490715036,-0.023320663526561636,0.03664220740886863,-0.03640548957305942,0.05275338525361118,0.003710349084881068,-0.00963137087265482,-0.0009322669039295696,-0.016021140875071456
-0.9510048574758228,0.32401579390556123,-0.04929865702313967,0.021215123923197927,-0.032036782004233065,0.04327644527040601,0.01699628255992752,-0.0013352009377120824,-0.010026787476972785,-0.003412370265142939
-0.9447409319707426,0.33775668888163124,-0.07438386274109249,-0.0003461761170242554,-0.031005181966437197,0.04058305499720184,0.029735339917979872,0.009100408657971681,-0.004394793368190949,0.006975377082975491
-0.9380573949641003,0.35114307277243617,-0.09955958237360639,-0.019192384446722412,-0.023300569407744238,0.022931986542499526,0.027532006095629936,0.013988308322315644,0.00512437891119656,0.013295213670402994
