geopotential_1000_std_PCA_1,geopotential_1000_std_PCA_2,geopotential_1000_std_PCA_3,geopotential_1000_std_PCA_4,geopotential_1000_std_PCA_5,geopotential_1000_std_PCA_6,geopotential_1000_std_PCA_7,geopotential_1000_std_PCA_8,geopotential_1000_std_PCA_9,geopotential_1000_std_PCA_10
0.4221411703852727,-0.8130738913498415,-0.3411690022377084,0.10533159536764931,-0.18575557075308127,0.0898653352442767,0.01717622701828626,-0.03452094937557265,0.041604928146252496,-0.002350525058358732
0.4845301014531124,-0.7850367155047993,-0.35335156261125583,0.1287690278813214,-0.13570199285549422,0.039667572424031156,-0.016482722225070467,-0.00705956030170252,0.01321719806953293,-0.0026416350524036966
0.5273358417109781,-0.7815300142541344,-0.3260241621054996,0.09185018686993787,-0.07627869498917686,0.027340617890630855,-0.01291920380945742,-0.0006598700277082881,-0.02297804915299906,0.020328863953940096
0.5812116385832685,-0.7691525929019176,-0.272106389750737,0.08839222261107164,-0.004621050331363163,-0.021394884098222215,0.02014007009345837,0.023169155990189972,-0.01341505996785823,0.00036131466086216583
0.6509494408866998,-0.726677754876859,-0.21282955436118775,0.06097677318240287,0.05838991939319671,-0.054098580809020066,0.04966493935584257,0.013188723971162478,-0.058629950888597356,0.008129255944667985
0.6806385374038526,-0.7149275723867641,-0.14323820893677272,-0.003195622222229496,0.06367350582808358,-0.0770129134630085,0.0363487822370939,0.050946477060488,-0.014571899133155377,-0.04665244588859824
0.7273736869755456,-0.6746578099420985,-0.08960305858666005,-0.015633674115613835,0.10648627897438966,-0.0847127799903223,-0.009444641041277166,0.013988761931401777,0.0038817304411703805,0.02753568666134421
0.7771336520485094,-0.6158596933158403,-0.0009673953723430415,-0.0736591224295674,0.12825955996335658,-0.06107126149357181,-0.025289960973602785,-0.0056618896937310915,0.05389842863544542,0.017150747036295773
0.8289353051305641,-0.535799843681903,0.054417963366401284,-0.0854086462376446,0.14141849136294057,-0.018283441439811633,-0.04188076501155003,-0.04464128351845539,0.050597795238353886,-0.007323998599027935
0.8600470227058298,-0.4720894710405095,0.11761506611749621,-0.13157907220162057,0.09733612806606207,0.04063668276631269,-0.05087278708145365,-0.03427275545504486,0.0026630435853135324,-0.05239379728850983
0.8837737675670835,-0.42455177050167375,0.14791192024821118,-0.1164112086019304,0.07411978861120938,0.07011281535367185,-0.06563021921909044,-0.017242973294542285,-0.02888347519564982,0.005788313466640082
0.9055400296199244,-0.3474967222394982,0.218028903058143,-0.1316980296528315,0.0167403939823198,0.06804924306450574,-0.02954196203500925,-0.014305496156734723,-0.029152005615336676,-0.003353443098256952
0.9175423664730967,-0.2958535590178581,0.2353391087453505,-0.15158314413178728,-0.0059010883583747705,0.0604497278184345,0.0041837376957211654,0.02788245507244787,-0.004684369119599039,0.01084030196630133
0.9210282742554294,-0.23202596793904467,0.2942109974498737,-0.13137300246988143,-0.023063159500390788,0.047443978671505856,0.03687344743339945,0.020468151858833602,-0.018922730740269168,0.04142485959358057
0.939148465353364,-0.15211657750946908,0.2968095819936602,-0.10270454212022619,-0.05783103086839256,0.02330152053144674,0.06965348149618147,0.028913189743260386,-0.006058819940615464,-0.013151086765559561
0.939500992454497,-0.10592880697412271,0.3184758272090039,-0.06264520182352201,-0.0871141815925238,-0.008605296586864947,0.06956901065418596,0.03688022294964331,-0.0008177675455477606,0.008904753887237164
0.9504372766034636,-0.03958183711818013,0.3041402179573321,0.006662023771729965,-0.10467857968312362,-0.02682502228152579,0.049886623153420975,0.00016436807927650924,0.04247980858316554,-0.005166051498549799
0.9496123783062373,0.006514562548848772,0.3047772666948214,0.04894321769372244,-0.10012268560933164,-0.05555437165976038,0.0332388278186318,-0.017911708357424283,0.019804848378574488,0.0003332925723409488
0.9560407010909234,0.08971731295096778,0.24898849604052825,0.09455149991036753,-0.11210607036849539,-0.06708186008207175,-0.008917147502663576,-0.05751407026368185,-0.010049938209326675,-0.012518665928302617
0.9535395576149143,0.1725244674984457,0.19393782899384052,0.14032707526202404,-0.09492250599393681,-0.038820663871522165,-0.025984839423328885,-0.044423820817124815,-0.0124024234604258,-0.051489917440642706
0.9604207006178368,0.1888276553757838,0.15179413851555684,0.15405028728337739,-0.037109202981131136,-0.028806648144766793,-0.06696835560006649,0.010817402041845007,0.014833590415198569,0.05172865138979533
0.9455255753352474,0.2468503317685312,0.13130562210437763,0.18325476567059204,-0.004948180069210527,-0.010277962383524797,-0.07406981195174599,0.0006202069397176432,-0.008591907219641941,0.04343071661549065
0.9368627133824265,0.2975449243227303,0.07504046383930998,0.1893919706377833,0.027708570666825964,0.004630086539817411,-0.05261318949371659,0.02440812725710294,-0.03037207745879906,-0.004303967768754512
0.9237018852000033,0.33941336754778817,0.026944612977405726,0.19804670974379493,0.05065683237461877,0.0294941418341223,-0.0170872385137358,0.028209549546747807,-0.007290204380078143,-0.020695304795495088
0.9170391194811252,0.36943450060769284,-0.02102490943525531,0.1713844108698199,0.06712271454270687,0.03443688985044038,-0.0011285533119063465,0.021795011882354897,-0.01465133845532049,-0.029037184026740163
0.9044059712082299,0.4072320708462019,-0.05792938013068478,0.13691402608635247,0.07929638070436491,0.03330339715455518,0.014352410645826775,0.02843999414120057,0.009208079858059368,-0.006337820922825453
0.8962328990992774,0.42356871811603425,-0.1016318858421342,0.10261069353703577,0.08489143124206568,0.03829574674419061,0.039154862165294464,0.013754611888279812,0.022897382307560152,-0.009376564396961879
0.8859503734671912,0.43418203604235706,-0.16190326064969426,0.05932670538253162,0.08337169221141201,0.038514440984860274,0.04652026372442737,0.00920340337732213,0.02426886529017985,0.01817362275149993
0.8787115520873017,0.44191618245949693,-0.18845741730107113,0.015886408454234408,0.08474369033664678,0.02956606615211258,0.04900835973711637,-0.009748826765797716,0.033540850905460114,0.003947231077219072
0.8720588236507805,0.448037327534121,-0.21255901258487517,-0.02757717346685257,0.06110172048708808,0.0044540230552441796,0.0493427365850809,-0.03029234031757285,0.000853496528289659,0.0009115079627307435
0.8617035137260174,0.4535664197875967,-0.23799832774282811,-0.06954960113976824,0.034504975999289804,-0.0067167774811501425,0.027196493791625004,-0.0477387503970034,-0.005298772092860646,0.010655738540251461
0.8549345457329743,0.4549132331023095,-0.2429533271150722,-0.10921498556407043,-0.006632531980814844,-0.020843807611280532,0.030417350416057285,-0.06041539761062274,-0.029764196844900347,0.007289036599381181
0.8518993727832465,0.4513529943984404,-0.2510641286520308,-0.13056963489724763,-0.039326059192927025,-0.023446360231430655,0.00821613698162499,-0.03678774193399377,-0.025919285639990294,0.02208805871289213
0.8395268236479813,0.45668037566068825,-0.25916926077211566,-0.1686624828051527,-0.06590594070698085,-0.01707162303183816,-0.01781349687556462,-0.004143774940276913,-0.02207624167574166,-0.004165868272575663
0.8189649963538993,0.4647988326857334,-0.27544864992936063,-0.19287661484625895,-0.1016116942887928,-0.01689787188288182,-0.05377237224421311,0.04174879401754363,0.007917117202910802,-0.01571246247530495
0.8051785584701453,0.46540014985365225,-0.28764716871190543,-0.20370601827332008,-0.11593281082492675,-0.027097682585687843,-0.07215357203532709,0.07548971020422805,0.029220448051594815,-0.012443093838114254
