2m_temperature_mean_PCA_1,2m_temperature_mean_PCA_2,2m_temperature_mean_PCA_3,2m_temperature_mean_PCA_4,2m_temperature_mean_PCA_5,2m_temperature_mean_PCA_6,2m_temperature_mean_PCA_7,2m_temperature_mean_PCA_8,2m_temperature_mean_PCA_9,2m_temperature_mean_PCA_10
0.8737233957394345,0.4232315945913318,0.21348713179485163,-0.10342353821572255,-0.10042454068369906,-0.04056959949863425,-0.05932858617028386,-0.028966995518891574,-0.0026221040722432987,0.03052450917903238
0.8872059086467878,0.4107177388805482,0.21133787279200683,-0.08958098880863857,-0.06742398822079314,-0.03231817178034554,-0.03800361974255376,-0.0027026503081398166,-0.00788182208316023,-0.004663408530713792
0.906516066599508,0.38312337617812803,0.19983347386822561,-0.0642901081860092,-0.044078503553597013,-0.021124747342170166,-0.0097186553702298,0.01145843140951223,0.0017037787102325839,-0.017227385110166048
0.9135276496132578,0.3760984304231286,0.18699672650159485,-0.04424868481514628,-0.029605344435417357,-0.01246461965962512,0.023414061062729172,0.02308462857877231,0.002304493414073038,-0.02414447329277076
0.9260734595558378,0.3544175585558175,0.1703161407488253,-0.03350958744532869,-0.001440985263190587,0.00409078999737355,0.03744153268887516,0.020505871761978173,0.012327641491497789,-0.01709210785921323
0.9320541651774876,0.34723332148845604,0.1497144841406237,-0.018807525450607578,0.026734229584562952,0.025233940959117063,0.04339315499855578,0.0070214514408587616,0.015337435934941822,0.006761124583376564
0.9443489327977578,0.32230323919448517,0.12051670402259873,-0.005471926652660086,0.03214034013036448,0.04000670156906834,0.04752867148413908,0.016469100732169874,0.004852195731699261,0.00971508005557867
0.9517592917383418,0.3095373420995087,0.08907641913319801,0.01328760780713729,0.0467381571935396,0.0402580045938578,0.03689635660903009,-0.003701766117027766,-0.0013755770184606046,0.027999287058508366
0.9606095856268375,0.28720891811296223,0.0500111819809835,0.03242651014158112,0.060686055576377,0.04191918913728877,0.01927868182314813,-0.019198944704249567,-0.013118514051027826,0.012068686790737868
0.9669363579271213,0.2670711708373458,0.012587720197272107,0.05519774495389931,0.05899864254830972,0.02645758879012446,-0.005155261072443936,-0.031907202593356346,-0.028020628505720242,0.0030751080551788545
0.9726695957820636,0.24219979715590473,-0.02513349371078352,0.06453119473846136,0.06608786287255207,0.01613476297509573,-0.023151119014331683,-0.020088847987283713,-0.015592290454455046,-0.019683004391273067
0.9724064180262553,0.231525253179719,-0.05786375805205005,0.08261642979333408,0.0600557429908263,0.002265483973890769,-0.03788166431061176,-0.012848451657313553,-0.013597932547920716,-0.024860735000727475
0.9734166644271574,0.21276477890479137,-0.09657393885071688,0.09888730588490864,0.04770064767735247,-0.007718554595370292,-0.03235343729107256,-0.0042452472271467265,0.00945538654763167,0.0013677019697368434
0.9764773794478405,0.18120044885247724,-0.12221241411410158,0.10161408349090524,0.03921901147926166,-0.017116699824151024,-0.036926912565490126,0.007283791234361086,0.02682958669209985,-0.006629342061640015
0.9793310315950584,0.15559173996992337,-0.1360569106497428,0.10252820166242889,0.02214916273489661,-0.0209088912007192,-0.031739654633395,0.01698528247200502,0.03297354600785623,0.008460289434964728
0.9815911907965278,0.11844914641911539,-0.16489529268332362,0.09497034437655422,-0.006670452113471555,-0.027704229374466007,-0.01386452937828831,0.021461560705910068,0.00944880681655976,0.015991968963010635
0.9790917059704216,0.09450724604212053,-0.1925266555150107,0.08277995670318582,-0.03672822380785202,-0.040474875298157395,0.0051681710138348136,0.02445960774348797,-0.012155442792518113,0.012330942872008185
0.9748218722867849,0.062113009778859626,-0.22531421818183908,0.06170144719095566,-0.056581782355328465,-0.03851425357275689,0.027204794832686986,0.022678560739211606,-0.029851280764624746,0.0022429806658108343
0.973425127192045,0.029969033562330164,-0.24359714002975086,0.025964040793388366,-0.07320320833094324,-0.01734020480123001,0.030030290617387326,-0.008926357723217376,-0.014053957316554358,-0.004855574680185006
0.9741238031879406,-0.00440465706551397,-0.2429731172224097,-0.008156648544976778,-0.07318875842280781,0.0003770855276557545,0.04305303305261112,-0.013745223696949818,-0.0018886492179329465,0.0024009404694310694
0.9797026381728,-0.04591242582909501,-0.21577149099090656,-0.044705415071007684,-0.05999988295571837,0.015112737797934622,0.022141574431788234,-0.021922779887110853,0.004636679767809208,-0.010785080869722711
0.9793642095347883,-0.09608584306997912,-0.19216035074379045,-0.07500368539305793,-0.0461086620029488,0.03873276152898073,0.005843069253223793,-0.01913445253881695,0.01701911751547296,-0.012076408910631982
0.9783103441249064,-0.14198078027996255,-0.1529430508078427,-0.10711997552010519,-0.026568212958118398,0.046410623729991156,-0.011556494971652884,-0.014445252330423567,0.019177727418162205,-0.005015688617722578
0.9740593226535352,-0.18250316827936078,-0.12401297489914993,-0.12484873584931845,0.0020979033480167703,0.041131934297732375,-0.015640284138534424,-0.0006731477471536862,0.007373289824968866,0.00557874370537133
0.9671741324978907,-0.22766396097009475,-0.09517830039564257,-0.12868821739962383,0.028471645699042095,0.03256430122457588,-0.026127557416398717,0.009388972563523015,-0.0014093261863687757,9.474989879818491e-05
