10m_orientation_of_wind_max_PCA_1,10m_orientation_of_wind_max_PCA_2,10m_orientation_of_wind_max_PCA_3,10m_orientation_of_wind_max_PCA_4,10m_orientation_of_wind_max_PCA_5,10m_orientation_of_wind_max_PCA_6,10m_orientation_of_wind_max_PCA_7,10m_orientation_of_wind_max_PCA_8,10m_orientation_of_wind_max_PCA_9,10m_orientation_of_wind_max_PCA_10
-0.1124110595513876,0.45030583739186875,-0.23992308829012918,-0.33580297616484506,-0.04486334283538498,-0.17812906683131507,-0.1765296250259727,0.6673165558722509,-0.02132761613309807,0.294822850026484
-0.20272757726064614,0.5135500255167803,-0.3430007568649669,-0.3594716607320945,-0.04308765314848728,-0.2677757958756034,-0.20747900961747534,0.5085919280738047,-0.008412170951520446,-0.19536868288365722
-0.39405106888938723,0.6781115806859954,-0.42342179547008174,-0.32946117739152586,-0.19936079140646043,-0.04037022912702328,0.061442928313606676,0.0094238072138434,0.1249762771279391,-0.045075686416966146
-0.4609389790401294,0.5980873084798272,-0.3959539827434801,-0.2388963052694845,-0.2395861572583173,0.06852356778447,0.08684043836493363,-0.02461076483222125,0.20027172161941834,-0.15509392706113231
-0.5548532748987868,0.6081989040881943,-0.433413130400983,-0.1867805841876024,-0.23579292893102122,0.10017768735974401,0.08295487683828397,-0.14715400037767373,0.007100692808309431,-0.025089247051867433
-0.5467221658127753,0.5756772562151719,-0.429072609755792,-0.1716017951467647,-0.26604612431379265,0.15159314560035794,0.07393688494295007,-0.21015458767706502,-0.03194062672620321,0.02458461298497597
-0.6252867931100631,0.5256983969702176,-0.40552856490204414,-0.04797542797582578,-0.118851222744663,0.10907296897745777,-0.06940854393586056,-0.28886527239581683,-0.0693821899330134,0.11781087076860634
-0.6830463914228941,0.4923545894350921,-0.3516388048203782,0.07126009633417672,0.0664275086511761,0.011780995611256692,-0.0745621082580636,-0.3029640389602403,-0.1676019510240178,0.05846621556224134
-0.7584910756717741,0.31485153825184947,-0.13478906789067108,0.2737396466861907,0.30416515370533126,-0.10999370230751152,-0.09515196192180204,-0.011460071822691249,-0.3221112445349243,0.01245412990678012
-0.7429923606171146,0.21260044968525338,-0.04415667924871146,0.3489050156717428,0.38900951581526844,-0.16459797775536997,-0.04410612995272852,0.0498978359276842,-0.24935588512607204,-0.025846316825324896
-0.7919078387508024,0.21121003110176248,0.010073643598528834,0.3302257926954532,0.3630816748611864,-0.19403646309593467,0.09729761799377902,0.08526815864945703,-0.0029937050531189465,-0.059319428368425985
-0.804683956077685,0.1877348664508122,0.1486351129763277,0.2549237856580051,0.3524582321705194,-0.2226338278427322,0.15932489438429162,0.06681616146372318,-0.02694949495537319,-0.012946707800038685
-0.7962399275489127,0.17179214724705869,0.19140444692209857,0.22396545494618947,0.33793770318455946,-0.2237543296113711,0.19052406335865424,0.021231484116639443,0.1906609310466132,0.028936261095957233
-0.8026335292530379,0.12519495102629447,0.22976489996763838,0.22315551308960124,0.2959196848476699,-0.20191675252198038,0.2416482872980009,0.03901973315820425,0.21458469364307847,0.03178291815292979
