relative_humidity_975_min_PCA_1,relative_humidity_975_min_PCA_2,relative_humidity_975_min_PCA_3,relative_humidity_975_min_PCA_4,relative_humidity_975_min_PCA_5,relative_humidity_975_min_PCA_6,relative_humidity_975_min_PCA_7,relative_humidity_975_min_PCA_8,relative_humidity_975_min_PCA_9,relative_humidity_975_min_PCA_10
-0.585044005050428,0.37903699539037655,-0.34725253557915603,0.21339866210293013,0.08582371370134657,0.19791295113853732,-0.4208704224589703,0.11340975214435402,-0.28991249679963915,-0.05588737137480696
-0.6220039286905972,0.39422309168133834,-0.4517074262602493,0.29836584424832385,0.12155954868778619,0.2507465003158029,-0.2084262035808167,0.10420660950478774,-0.09043509072361702,-0.0019444360190985807
-0.6566040562983689,0.4029725310092343,-0.4785814805744105,0.3260260567746109,0.11813845518698364,0.17703142856379497,-0.0965532693641651,-0.062342144267056344,0.04376930626908049,0.02074989009191646
-0.6867488696261781,0.39001803711236493,-0.5017580282897498,0.20633518187595584,0.10465081064806592,0.11444802748268189,0.037349513642052086,-0.08539791458488086,0.1235720514789713,0.07282722121528404
-0.6924966776518331,0.3583355019730551,-0.525971732861797,0.07744751538836381,0.14591006433859777,0.015826478018631362,0.11534901845646123,-0.033310524828298466,0.22285620216677204,0.09208970402528598
-0.7248347900006881,0.3558981307907906,-0.5201170693409355,0.016698806669702235,0.11949144852136073,-0.08182765269136945,0.08553747973720045,0.03279706708325155,0.1347591145825046,0.0923662698667372
-0.7017204951133275,0.36467420761899144,-0.5013447879266515,-0.09960714536646709,0.09526993085598286,-0.15863868470770265,0.1999043011848778,0.07690370541311572,0.044845755227276206,-0.06423478222780396
-0.678094932103158,0.3540034866868703,-0.48070682314667257,-0.11542947627499398,-0.05034374759092992,-0.24033438832845883,0.26132113989307915,0.07937818803065855,-0.05977608826829792,-0.1507692373783467
-0.7506206864718006,0.33458526607983097,-0.3310271963228789,-0.11247924545503554,-0.22047367482802713,-0.24335389634582116,0.18339280629913562,0.03413959012730728,-0.19304298421307417,-0.09709635182103199
-0.8235396627825098,0.2804185816428431,-0.15580405946953607,-0.1109056707749804,-0.25311300697949546,-0.18571508764299147,0.08988758444821568,-0.1984082193262416,-0.19650935468597583,0.030025938060822325
-0.8493047126889223,0.21162481747167633,0.025737621103020983,-0.2724689315136462,-0.29202869494544953,-0.05439722702519578,0.0028089944043751,-0.08739011917821213,-0.12372755619115752,0.14438200379661392
-0.834264540916098,0.1873461624753478,0.10764880282416568,-0.31086778965564404,-0.318898376115323,0.057495553631665426,-0.16669814539806047,-0.0128210055404354,0.06158758717561953,0.12068613078992228
-0.8323921839881634,0.18840593290255156,0.07299135735122735,-0.3285384101303536,-0.28483792427490745,0.08758731363129567,-0.1909728678216765,0.04381128296508242,0.08930485845992005,0.048734086216000116
-0.8440454964223231,0.08840431976369165,0.08583278163351889,-0.3682616809071546,-0.21082564314598568,0.11054452193995325,-0.1614851954065575,0.07226788628089058,0.12413107656884903,-0.04006027345587149
