surface_pressure_max_PCA_1,surface_pressure_max_PCA_2,surface_pressure_max_PCA_3,surface_pressure_max_PCA_4,surface_pressure_max_PCA_5,surface_pressure_max_PCA_6,surface_pressure_max_PCA_7,surface_pressure_max_PCA_8,surface_pressure_max_PCA_9,surface_pressure_max_PCA_10
-0.7894752905173291,-0.5772397030744381,-0.1823308197000936,-0.13036827718112787,-0.07383493760929223,0.026005875822909644,-0.033312545382639586,0.0015070311090322102,0.006328450170242405,0.02128009283882597
-0.8126772383015088,-0.5586317688984692,-0.16442144480416515,-0.1063246928215209,-0.05656900534102724,0.017935470816654406,-0.020225579302542752,-0.002825133574357239,0.012601296002086398,0.002112538468790675
-0.8421263514991398,-0.5266448543638884,-0.1450836154260228,-0.07486909880315712,-0.035802242591823887,0.006478527427440102,-0.0029992000442934214,0.0017491440419047156,-0.007959004085987839,-0.0009666052749384445
-0.8643221990453501,-0.49992702114367066,-0.12083793943590293,-0.04686140239944415,0.009642614816174767,-0.0023044491255481705,0.021763223097443805,-0.0076851792260873375,-0.01242660100210828,-0.023070116816294464
-0.8760491606623635,-0.48392428138709526,-0.09662324633354348,-0.013195992211337992,0.03773011694726341,-0.015448330654373652,0.026944636994582327,-0.014613406529585133,-0.0044810289953412154,-0.01941605209821737
-0.8936560172004312,-0.45315798856977413,-0.06340371236899449,0.020597183039020434,0.06965143216589553,-0.027406010337915256,0.018660011189838056,-0.006624117244281596,-0.024499015647461504,0.0036983151709973033
-0.9150771124575923,-0.4113352518934507,-0.027630688906488524,0.040099763396581015,0.06639402368920198,-0.028732651913618595,0.01906515950721369,-0.012636799396219327,-0.011119087755364224,-0.005226569988170268
-0.9258042246517897,-0.38248782294206113,0.009467038347985483,0.07098751897314076,0.07469581689098756,-0.022142625912993767,0.0014438392242019226,0.0008278388401457483,-0.007222767268771597,0.020247114710019783
-0.9466393416674155,-0.32626678120652175,0.03876919072306927,0.0840013535968196,0.04820635054238427,0.009194983330551347,-0.0022213938376963384,0.0021331325184571165,0.021550986751278485,0.004134799541447417
-0.96256442827669,-0.2693115641067003,0.05639244379997185,0.09905597299756849,0.028382176494280466,0.0076354493150842485,-0.01152796096807416,0.023260858867013418,0.033521711204004885,0.005301040593369388
-0.9724628912527749,-0.21188309165492591,0.08691670861569904,0.10492484160098958,-0.015744758716261104,0.005959236826753363,-0.025193148516694516,0.04082048492728044,0.052700013996749694,-0.0164227835460825
