k_index_std_PCA_1,k_index_std_PCA_2,k_index_std_PCA_3,k_index_std_PCA_4,k_index_std_PCA_5,k_index_std_PCA_6,k_index_std_PCA_7,k_index_std_PCA_8,k_index_std_PCA_9,k_index_std_PCA_10
0.3697471237657093,-0.6765957871891913,-0.4035052988498535,-0.4054601521729689,0.1795066355379693,0.16833934485696458,0.15560330360175859,0.043047252983337066,-0.07152888527522612,-0.020649499837675618
0.41188528447382916,-0.7121289709547968,-0.39762023931946355,-0.37959195546540603,0.12071044557722731,0.12032271501803295,0.07561375671893979,-0.009066308452203124,-0.001669632766419823,-0.00335530117956318
0.4331679686146219,-0.7290145856385591,-0.4116659260974564,-0.3412243251754514,0.05632249138046707,0.02290294558931753,-0.0014280294230025335,-0.03154369936372664,0.034027530028966926,0.030779527043495368
0.4573136758391678,-0.7617633501130937,-0.36863241142117587,-0.26676413571630675,-0.013150307522730489,-0.05592207325631478,-0.07343170503090916,-0.048119990337565886,0.0699961395661571,0.03712549359088661
0.47070140424198353,-0.7857229497592809,-0.3437407751783652,-0.15573277844867087,-0.07140315175209759,-0.10705922057155982,-0.10965352322372342,-0.022033210749991334,0.04710678418515005,0.004309085616365721
0.4930418060459464,-0.794428082089512,-0.31233172763290706,-0.039492495469008085,-0.09855236970860927,-0.1250472985277236,-0.11559870447026295,0.01670892344175838,0.011652695484321171,-0.027717577569280585
0.5115934478556856,-0.8021387573138413,-0.24508978273977533,0.10726135437962833,-0.1177766187228791,-0.08478506221276996,-0.05753907639323926,0.039387233493780205,-0.05631923367520599,-0.0657632118538338
0.5531351427492693,-0.7699057099050722,-0.1773564086575337,0.23208825200463223,-0.11453986717319124,-0.08421690115630341,-0.008838924096231967,0.05850965576894618,-0.06865138491571728,-0.040540373909599185
0.5945118958452416,-0.7118622560882617,-0.1130672846938986,0.33334375720803644,-0.1061399061511441,-0.04870521510247803,0.07581236397385871,0.036487873589975996,-0.06477268584056778,0.03533446999433111
0.6457664031888195,-0.6581009276628663,-0.04328092466342548,0.3739324092717355,-0.09634520273424389,-0.02385864711817123,0.09570768709026821,0.013413296363898881,-0.020151164379240794,0.04757676337476046
0.6912521909021999,-0.6177985951622179,0.0346301700258276,0.3684090163571324,-0.055419002903055105,0.01953907132825279,0.08849274223483172,-0.040672319807249335,0.026816405227511438,0.04338331702381683
0.7563508728934117,-0.5638544751757313,0.13666389270703988,0.29362594093188144,0.01678712969205645,0.05944667420440731,0.05611795452503949,-0.0550325034913262,0.06059998498420263,0.03329994562836478
0.7945665930592603,-0.49781164352526736,0.23666698935317895,0.23125299890988035,0.07195009851881755,0.08185905588650379,0.014133316753747615,-0.052394939046599046,0.08715144489621529,-0.027403790814793737
0.8214998643730672,-0.41682316137452385,0.293921331143798,0.17213342817512228,0.14618728356500157,0.1359593948542018,-0.05962171161150037,-0.011523209513919922,0.020844760038499603,-0.04404212488618452
0.8429636207847754,-0.3319027816496606,0.35099410136262316,0.10335726885447954,0.17371834252793592,0.13064116696541797,-0.09099773375726355,-0.007143004901546658,-0.0018156459046136924,-0.05353557254341922
0.8689753015345915,-0.24005038321038008,0.38110168644852294,0.0024465839844844957,0.2007889277772676,0.06785580241115327,-0.08232982949350101,0.010855531961067503,-0.03538942466973242,-0.02628087179608101
0.8828901561796072,-0.12363365319588822,0.4058205298779068,-0.08869745733694617,0.19330488749352887,-0.027722463594012505,-0.034647998512761714,0.019759328929220957,-0.04989506561799433,0.0145888612492781
0.8860469567943176,-0.0414078580457732,0.40437938399987233,-0.16262304656624316,0.15461013008857183,-0.07709962660683249,-0.018563437679698418,0.03884491647127012,-0.017368791959452085,0.06173568563718147
0.889838137697203,0.028423017605129608,0.39847775703356164,-0.1918215645205725,0.09969605854215069,-0.09931096595919539,-0.0009798533018217717,0.05047499137110721,-0.005772709271920669,0.05894511709221527
0.9049588632386488,0.09815181294928366,0.3570040313953783,-0.1980118519002912,0.03556872167143647,-0.1019941197733365,0.023491278924055725,0.05275906348701604,0.018957406640011637,0.03313116147001747
0.9101494942741989,0.16756267538424685,0.3146838398592877,-0.1845291423623757,-0.0523822200947635,-0.10889833203428584,0.04060398799336489,0.04799005406831406,0.026811663355354214,-0.005254247342423149
0.8951432214458206,0.25494978001262014,0.25579243886887404,-0.200915513297938,-0.15411781859677465,-0.06856964676595477,0.08248320592296478,-0.007271539993421884,0.007920489338351445,-0.06392803606783912
0.8930524031713744,0.3053973052227969,0.19180612388448973,-0.1815450515364131,-0.18430065160016443,-0.06895506718426585,0.09202204817900371,-0.04655815658613383,0.01123925571602442,-0.05927962859879491
0.9051582212396649,0.32984112422779477,0.12072396248648408,-0.1448058727677817,-0.19323965739056537,-0.019052615132555253,0.04993868507211083,-0.08471763678627862,-0.0025628485446165038,-0.031503266472365524
0.9059036028577317,0.3593433019029248,0.0524229251798667,-0.09565703917146492,-0.19370213705161474,0.04158898487191481,0.01721018433569092,-0.0905153850111424,-0.01340656049547592,0.003412069015131218
0.875519353620021,0.4360837385997664,-0.04736745828438996,-0.07537768882910889,-0.18292182284133937,0.06664689162464676,-0.0515737032353872,-0.059288049554267086,-0.05337269274827311,0.01921510550735086
0.8510935873626337,0.46793102648516804,-0.11250871193430569,-0.02792920558524583,-0.18296680109678037,0.11041062848317493,-0.08632938020852148,-0.012316875231216821,-0.04852363884184666,0.028326454285989237
0.8230078192353927,0.5060176035522327,-0.17825212020184775,0.013390547018535537,-0.153135486628998,0.12906683286973833,-0.06833062977832742,0.01886616876538089,-0.029959739377055653,0.031890593242469796
0.797966113366011,0.5360347449271448,-0.2358860771784211,0.03182582603921505,-0.11742112581480701,0.10550942036315437,-0.04486232096188925,0.0447908823841569,-0.00454818267798991,0.03344081042907741
0.766773362855059,0.5700685158707015,-0.2871357676166668,0.048619906978180936,-0.064168096428141,0.07488742980571271,-0.016300637349381367,0.060245613536731385,0.02948808214966591,0.021863401413390018
0.7366286354979205,0.5896030372695142,-0.3240642809632098,0.06959524210856052,-0.005298177543993803,0.028298823481351067,0.016595556002249844,0.08195790254899814,0.06480847787654603,-0.009428837573451162
0.7159293956075568,0.5947049464147934,-0.34155135441571466,0.1105913294165547,0.0639863683202739,0.004452953440049187,0.0258520037395352,0.0899155233403267,0.05978262878562085,-0.011862415649738578
0.694417164047128,0.6096450666502176,-0.34416760093781346,0.13061331027861706,0.11935180088863223,-0.029793604014331503,0.024725381437846392,0.048075197686268084,0.041817417594610155,-0.03616219499661114
0.6633699989921605,0.6193966208514301,-0.3588972531670718,0.12885908654087996,0.18817914592084492,-0.07051995454601191,0.015152020544149878,-0.0024920233329719173,-0.007779276395544636,-0.035793254453953816
0.6250785135060533,0.6180515336279357,-0.3839785266509558,0.13679708124606438,0.23861398584223378,-0.10963114551198115,0.0054630408207187245,-0.06967233651217487,-0.032335113335791706,-0.006601198309435386
0.5717180679925616,0.6045318728172707,-0.4102642762375447,0.13759445544309343,0.31863421454565094,-0.11747481712267413,-0.0023683583897243527,-0.1211344467773938,-0.04868149626079512,0.023748072777118955
