mean_vertically_integrated_moisture_divergence_max_PCA_1,mean_vertically_integrated_moisture_divergence_max_PCA_2,mean_vertically_integrated_moisture_divergence_max_PCA_3,mean_vertically_integrated_moisture_divergence_max_PCA_4,mean_vertically_integrated_moisture_divergence_max_PCA_5,mean_vertically_integrated_moisture_divergence_max_PCA_6,mean_vertically_integrated_moisture_divergence_max_PCA_7,mean_vertically_integrated_moisture_divergence_max_PCA_8,mean_vertically_integrated_moisture_divergence_max_PCA_9,mean_vertically_integrated_moisture_divergence_max_PCA_10
0.4394827269415988,-0.6462454949902684,-0.30813743342094585,-0.4955342490139254,-0.0011479115481166156,0.13289603630423666,0.06884735160126079,0.10979705883717208,-0.04017800106780516,0.015415905181148536
0.49054740343215875,-0.6575819307392916,-0.3439795995021545,-0.4455247623538097,-0.02690642421121959,0.11192001417525384,0.01325544157764718,0.037121051392852954,-0.03221381910493579,-0.023169588220644934
0.5349333713966873,-0.6605535575496151,-0.3600986256507374,-0.367370981725016,-0.024002169328109377,0.10832076485591097,-0.06401393658567589,0.027309826346443834,-0.0025876841083338187,-0.01268197126044949
0.5840323770957246,-0.6484489557348541,-0.3810918684849082,-0.2777225921064967,-0.061518226018510404,0.06064299830845768,-0.0875200885321053,-0.018994249362529365,0.039310136837542614,-0.020440764585784876
0.653206268244702,-0.6351232072987253,-0.33942925229265514,-0.16954832024320665,-0.06364664162074103,-0.08705749984814194,-0.03726326049400699,-0.09743216572395956,0.02698283578260983,0.00505379281124305
0.6814373498137238,-0.6395935060386297,-0.2800800381156873,-0.055358833687939785,-0.028033057484530593,-0.18139267524088715,-0.005775161856839723,-0.12156140997325882,0.028687263099975487,0.055842670773587164
0.6959177642121364,-0.6208269576935352,-0.23444434954119506,0.09425665890042818,0.005679748692251975,-0.2582146337941668,0.04423620817341614,-0.06701104096319126,-0.01690234144427701,0.019541370178811957
0.7243679435802305,-0.5888825424572115,-0.1909893347685567,0.16086601023854752,0.018183433807852194,-0.2675026209718776,0.042530507729420984,-0.006299822550469542,-0.04097170126367547,-0.002268718503492836
0.7812208910948536,-0.5365069781144441,-0.1375863042143006,0.20114583194119703,0.06797029826001892,-0.17215245218743128,0.07915766290640915,0.05129039559220811,0.001778931224042416,0.009169787569981009
0.8395189029634659,-0.45770120356462707,-0.09780208225728881,0.2156984152647806,0.12456450736264432,-0.04061252776389802,0.050628804073454686,0.09583387527325081,0.0962870958273887,-0.005424818592632122
0.8624207151332932,-0.39356391767954135,-0.05178486290489598,0.25413295612802345,0.14477006484104613,0.06399233251921362,0.04597351574077777,0.08311623812445694,0.0911356634105811,-0.05364066016919019
0.8757760717403146,-0.35608008016345094,-0.026941220829936226,0.26997976771754784,0.12770779253229944,0.117330650971536,0.04861397378156125,0.06262809091800135,0.05404046645601591,-0.02033067239467931
0.8876641181212931,-0.3292549900047788,0.04505846180141178,0.2900253796738009,0.023994950865331852,0.11922786454900558,0.030543581599745632,0.0728704588467459,-0.04246315161122484,-0.02227595498493684
0.877661493253304,-0.3215644374071026,0.06237817443108144,0.28144512636550484,-0.021645889579849076,0.12425210097602503,-0.01689805168446646,0.036020717072130684,-0.16388303266739032,-0.0775148589980478
0.9012676616838646,-0.2643915861278379,0.10735277486257133,0.23212419170966828,0.04128935814350055,0.19472687836307978,-0.02077246306393035,-0.0389073997987789,-0.12419245491475246,0.0368175350637996
0.9144099148865233,-0.2049054705769435,0.19750048833817313,0.12485118125181632,0.0250193089867674,0.15554697209270826,-0.04609320026178255,-0.14328603780628324,-0.10304260967708202,0.13683597148067828
0.9229580603678819,-0.14072902913243146,0.280197399795204,0.050569373854715514,-0.12090390919580046,0.04558975140770369,-0.09354370189626635,-0.13652396750220974,-3.8281140834067656e-05,0.0516567798878529
0.9054856619547879,-0.0670110859523916,0.3601589990693599,0.05281627914318136,-0.17395473510914636,0.007863210388642454,-0.08692647972135424,-0.047467607058621734,0.08516916659980121,-0.07070196046916634
0.8906070131765141,0.03273022735687805,0.396038131370161,-0.019001953620702797,-0.17354441158791872,0.007332235487200967,-0.07971300183321149,-0.02754107879150947,0.11360299330042636,-0.09178559661082113
