mean_vertically_integrated_moisture_divergence_max_PCA_1,mean_vertically_integrated_moisture_divergence_max_PCA_2,mean_vertically_integrated_moisture_divergence_max_PCA_3,mean_vertically_integrated_moisture_divergence_max_PCA_4,mean_vertically_integrated_moisture_divergence_max_PCA_5,mean_vertically_integrated_moisture_divergence_max_PCA_6,mean_vertically_integrated_moisture_divergence_max_PCA_7,mean_vertically_integrated_moisture_divergence_max_PCA_8,mean_vertically_integrated_moisture_divergence_max_PCA_9,mean_vertically_integrated_moisture_divergence_max_PCA_10
0.8795041855310353,0.09325440240181639,0.4241926729752089,-0.03973819626940619,-0.14673457047041125,0.035340189088290015,-0.031087459359644312,0.009712079747384906,0.11583661218607319,-0.04096364198872646
0.8428566968506611,0.2084223851804427,0.454129289022937,-0.1387173676899238,-0.13423907403397292,-0.013294634851329448,0.036428179412905506,0.03964967460992088,0.07797686364469597,0.06201980843874383
0.8191643336921247,0.259846142736282,0.44371493548180746,-0.18408710110995508,-0.13854046322783056,-0.06489501986150341,0.04453268843351757,0.08006644188752071,-0.043750449123592654,0.05325271665864726
0.7676751676304174,0.3513362195013578,0.4326772142988398,-0.19504860086562628,-0.132305645029096,-0.14384979259317693,0.02657272818614511,0.11863761307372664,-0.12348291059374397,-0.002208162997730386
0.7675717136117493,0.44759092003084017,0.35197740649649795,-0.21500440014930813,-0.0029746270269674097,-0.13448286607833515,0.07693046450046635,0.07236379499551093,-0.1097869638347039,0.0051587970826328395
0.7510802070242857,0.4735134811644846,0.26623527643437045,-0.22268717621897635,0.2538433681136767,0.019326745454358897,0.13154126182293802,-0.06395798954443276,0.06349299370419886,0.07441531310828411
0.7291019138714128,0.4953030919645652,0.17251736318439861,-0.22125232035160194,0.3269528091476474,0.09339700050123095,0.1320521163199983,-0.08945987700890931,0.07853438503070842,0.04308394857194484
0.7029960578139508,0.6256495365353834,-0.0188202649307037,-0.19268482050007016,0.21453747648453655,-0.06050186047223557,-0.003314875697162378,-0.05818383657464853,-0.05429632590020041,-0.15014954267557837
0.6545130225528504,0.6942553286081508,-0.14216503330318428,-0.1162528443492336,0.16523400878958158,-0.04370036760787983,-0.075981411630374,-0.051621837685560466,-0.02999664247213116,-0.15135182028927788
0.6203703492614225,0.7173352439415719,-0.17894711662627313,-0.014770664440350943,0.15543646573050218,-0.05120402599833184,-0.175813517886878,-0.021174773102766335,-0.050104826312316574,0.005372461801060669
0.6184968296514025,0.7050299396918085,-0.26384284618160203,0.019865080261888626,0.09966868972391402,-0.06044945826524884,-0.18920192626568286,0.037503081565873474,-0.018961454858688633,0.06351883396087489
0.5789532588124504,0.6688410764517967,-0.41663998646825007,0.10011359585754845,0.016873977007999516,-0.024427297234538518,-0.11419926042014576,0.11865390229136467,0.03285786193198462,0.06796216161045023
0.5296829066979226,0.7135383935999469,-0.4345595091619242,0.05245106393246192,-0.03195268290205625,0.03178037284901662,-0.046132034436030075,0.0786668082866966,0.0580102162969873,0.06033529194482291
0.5165718509041889,0.7339040915058459,-0.41613238855967144,0.033342984991803507,-0.11113891600022062,0.013266843396225194,-0.011078913736945311,0.06561800030429422,0.03214376085395878,0.05744374480581527
0.48480692118850727,0.7278583522922907,-0.4424581209535431,0.08931225968711994,-0.16208361325754847,0.04121069668751959,0.09046937607621239,-0.01450739838279432,0.03626591188419279,0.004383546258187144
0.4143409221240077,0.7284945803086113,-0.4741182791051511,0.09569434954036704,-0.20813369265929643,0.06220356429781191,0.1450792221742336,-0.07417807388670564,-0.016291359994040914,-0.027237756108322707
0.3989853542784849,0.725059931352477,-0.4708442693044413,0.07687244254973677,-0.21111812367010957,0.04732352660175637,0.17401270653111559,-0.0972853135545551,-0.04209267559266744,-0.05066391150529894
