mean_vertically_integrated_moisture_divergence_mean_PCA_1,mean_vertically_integrated_moisture_divergence_mean_PCA_2,mean_vertically_integrated_moisture_divergence_mean_PCA_3,mean_vertically_integrated_moisture_divergence_mean_PCA_4,mean_vertically_integrated_moisture_divergence_mean_PCA_5,mean_vertically_integrated_moisture_divergence_mean_PCA_6,mean_vertically_integrated_moisture_divergence_mean_PCA_7,mean_vertically_integrated_moisture_divergence_mean_PCA_8,mean_vertically_integrated_moisture_divergence_mean_PCA_9,mean_vertically_integrated_moisture_divergence_mean_PCA_10
0.6056725819971814,-0.36240290756154814,-0.47918793270837073,-0.4107513070323798,0.04874568360296014,0.11627698173662465,0.20607917199637799,-0.16640179731221405,-0.07643997544503853,-0.1470668869543887
0.6355837075437827,-0.38271558660260446,-0.5150171191190768,-0.39924102406283773,0.04543006631087226,0.10180942352490664,0.09376414225001538,-0.049996785451252634,0.04674353964812751,0.05298280113313995
0.6379495296566756,-0.4133706611509181,-0.5372279737257089,-0.3367468585847045,0.04688474741292299,0.07652950329645761,-0.0392224658440124,0.021529775947995832,0.09502948147942497,0.0948326691833824
0.6503411337318052,-0.4510799904143165,-0.539106206956269,-0.23543266220705467,-0.003304991923474617,0.018893264011387276,-0.13061252154044492,0.0936315519795399,0.04100445199956874,0.05558872021194665
0.6979618664601361,-0.5308541420566547,-0.4332787151540046,-0.09678171530195688,-0.07239635983028837,-0.014135421957700293,-0.15407826805542366,0.0870122055908497,-0.047546574475012086,-0.02181357218603167
0.6820820403066884,-0.5812878212678646,-0.37824170692080944,-0.005201122561535457,-0.11551784298355569,-0.04185816492825126,-0.1677867225361388,0.08817250893075256,-0.0864679803370139,-0.05920456774495297
0.7081576571349516,-0.590310682031725,-0.2857805205026914,0.08802926839300515,-0.1834632975429797,-0.1042782738999879,-0.13074848030038994,0.03496714422277612,-0.06600184143903355,-0.023773563279505666
0.7098932602098043,-0.5874650294620767,-0.23709746719987468,0.17163237865875033,-0.21384716458547348,-0.15275672322967992,-0.024593044391514392,-0.030928625359066517,-0.011649190886366304,0.013447596609163847
0.731495461771024,-0.5671297297236207,-0.17421666083092957,0.22606856694858382,-0.20096410053757918,-0.11837636749241114,0.04591337769803618,-0.08654485152229137,0.0023931336847098626,0.037874927292854944
0.7681850821192739,-0.5418765758697042,-0.12788644427255064,0.24918055685026244,-0.12712151823726628,-0.06511698339762549,0.11673439318513582,-0.10352512780290635,0.038816471110933476,0.015375629659161758
0.7920847276679132,-0.5250450800435592,-0.06386366692099724,0.2790701614158815,-0.053960313568448076,0.003003443652742703,0.14387283357920835,-0.042548992872364265,0.03930122425961801,-0.002077353055445603
0.8149135979436696,-0.4938563363720487,-0.026263746549263795,0.24491244473169183,0.038567866869980365,0.08349742155848913,0.1659091629858614,0.01861473141085995,0.041319841939666535,0.014842915287953368
0.8451459373639147,-0.42445214990101376,0.04758629850018446,0.21791348576712613,0.11721435870769784,0.14710665980468965,0.11720126224869776,0.0938478694703936,0.07338122850759342,-0.040036920575401
0.8704309542274616,-0.3346393066736865,0.15558575142251796,0.18330260461545803,0.2073056079753152,0.15887652314872347,0.03018507580327478,0.08905905132262709,0.03175580736546284,-0.005369270518066181
0.8971180609429636,-0.24190845435551692,0.22968580709157366,0.11067487203140362,0.238018091716777,0.13205758865395364,-0.01866881981397886,0.0622038135656202,-0.056420419964867734,-1.2718825610579888e-05
0.9055303894567859,-0.18911890804968012,0.26238843675689394,0.05950646704511005,0.23254160753333036,0.08135463995355008,-0.0674644787892088,0.002832666512572241,-0.09731829516611191,0.0034036554015783485
0.9054985802762006,-0.10378653666481572,0.3419585342799266,0.018658973107617393,0.18109279455412466,-0.015851546689007946,-0.1142888905605993,-0.08830194463292837,-0.03839065227718545,-0.020170365414328466
0.9015615330448556,-0.016135245331341874,0.3769460490358422,-0.04499451088644713,0.15386081552405187,-0.06329906512447243,-0.12349763238271141,-0.09018186289160945,-0.02365390589547792,0.0011576596120817528
0.8736712250691803,0.043978887414393784,0.43583172643809565,-0.08081600287241508,0.1159308672878465,-0.11358551336635804,-0.109385170528114,-0.09181605989155667,0.005038817596732015,0.02424922963008158
0.8579895864971775,0.09727665667826033,0.4564253616877792,-0.11712629203809545,0.07614686944586685,-0.13395981765471143,-0.08213078240111085,-0.04236969355098622,0.04967656206430714,0.03138092335416257
0.8405697622271062,0.16145671518574103,0.47905957551026457,-0.12589975146041782,-0.010862973281045284,-0.14932310473422916,-0.03242225990179488,-0.004231717363539375,0.06687586442112807,0.009361852580551217
0.8116959745563233,0.2592163876791449,0.46172381485774816,-0.19378411677458013,-0.08030518149499095,-0.1275697470327135,0.038210777722367584,0.05433845750948489,0.048891093935120485,-0.041543152085067335
0.8097864819917918,0.3247971662688469,0.4210062461909346,-0.17999827621950376,-0.11875702859700973,-0.08996834405841658,0.09400575288028731,0.07329455270147604,0.03592959136608827,-0.05013914249227105
0.7882077790453746,0.4188614481188101,0.3616083926233073,-0.1712714233579759,-0.1648073154482842,-0.015272472413502037,0.12125024695427127,0.0839912140569051,0.02935370006152174,-0.040834996579948345
0.7449996805393667,0.5437006253495658,0.3008851828680783,-0.10313044232175288,-0.18174207443108795,0.03898548970797883,0.12210358977481944,0.048886593503969164,-0.0630803819210919,0.024559151132717654
0.6985843885720323,0.6476579686988226,0.20629648255346836,-0.04767599728616346,-0.17272001020638353,0.09798321789334742,0.07930206054789657,0.021583061933509354,-0.09168885209695253,0.05404139178877989
0.6403681957760587,0.7249246492594693,0.08838345298391957,0.018592608801587914,-0.16662394985845044,0.17450862175060078,0.017494777108045888,-0.008840576688905866,-0.07191395005442039,0.05354322734075876
0.5936616649669234,0.75749503750425,-0.03527233720057594,0.08119535953115006,-0.1547589418997256,0.20116675967239012,-0.06824844096743872,-0.04086138734983933,-0.022186103300312794,0.05577827584323957
0.5020933661774827,0.8060028199284585,-0.18077813926991937,0.08361812802140477,-0.09130779465634567,0.17013439251733192,-0.1364069138969904,-0.08423547369206333,0.04634401067808035,0.0160122173707994
0.46409891957503735,0.8021187503137055,-0.3150467036924217,0.10962960469225728,-0.038765198841182395,0.10051030506193676,-0.1455965492070562,-0.04460461939429944,0.07115880512958833,-0.02897155238792204
0.42078596770444804,0.8145009656716174,-0.36167873928305844,0.11141166634690858,-0.016777794888876808,0.036309708277334665,-0.11021015597482418,-0.0225096356447339,0.07442806946959235,-0.06787978626030346
0.38942886354726325,0.8207678350780458,-0.402109281492305,0.09298249436805052,0.03114537327715271,-0.03541835551027552,-0.03836905305528466,0.014758290112065172,0.03540574545115296,-0.083133163205732
0.4128390725121431,0.7773639807666304,-0.4495392812495108,0.0776601583560858,0.08000265853307209,-0.10530981927230965,0.009546334282007131,0.032240165419979656,0.009085543812272825,-0.07200591429101967
0.4097901295070975,0.7486291291947288,-0.4742260830900554,0.08051751729391568,0.14077327367331563,-0.128711849092004,0.07788092269009438,0.027627763781832976,-0.030648119125697208,-0.029853444207461357
0.3715537344066903,0.7216736202806369,-0.51931111585756,0.0669114701980345,0.1745679110359829,-0.17262227666445668,0.11492267559023434,0.020810881545084634,-0.03799412926834508,0.046887584913304824
0.3585185214723149,0.698385389705666,-0.5305591443176647,0.01641911679820021,0.18449099781640477,-0.1852626255148117,0.12511007151304074,0.013729670724173753,-0.050459393537869116,0.11798913105546906
