mean_total_precipitation_rate_min_PCA_1,mean_total_precipitation_rate_min_PCA_2,mean_total_precipitation_rate_min_PCA_3,mean_total_precipitation_rate_min_PCA_4,mean_total_precipitation_rate_min_PCA_5,mean_total_precipitation_rate_min_PCA_6,mean_total_precipitation_rate_min_PCA_7,mean_total_precipitation_rate_min_PCA_8,mean_total_precipitation_rate_min_PCA_9,mean_total_precipitation_rate_min_PCA_10
-0.012291638941112435,0.276730276227655,0.47640197362402625,-0.047529268546927475,0.5477075351735433,-0.15718706279075592,-0.44395208181571444,-0.24903828654325166,0.059189477870961155,-0.04431929091410571
-0.028542249780527145,0.25277284800866767,0.7175447373080611,-0.0027892483212210183,0.4259944020142365,-0.1339589507332681,-0.3500842509686882,-0.15032219197352734,0.08983747899624304,-0.08059822422545489
-0.05036371749970805,0.30400493004224866,0.7739676423580824,0.010927202633118204,0.41478948426728435,-0.12177844501022822,0.033671662543991836,0.038413361367498094,0.014052725589233211,0.06011248050446229
-0.11629054866961454,0.563651716832843,0.6483413828234944,-0.022043821676179017,0.0984367396183284,0.054178791036239606,0.38839468010764117,0.17972024358745411,0.11602444616779953,0.009531822200332558
-0.1191417270671105,0.6433480854586838,0.5581890744435961,-0.0475942492259525,0.059648503512639096,0.08243367588926091,0.34227941135560824,0.2064780975574588,-0.0019992136099221177,0.12653062793222689
-0.0810453611049001,0.7864781965831272,0.27304017133823333,-0.0015722398774177175,-0.3181404011540575,0.24492788850088065,0.12147266720036393,0.1635042558142322,-0.1207702552503672,0.01943611327728316
-0.05729795693745188,0.8632580828492575,0.21444933421130766,0.0415999183069638,-0.22904926580407844,0.1497858245516347,-0.06456683820051479,0.06164643410098455,-0.15342401851998655,0.042280391628038934
-0.039269449283217156,0.8231330177850744,0.03796507537992144,0.04893823053442724,-0.3633928228854738,0.19134516755846764,-0.18857180844600352,0.017320136875142455,-0.2563818239984756,0.045522908709426935
0.03918973852529277,0.7440542082749336,-0.160421284252028,0.14280044329678485,-0.32862871306324454,0.15071271141049575,-0.36990708495741387,-0.15046098692805662,-0.21586361023375697,0.07592827788497934
0.1445325121064129,0.826297263419462,-0.2015347827204214,0.26742967256294214,-0.16524753692211347,0.05763344355844302,-0.18719758751446613,-0.20881122070586683,0.11029097318631903,-0.005872720854173961
0.08218500037631189,0.730947547319385,-0.3302897030258995,0.07592997832786044,0.005731222321894522,-0.1358569723625473,0.2148550380044588,-0.028363265917649143,0.39933173486401047,-0.25254659414940617
0.3526172354116059,0.6925679854853722,-0.15372339283616204,0.11171413429430747,-0.2419865167103628,-0.0014496306214208624,0.023602675611922377,-0.17836219609287085,0.3676072988956996,-0.23419867467982083
0.4663236965761003,0.6766373748661,-0.3348352386791311,-0.22263937649609966,0.09336465253858253,-0.23655955448766922,0.12823091619315136,0.019596791830991202,-0.006329752463221998,-0.08124957655838053
0.20788139510867576,0.5397458225006381,-0.45897089223426757,-0.21882671969223377,0.4078302228863147,-0.3332347179702604,0.04388649232980644,0.11210699135557682,-0.0937652983684424,-0.01431009552517276
0.17692675692136184,0.5220460928747169,-0.5026994749933883,-0.1944110313277184,0.4728916247046556,-0.3340591505452518,-0.026777571076267114,0.10548836231869306,-0.1345821756588868,0.10124663260560697
0.4333458986168258,0.47141467441872636,-0.4794147232737064,-0.10565261534970428,0.45083684559263637,-0.156687640679692,0.008593816679613417,0.16150900846885083,-0.12798439035133874,0.16782585156971427
0.6439247300763391,0.03155580186806692,-0.15991057462665642,0.13974794167857563,0.40915543221031075,0.5821402697729615,0.02519860773066177,-0.06745630659835321,-0.06578018546819843,-0.013519455697696348
0.7422770212882435,-0.0025604834532379304,-0.07047615604673672,0.08639167445635469,0.30744255585956254,0.535174127578937,0.08225481286295551,-0.11510814628506438,-0.09170175171178391,-0.04856665919277185
0.7559481263329102,-0.02490240076224249,-0.10446929302100125,-0.12484623134393837,0.23876845916918912,0.518304467503083,0.02838153916923763,-0.001512564526277258,0.026865975433176845,-0.07836055922728834
0.6032281391438861,-0.09947770262865115,-0.09551867994883341,-0.22187697851367735,0.2181990300143069,0.5874402427179843,-0.17146219025003448,0.30811959618026713,0.16906289884690245,-0.0386754941958368
0.6582525112979374,0.0023986112126362447,0.016589160776303624,-0.2231469327948113,-0.22742130182052966,0.001817005557553516,-0.39581288643560264,0.3954145783554211,0.3083621454990835,0.17775043905445156
0.8419215873083893,-0.07838701089378197,0.08278638500770098,-0.260906823451664,-0.19990275151854012,-0.11906231978198673,-0.2118845752479239,0.20690356655894718,0.2025263345562815,0.08304762481180972
0.9107220948628645,-0.06154600209711538,0.1522540336059763,-0.2014704587670929,-0.175382586226862,-0.22448107075529442,0.03827256211392087,-0.09470109165809716,-0.04345456988652977,0.014818574609641581
0.9742434568112477,-0.08078991656096682,0.07470191003503429,-0.15038917263646126,-0.08361778217058338,-0.02595734871431247,0.05352834551506611,-0.08998977816834622,-0.026502906237922803,-0.001341614593254287
0.9652670224230885,-0.054062115107853366,0.16555149924958873,-0.1071887440852994,-0.006200551689658103,0.03435477354521972,0.09274963239780737,-0.12213513296011755,-0.05851390189623182,0.02053302532382473
0.9553468653968135,-0.0494170829008334,0.07946796710975533,-0.10403652420575568,-0.07529775319346722,-0.042720919825774153,0.12686462800981144,-0.15029087461324372,-0.048281213396892904,0.033155438211050665
0.9311755941988614,-0.04122002831926843,0.12073560924313162,-0.08467170494439562,-0.13356937425231075,-0.18087363201988638,0.10780067078556042,-0.2007641878561892,-0.05956424563277066,0.047334709486530735
0.9320893874874054,0.006154166782875852,0.07370701458788352,0.13791590103515808,0.02596625817356656,0.08408542501869931,0.08708144618956797,-0.18450209112331264,0.03933206619653844,0.047954169196621356
0.9359608986326521,-0.053865839139344604,0.16490315696963995,0.0197383945475524,-0.10675482017057217,-0.22161534033998107,0.06734078605114302,-0.10120973233777482,-0.12662388965185487,-0.02655267679169391
0.9254784996238271,-0.11579954600846648,0.11323373756602166,-0.058482456762845636,-0.13933988045822718,-0.13169555058633037,0.010983177011194072,0.009147759116278985,-0.04137953735834915,-0.012252883809889863
0.9585691388221108,-0.13985719095371596,0.13835775294712593,0.00440667530214708,-0.09266038079508745,-0.09198832041334414,-0.02658254040906951,0.11706468774672982,-0.08632843740780799,-0.0649290907935714
0.8685159535949623,-0.15508473778059284,0.16104434296820008,0.07347419455405031,-0.1441113555777561,-0.26214209842943426,-0.07522874326336845,0.24114309091955838,-0.08067067657498715,-0.11930882238868731
0.26098384138967085,-0.11989347968914316,0.044577635082388316,0.7944089566485227,0.09576421150434891,-0.11643291912093001,-0.07890667231943173,0.329381996792284,-0.18453151984248184,-0.3161394976865719
