mean_surface_latent_heat_flux_std_PCA_1,mean_surface_latent_heat_flux_std_PCA_2,mean_surface_latent_heat_flux_std_PCA_3,mean_surface_latent_heat_flux_std_PCA_4,mean_surface_latent_heat_flux_std_PCA_5,mean_surface_latent_heat_flux_std_PCA_6,mean_surface_latent_heat_flux_std_PCA_7,mean_surface_latent_heat_flux_std_PCA_8,mean_surface_latent_heat_flux_std_PCA_9,mean_surface_latent_heat_flux_std_PCA_10
0.6417613339413353,-0.5018706618627136,0.21749346218489135,0.349632281429181,0.35157844270625166,-0.06489493988228981,0.16710188377395205,0.13506419563336905,0.0026040833446745555,0.03530217745903817
0.6856052655675494,-0.5396883137205439,0.2387816657614386,0.29083665665777203,0.2736072666211595,-0.060335414533006115,0.14751738216446175,0.09244622075404166,-0.00789099736240753,0.02456527424369603
0.7328634208179905,-0.5674559954608942,0.2329768206164748,0.23173081600455414,0.17784113187388886,-0.0287309387787706,0.08382688536492242,0.008004653308117123,-0.031241876998945307,-0.013753760260655508
0.7532624239936958,-0.5655383685670075,0.2516621987516565,0.20458258310900163,0.08752504652764098,-0.013943810403573618,0.0065933129229294556,-0.06632284552926038,-0.027035026432074553,-0.025838217654373517
0.7819160293779842,-0.5376308404455505,0.2544765110106247,0.1765396400933781,0.01500537054461845,-0.0019072483101346101,-0.05047995546078121,-0.1086807060654346,-0.011143613603102238,-0.026401623876511748
0.8002653363900604,-0.5100089973223232,0.2561934405490935,0.1437232838235083,-0.03622219267056628,-0.006004452317426722,-0.07946203646437672,-0.11594323116792854,0.027014766250317672,-0.05807356195535969
0.82913358061769,-0.47927570757897753,0.22232466431055878,0.10424445265293103,-0.09693958186727394,-0.0038579623632483944,-0.10574402995680027,-0.08831088131505047,0.0590111463176034,-0.04379601811257421
0.8554029091240457,-0.4491217495644129,0.18303262309923274,0.019968205939517456,-0.1362584955744818,-0.015840343065476905,-0.13266864263732198,-0.03827435594726231,0.06892029746988985,0.0004706033184820088
0.8753454729933345,-0.4186020247828628,0.11136508347205781,-0.06958360058609964,-0.16844565360392344,-0.011259489548515833,-0.13152015240730439,0.013982243956080317,0.04953504827083174,0.04924431069890252
0.8868354902379451,-0.3707624282416301,0.06484198748889562,-0.14299898846672243,-0.19795927741577415,0.02596256000904455,-0.10289454052010545,0.054188739185723214,0.0010696371236369074,0.08525084388103804
0.8811568962390527,-0.3506778104334526,0.01688949890527909,-0.21604957738276073,-0.20618319092125567,0.052986663464429845,-0.06543512447980974,0.08742718535875693,-0.040212033726608365,0.0712520288358553
0.8841752913066971,-0.32997941964491057,0.009321388349682234,-0.25112476254220295,-0.19441597904770547,0.05084125094467174,-0.02250160661068489,0.09495927724455196,-0.06517631265693997,0.049246918554769405
0.8781217914628276,-0.31072633149604173,-0.014943560982086363,-0.30884387735458374,-0.15934954600591253,0.04909133900344004,0.05114286297531425,0.0581649375991284,-0.059096744260828636,-0.008381469142746477
0.8778174759167919,-0.2602075464266953,-0.06302064728326953,-0.36896530037668285,-0.10107330975180773,0.04062626141500362,0.0994098141438004,0.0307345112130469,-0.05254065515188373,-0.047407650279059674
0.8672976242928699,-0.2105214884505563,-0.13898082481731452,-0.41133917677469406,-0.017664084037126094,0.019700852629887237,0.1337499997171693,-0.0023204262877112806,-0.019245893258910823,-0.07124383764771045
0.8451114988966116,-0.14294489784378084,-0.2422242487290538,-0.42689548779569525,0.068908963160147,-0.03476562766342457,0.13129231307152806,-0.03886938288994895,0.023516789859778273,-0.08742612368363001
0.8451334675785885,-0.06468141644263613,-0.31704477828515715,-0.3621815715407823,0.16788136422741912,-0.1010557393685493,0.09041101398175772,-0.042360417904926555,0.08446935874878048,-0.030817553134424823
0.8507736731286581,0.022295348811754975,-0.36538174691972397,-0.2486037036580612,0.2639714254123764,-0.12108556608475594,0.004408055572158918,-0.0422062220117876,0.05723113495732445,0.04602309620962657
0.8520337195771792,0.08522139484424963,-0.39099341068824484,-0.09963985745045391,0.28902711349661775,-0.09366043182569993,-0.07164270842568382,-0.06887244714049925,0.026554510236537494,0.10668617210933624
0.8645000260000577,0.12232073741836132,-0.39729972926728463,0.06966235291962358,0.24667057560839703,-0.024776176513150516,-0.1276354723297138,-0.04672387905726225,-0.041759080772982925,0.055813587967153896
0.8492725537383976,0.15580650549150185,-0.4080327582989815,0.1891271094052576,0.17481455638117685,0.055528658633927176,-0.15365982246927626,0.0028709751875362175,-0.0872432927156795,-0.002637356144589571
0.8404480848764484,0.16900134660924335,-0.37786996003214457,0.2706476909224081,0.08622201733924677,0.15356923567950065,-0.12695108837729432,0.05336069931083653,-0.06606731160022489,-0.07945534045045873
0.8358761771298058,0.19936044240230263,-0.33985921142131476,0.30519104849276435,-0.02954975962120956,0.22152045215710447,-0.056567065082311255,0.06723706227894569,-0.014277516866097828,-0.08473815325073879
0.8380245065013149,0.2318983098786077,-0.28427536998202774,0.3146846393261208,-0.13466934836630418,0.21355062890406665,0.04818103308282984,0.05145087403253902,0.08120178359327668,-0.02322620184997554
0.8467467303724638,0.27354520573249486,-0.21482229173244707,0.29211895906579727,-0.20577599436235156,0.13951079500461627,0.12722666935442678,0.006306356651077766,0.10106446308524769,0.013371720857895937
0.8458211349593715,0.340733608011687,-0.13735013994433115,0.26415192767215706,-0.24144339831228817,0.036858209023103515,0.1592292444407191,-0.04070406310132424,0.04781208929946132,0.05912158574423257
0.8265040219526176,0.42193032943009806,-0.06072609382591784,0.2380185000584821,-0.22943273658689123,-0.08335782388538333,0.14466638431392445,-0.0729729052573374,-0.018804825855529034,0.06404634356220759
0.8015080247388849,0.4909785146537932,0.021132725994404328,0.1792213875891135,-0.176861479610319,-0.21690344581760937,0.07746336226588348,-0.07250980258465199,-0.08134026660854185,0.004868818128364
0.7644532375985763,0.5427951563316011,0.1013303094893188,0.09965440139306435,-0.1095432999184432,-0.30160286992666835,0.012887768916646149,-0.02954465813619325,-0.08923903323561452,-0.03579987565878137
0.7456649013790958,0.5800527259819765,0.17493955751077173,0.020987915542548575,-0.058570758041601396,-0.2831281463033583,-0.04555407161528696,0.038063166148584716,-0.022652604819520198,-0.03393758789387551
0.7260906140229373,0.6022400487806441,0.2409685374036576,-0.043602518266929784,0.006075142431746,-0.22530456318787892,-0.0640764236696214,0.07030085129034253,0.03049873525923695,-0.022480903623750735
