surface_sensible_heat_flux_std_PCA_1,surface_sensible_heat_flux_std_PCA_2,surface_sensible_heat_flux_std_PCA_3,surface_sensible_heat_flux_std_PCA_4,surface_sensible_heat_flux_std_PCA_5,surface_sensible_heat_flux_std_PCA_6,surface_sensible_heat_flux_std_PCA_7,surface_sensible_heat_flux_std_PCA_8,surface_sensible_heat_flux_std_PCA_9,surface_sensible_heat_flux_std_PCA_10
0.899248603534273,-0.3673156838246858,-0.10564059025936741,-0.14722147191346105,-0.1526253009399515,0.09050840859395279,0.0680877445418439,0.01744290983853569,-0.010352087696011897,0.03998421982163469
0.9076446412362466,-0.3579339442401994,-0.1261612685447524,-0.14648100698649943,-0.1338413185187901,0.06976249998319264,0.054756716035692515,-0.002721083966935268,-0.0036395033018607804,0.020065292684949054
0.9164488958180089,-0.3495053042754577,-0.1451099138837344,-0.12782689770093633,-0.1073445293192422,0.04729497097349689,0.03201127607619583,-0.026117161429664526,0.004358534168110505,-0.0045184650854537675
0.930205319936156,-0.3314114153653403,-0.1491890812520272,-0.11065828701639664,-0.06317636059918806,0.01969857759664833,-0.0053390324659639225,-0.018814560169359965,0.013379226379515729,-0.019870439612763163
0.9374382302837473,-0.31200906400100065,-0.15796443691331663,-0.09169974025817677,-0.02550046130271445,-0.03039921676785925,-0.04880806259050758,0.002005375507346052,0.015921885656136416,-0.03319821979731
0.9429369603303412,-0.2937969148852776,-0.15518268060233803,-0.07273796737064028,-0.004646173283463696,-0.06613031388547552,-0.0679657160557232,0.018011901367381882,-0.0016145194017759257,-0.033389771993853845
0.9473805915728342,-0.285696099274581,-0.14369865101178192,-0.028579659754359298,0.025009701396536646,-0.08445743904802822,-0.07523848421369157,0.020143640116827895,-0.02032275678480823,-0.016212168682606914
0.9537317534194235,-0.2764454749008874,-0.11875808612874382,0.014573952268415466,0.055794331686501115,-0.08364393687741647,-0.06128152719076703,0.016136974817018694,-0.019253321216837167,0.0040223657695412545
0.9644354599957671,-0.2534529242237061,-0.06556655816518966,0.04775345207951567,0.08764247064526216,-0.06944396717090107,-0.030987984710874522,0.012422678973121173,-0.0015788595860081942,0.02685005990356134
0.9667212296310417,-0.22899373023883782,-0.04443747985506216,0.0697902415216281,0.12730419538274032,-0.06788444011546746,-0.007631280284000227,0.007021898547106982,0.006316151601316268,0.02712663126146121
0.9686034332866387,-0.2075918813497497,-0.02936661983608582,0.0902860852268859,0.14604810272632351,-0.045490698194945216,0.027222260487363037,-0.013451069182701005,0.014218354274224422,0.020512019038077138
0.9721934280228018,-0.18176036038957544,-0.016987133995469285,0.1003987853100363,0.15078354205320035,-0.007217032735671263,0.04580991717508326,-0.026180499660227598,0.020251880434883962,0.02375308833531435
0.9752077737828488,-0.16801398590397396,-0.0038375842114099267,0.12084803047383058,0.12865493323312863,0.02839846973839814,0.05376567730730881,-0.027171566007391255,-0.003067038045433181,0.0052232117229300675
0.9776436863872946,-0.1525929913491166,0.03727057635160875,0.13827266605286648,0.08814452150832223,0.06041931685651788,0.05947109299460542,-0.025747730404897307,-0.006177311344003258,-0.018257402151008812
0.9739184882284168,-0.1424801802479429,0.0917626939146272,0.1582725605613435,0.032365074929433316,0.08601236834410088,0.06102382517641557,-0.008016737723504041,-0.008322534327155871,-0.034568955120737585
0.9675881216697321,-0.1286813678789761,0.16523974110691733,0.16377467428510573,-0.018893780586487188,0.07082512415179389,0.03880513603326308,0.009872759809976312,-0.00993061547586964,-0.03620400220278069
0.9513422853296678,-0.10479479159603028,0.25595789774841665,0.1493078002156579,-0.0740271060916815,0.041801875721035574,0.006646312954305382,0.06169904303268183,-0.01670192866218527,-0.008056486778961964
0.941698699713768,-0.07599677231874535,0.31018933083814865,0.1073566469667887,-0.10139483251455714,0.011088084757630746,-0.03277993532134462,0.05632852392341831,0.0042790545924715736,0.01568520096264325
0.9355916201561085,-0.03526669824818993,0.34217428204177497,0.05082463214338551,-0.11195069252256006,-0.01811917559671706,-0.059814954014004246,0.040612319795327666,0.024772739928698356,0.02354675910286004
0.9424551919529542,0.012432877153455037,0.3355185510031988,0.0005539573029279467,-0.09479676083520679,-0.037452432743964786,-0.05342158762324135,-0.015016746463720773,0.025263732351276266,0.00818132823139048
0.9501830761610702,0.06536277612596426,0.30562562523472775,-0.050998317893306076,-0.0514829696709108,-0.05368256752848828,-0.03153861462385847,-0.0682218425290315,0.012112564143420181,-0.011158346209569184
0.9514922823997882,0.11973409033094158,0.2768981935895635,-0.10184880026160098,-0.022737108908064182,-0.05241666771234306,0.0021697712227070768,-0.07158387851456467,-0.009926780124394793,-0.010678099246374355
0.95040300851911,0.18349348724781794,0.21348179523091582,-0.15460006964111242,0.0210234324661794,-0.05568907396493551,0.04397025978796192,-0.051819168783083173,-0.029341906342246662,-0.007140298332562841
0.9416764053148133,0.246573466977144,0.14506371137491852,-0.1862783329573074,0.04820631942174449,-0.0568688889866726,0.07022268069873165,0.002797726458802653,-0.03134309656756707,0.011521871802973399
0.9389721621703558,0.2803258976530707,0.07872347838029607,-0.18400971022961018,0.0887018778056994,-0.02631122155839219,0.06052749780088313,0.04945525142446199,-0.023130018633376184,0.005839041184333028
0.9411523660792822,0.2945318145907616,0.01780595943957633,-0.1539427732762872,0.11326762750156694,0.017048167146106772,0.026642009540915845,0.07000498384054067,0.00804900494918451,-0.010607232517942745
0.9467925106251123,0.289178882374446,-0.0157486713257244,-0.12273433210296825,0.11102716867967652,0.06476297176375395,-0.011712505168701462,0.05320382892798262,0.021996100817309888,-0.009240039253656051
0.9552988192675497,0.2632181900216896,-0.028337527077632502,-0.09002129321641268,0.09075126188890958,0.10611399817118866,-0.06098967023136587,0.008364598862398723,0.03694076564740184,-0.011089091554689711
0.9582614763694214,0.25635516869062774,-0.05979622606423886,-0.04120887564219146,0.05331461733488124,0.12015259633949116,-0.08427447842464413,-0.030630742576715258,0.0227129406642466,0.0029671246508558894
0.9521030019495125,0.27958245060987535,-0.11821144427589236,0.019876376133145527,0.017948236876564227,0.09010041514824019,-0.0783118856153535,-0.03426064016365818,-0.009748143467088452,0.019145955563755597
0.941036566750863,0.29708281411845405,-0.15241494914709322,0.07924090265558613,-0.03129838060633397,0.061391471263596,-0.06328306464710905,-0.030395881808511722,-0.03565640130100393,0.01975668372328631
0.9293927367867102,0.32026639792276257,-0.17714060377259905,0.0982872487646515,-0.0661551943402499,0.006651442444078111,-0.03376509992989288,-0.019102807509308803,-0.03972960562384741,0.017524207094983826
0.9178599999942022,0.33562859680584756,-0.19329011976929236,0.11103606019663012,-0.08275485241749721,-0.037290506313756924,0.003937880510813092,0.011535010520639884,-0.03994379626633231,-0.006719263433704817
0.9088362695888024,0.3472275693229871,-0.20750851150137906,0.10000488978135957,-0.09586721937481024,-0.05807941578816981,0.02789840458333559,0.023326825050607052,-0.025131824756183634,-0.015343548088803248
0.9062461108596958,0.35624354002634473,-0.20215537515545834,0.08388641455000563,-0.10249140549402028,-0.06916495116701825,0.06028339614108014,0.002809281045561489,0.026211454010984552,-0.008629121756452135
0.8998158301929132,0.35143008946220294,-0.21405786873003127,0.07902784602153888,-0.10122703404858671,-0.07882412047463508,0.07113908461851651,-0.009120267571643621,0.09009408635906738,0.005150406954222459
