surface_sensible_heat_flux_min_PCA_1,surface_sensible_heat_flux_min_PCA_2,surface_sensible_heat_flux_min_PCA_3,surface_sensible_heat_flux_min_PCA_4,surface_sensible_heat_flux_min_PCA_5,surface_sensible_heat_flux_min_PCA_6,surface_sensible_heat_flux_min_PCA_7,surface_sensible_heat_flux_min_PCA_8,surface_sensible_heat_flux_min_PCA_9,surface_sensible_heat_flux_min_PCA_10
-0.9124482556794157,0.25183394328322595,0.15760951279380228,-0.006830852947573515,-0.2712878243090604,0.03666738633206594,-0.11564319357783491,0.017589939575117338,0.04754901490521397,0.03209108061299688
-0.9274057363667642,0.22698224594488361,0.1887073214529735,-0.03361559409549428,-0.24335026167016421,0.029440815169970443,-0.05344105611957081,-0.0032759266051330276,0.0344359930452601,0.04250572881204057
-0.9398117895619322,0.21661651799680573,0.20788470075392343,-0.04329070366528597,-0.18732159843764903,0.03960867587231421,0.009841100189957337,-0.005585532542007254,-0.00986773446165527,0.015259843316944006
-0.9502001255188942,0.2019603712987631,0.2145927480922927,-0.05458175779427706,-0.10396368210285489,0.046186517189805626,0.04978291424570372,-0.0033501199712507525,-0.06699924985775195,-0.019828600856073714
-0.9495537739418762,0.18355280887327152,0.25007122980991536,-0.05359414666267137,-0.016339527509205115,0.038981242157768006,0.08310133313617417,0.002944894159982509,-0.06040335336243579,-0.03195053492196166
-0.9423749680648493,0.15257972151132274,0.28106985187555855,-0.07521528308273943,0.005545714692839879,0.027119449224961317,0.09611599616982645,-0.03502886655783311,-0.06630834094569195,-0.03787179701554017
-0.9427275587413974,0.16876183695882374,0.285696280470255,-0.028709353040275946,0.0613848759770786,0.008458605922558218,0.08895388459178445,-0.020027064268067496,-0.009490722120895231,-0.013947439814907776
-0.9446470996191072,0.16114975319920236,0.2662703820838377,0.007192356757308235,0.12248379965790213,-0.02388358045057678,0.06996844831436881,-0.013957260681583738,0.0345108430839382,-0.031301048471741776
-0.9512041979261937,0.14804734953110876,0.25034681987770413,0.01019688127651788,0.1300640271950816,-0.05286558711189019,0.0028180648385966005,-0.005800430544781871,0.016242464290601367,0.0401484616851763
-0.9659092011067673,0.08668421709269067,0.20012404499999079,0.008109619505009774,0.16853703081268598,-0.03689630635691891,-0.006722711506627645,0.028251614326427706,0.003962424032797816,0.03900339027155538
-0.9731800952275915,0.08126347289641846,0.15714271030889446,0.05513773570968396,0.15929364459359271,-0.020871092738677967,-0.015805222947619615,0.053185445729763296,0.01254115031421305,0.04168432422937294
-0.9697955027628559,0.13764309094951624,0.12472648528008183,0.09326022338610168,0.13154563373457687,-0.022449190650757758,-0.05473885274122484,0.0496487813297679,0.02393608768545141,0.055495137962137654
-0.9727726402478964,0.15678688588428938,0.0554359331710304,0.14025906423386655,0.09534822960882677,-0.016953206282598613,-0.082895070363023,0.027297545842519238,0.034174946959969456,-0.006279557483941879
-0.9661202334854879,0.14954995544161911,-0.026043257192061124,0.19409784658744436,0.06024330237389635,0.0011573635428557185,-0.10921972081094618,0.004288825446397549,0.020274331994819685,-0.05434804529234266
-0.9504901000653749,0.1787062680852307,-0.12855631953690244,0.21566736872481404,0.018496277345029632,0.0389722906438288,-0.09039806168484653,-0.02426019982099249,0.019015359848848876,-0.06457779212360398
-0.9340899002051721,0.17290698701881163,-0.21823963300969118,0.23259980085532922,-0.009471033741272622,0.006852557180307255,-0.04165069573468481,-0.050780852496181916,0.0016240450963168713,-0.04953067531089824
-0.9161764542732086,0.1601328186691994,-0.29576367176935153,0.23237716769449931,-0.03556332654987237,-0.01958429772393437,0.0011761859862069255,-0.04268348864396824,-0.04926658308285239,-0.01908661724569339
-0.9122322969104187,0.1570946269445062,-0.3494724804392669,0.14962376590830742,-0.028934538740594942,-0.060623036067657524,0.04059788755320393,-0.004339273873898675,-0.0734073295131749,0.0357869885543058
-0.9097468244071217,0.13870611219213352,-0.3782099858178587,0.08153249457381845,-0.02846847038932882,-0.08370087304141853,0.07098971813730649,-0.0009688323588301687,-0.04558740743337559,0.05490650147929774
-0.9292222998292765,0.12359936799388972,-0.3490145271324684,0.002778278297533031,-0.020670844650882515,-0.035063556645043806,0.07789947797608093,0.034533218942938884,0.008859923665841589,0.06631032183000274
-0.9497937993987592,0.07991532619680959,-0.28137278742385874,-0.08251051851828366,-0.005306043422834309,0.007033135048917502,0.10880100422433542,0.055588126905555146,0.06608514400468771,0.012407540782614293
-0.953428109990382,0.07202522557633892,-0.25350226608942134,-0.1340679446925576,0.004106144782198448,0.020085856567703682,0.09282430027380587,0.02596760515862376,0.07268553663933548,-0.04991603770759349
-0.9555740636553898,0.05449113344889688,-0.21152260588633295,-0.20320291788293704,0.009076741816668324,0.040995729903968256,0.04756829427847428,-0.004520595053215997,0.057576536822507546,-0.060606279637721146
-0.9474234448669403,0.014526245245170329,-0.1590476737243437,-0.28192436221150297,0.03178347586793216,0.05913273933415764,-0.0127454725820727,-0.044408888922707696,0.05180248012310874,0.006346009459656478
-0.9332002511485263,-0.01184116219535468,-0.18391542252815823,-0.3010171363331594,0.04421684940152077,0.0799889363185703,-0.07263211554436641,-0.05940397304996852,0.00548274859118467,0.013730874731381114
-0.943952546921075,-0.09034922117753129,-0.141685813180099,-0.22995516364200666,0.08462247240022312,0.09169383868667155,-0.13794777756297508,-0.014357047249651866,-0.07990430064272393,0.009653538528174792
-0.9583654357418039,-0.15678072468990736,-0.0772382994111457,-0.21818209307450062,0.05914059835073174,-0.0017231334338753896,-0.10204555720761953,-0.0004304061686438641,-0.04947973510435394,-0.001356518742897958
-0.9548865938419326,-0.2383499292931557,-0.019435850610096818,-0.12362894105180591,-0.0211361720537658,-0.12490317675742538,-0.0319460744498989,0.04341572295550112,-0.07777518781756426,-0.021358475226750943
-0.9337022314968375,-0.29571446014339214,0.016303416754358202,-0.09043099637283894,-0.05282115279775971,-0.18738436326031838,-0.016189294565284507,0.07630893207172944,-0.021767449840802488,-0.02518840177504933
-0.9136823197046812,-0.3505598384083222,0.09262333960994863,-0.050254451990505586,-0.05962118774868474,-0.19151762762846383,-0.011570645399533412,0.028068852447867484,0.04668180240843667,0.008545202518711766
-0.9026648500348299,-0.36694166467986333,0.09660329783842464,0.04313318476740863,-0.08103554155728865,-0.1937721325004798,-0.006639143659177416,-0.03270170850544119,0.02529925744075501,-0.05175751592225701
-0.8953824294743811,-0.4157718979623132,0.08150415432307179,0.11086214682858177,-0.03946451602162052,-0.049220908341564694,0.022267810331090473,-0.1173022093420929,0.022856256238277035,0.028079759409703826
-0.8907345465125077,-0.41592018041486334,0.051158483449355426,0.09222328645601112,0.029607003719965514,0.06612140317438389,0.030700129536146856,-0.1749636239858084,0.012059780627134585,0.026489962564108575
-0.889558720970653,-0.4195083297966861,0.04558651701944387,0.11702342847152378,-0.001629579609613587,0.14844038317951824,0.041692952115834285,-0.055658812849754706,0.005145158661615129,0.03603398138190031
-0.8720446517998014,-0.4270964462852516,-0.0022843564649535223,0.1296637294254462,-0.02971650285267565,0.19579618440730945,0.01284321631013344,0.11520581478396165,-0.0011610444724255735,-0.016608281651498833
-0.8641383223714719,-0.4419874167394471,0.0282143074085645,0.1428338117406061,-0.025420524811875386,0.15968417548957023,0.028303356295416193,0.1469674078500305,-0.013976863210731638,-0.00297586453909727
