mean_surface_sensible_heat_flux_max_PCA_1,mean_surface_sensible_heat_flux_max_PCA_2,mean_surface_sensible_heat_flux_max_PCA_3,mean_surface_sensible_heat_flux_max_PCA_4,mean_surface_sensible_heat_flux_max_PCA_5,mean_surface_sensible_heat_flux_max_PCA_6,mean_surface_sensible_heat_flux_max_PCA_7,mean_surface_sensible_heat_flux_max_PCA_8,mean_surface_sensible_heat_flux_max_PCA_9,mean_surface_sensible_heat_flux_max_PCA_10
0.36115465677866415,-0.6808497916222443,0.4558998341215063,0.3037794837924702,-0.12575879134309936,-0.1520926136517632,-0.18966729356651527,-0.15695573523956183,0.015230001868998222,-0.11433678579839777
0.37503549954859267,-0.7670879294255614,0.4436925617059336,0.1727146208149804,-0.04935960063931945,-0.12875842905085447,-0.1609689368400835,-0.016363956562103092,0.06767338753231028,0.044053032959133605
0.4200965686057248,-0.7683398149009144,0.43883394342758736,0.10822533016681893,-0.07214023168305862,-0.05977953908479154,-0.09765358962325438,0.061136261167929674,0.0591450105723627,0.11355653341264824
0.48102749775745446,-0.7716792239107251,0.3608270452679131,0.06914194909509219,-0.05720218876656045,-0.02729778527260512,0.036226747879007024,0.14094475926557537,-0.03439760096514414,0.11811574679682675
0.5141280131564434,-0.712306334942905,0.31320202072208586,0.17016632198920367,-0.11284478989835489,-0.092575021587461,0.11060574323251393,0.035191697772161676,-0.23423622913763206,-0.1245370152633609
0.56077945640575,-0.7442195346016806,0.28836606852302965,0.12475322699217202,-0.05067224579127997,0.0977825510743074,0.130236244624476,0.08916555827479686,-0.026847455818632533,0.012678471920850178
0.6365640392417434,-0.7041120093473812,0.20532377536709376,0.11511791310304731,-0.029620939969260553,0.13556119291084387,0.154698628840639,-0.023719585797169575,0.05234997325215988,0.0015944208344800858
0.6938297659393663,-0.6667908277650662,0.1317459288231669,0.0327500439750818,0.04328245319998543,0.14863379505010174,0.16610356465251108,-0.028777704597639907,0.09264731590411615,-0.04747623470972679
0.7473116646497945,-0.6072082350599731,0.003495452819981913,-0.09701040306862599,0.11189017226828599,0.1579602289321988,0.07110269591775682,-0.07702396291506153,0.09003694415816593,-0.03872239450321049
0.7492500427977989,-0.5687071746789677,-0.05846482997326993,-0.2165315006789506,0.14170901553037435,0.14890951569809116,-0.022925314173587737,-0.10893901279087202,-0.02406716095222772,0.04245420582419962
0.763383073890868,-0.5108948353384043,-0.1341363138405002,-0.27067924881402033,0.14609619950228436,0.1421100272623827,-0.10357633443473355,-0.10109868080806762,-0.06044560778663773,0.023576704489929084
0.7914020042830902,-0.47641932714479923,-0.17848181384953662,-0.2724056836414663,0.14811559687036463,0.05192986734420572,-0.09106327275330336,-0.022708062290486015,-0.004877945855499655,-0.047113575814553624
0.808397588150082,-0.414905079136462,-0.19400878750692102,-0.3245148303919603,0.1425213660328,-0.01249700509296388,-0.09138587131134004,-0.005902826856751512,0.02150158751922663,-0.057542001792143624
0.8373632540919008,-0.3683256507459907,-0.19145587610317708,-0.3012447468171537,0.11582928694611182,-0.05065005406099115,-0.04815186083559748,0.11561007795448168,0.04600272013466953,-0.05768110977370102
0.841949800273525,-0.2946497505284701,-0.23688338757558408,-0.3229393505266193,0.09784923542602154,-0.12584574724897593,-0.02817362268410546,0.14763084508496793,-0.013020885841190504,0.06537872575978813
0.8572634144218114,-0.2393735999813984,-0.25362857938085603,-0.2893794313366834,-0.01772199578225146,-0.21165373212080235,0.053094051392429564,0.10059049502401853,-0.02534056294758722,0.005630314206879217
0.8790727621887906,-0.11786444635133793,-0.34176521662931236,-0.0960669500276621,-0.12970295590365208,-0.20490696326324268,0.0643683675933834,-0.09694525434003373,-0.084938146048023,-0.014728791062303482
0.9009966711263669,-0.039165190617113606,-0.3325208261435306,0.05304385588715463,-0.21145833942063388,-0.1174302455134553,0.06834239495868631,-0.12891219849832342,-0.02119856411248395,0.029879856792084807
0.8776634347295267,0.07967728647187632,-0.35485608131518137,0.13025426892085548,-0.25071886688231376,-0.042243998765595966,0.026245551538342765,-0.10845123065821284,0.020839169949189454,0.07633526187886067
