geopotential_1000_mean_PCA_1,geopotential_1000_mean_PCA_2,geopotential_1000_mean_PCA_3,geopotential_1000_mean_PCA_4,geopotential_1000_mean_PCA_5,geopotential_1000_mean_PCA_6,geopotential_1000_mean_PCA_7,geopotential_1000_mean_PCA_8,geopotential_1000_mean_PCA_9,geopotential_1000_mean_PCA_10
-0.7771394181933324,0.6159518760461514,0.148941649195229,0.08404139134955448,0.050517314910118294,-0.006499449426289357,0.007877861817636668,0.01860780443481737,0.00418794800512655,0.019277290690826624
-0.8022065334625816,0.5917773725412513,0.12731242069854645,0.06735029056240756,0.03678775592142837,0.0022937071261239657,-0.00022002613279926712,0.00481116241964073,0.00034461046606874303,0.004305882888944271
-0.8317190712631891,0.5562072867928372,0.1066553712235485,0.05348347443462709,0.019829698747398188,0.0020758467923064736,-0.0021113981321123736,-0.0036499110465368495,-0.00018164341377658024,-0.010377097991190689
-0.8535726989173215,0.527020006290046,0.0881401184134577,0.0342610295087963,-0.006140717314269262,0.004994422224620411,-0.007173091377159417,-0.014774260202594324,-0.006513897898395164,-0.016512977005005758
-0.8720937559602903,0.49932678850640844,0.06836032013822105,0.011891356459394913,-0.02423819066846216,0.005545993304200595,0.0007596405274990712,-0.020291991596993523,-0.002788804326304375,-0.013074699216789809
-0.8944562874041964,0.4597272563342418,0.043176140722292734,-0.0028730307759585443,-0.04855174622946826,0.0024948850097663,8.382634402869324e-05,-0.008970812947136213,-0.00944119596815073,-0.002438642142892042
-0.914531867860866,0.4188594477575735,0.013964789753784066,-0.023359113469043714,-0.055440725431974626,0.00278899608463285,-0.0019601984605009644,-0.006077982313883896,-0.0008495274249687521,0.008988962196914837
-0.9300003301899551,0.3813500396408698,-0.009436299384070675,-0.04393570193500196,-0.05528984302525343,-0.0023082636605259235,-0.004749052838675083,0.0061424754734159944,-0.01157748724469544,0.017615237080447793
-0.9511002095448197,0.3246735952621429,-0.030508806605908535,-0.058756038983116855,-0.020784389252573563,-0.0072935033057808145,0.012820400014302936,0.010606994071688816,0.020257547823584215,-0.001281443007534622
-0.9657699094362333,0.27507949405834964,-0.04916866840421669,-0.06254678652916934,-0.009089802013698871,-0.013873759991437295,0.00722220218197072,0.020752932028832948,0.019453462861156425,-0.00403975349694343
-0.9783372041194652,0.22104651027833777,-0.06093281745279279,-0.0733419273982702,0.010684981828014754,-0.008948518917060442,-0.002647284600446783,0.01885673950972991,0.013174467792493752,-0.009197325785765419
-0.9859107342122637,0.17837069299985406,-0.07756740423964452,-0.06910964530072197,0.02449427971455142,-0.008776384197011747,-0.008094049064304146,0.014399030739536396,0.0025822192012045758,-0.0004377153925325727
-0.9928247785635068,0.12846577771341677,-0.0894994331741919,-0.06714210522958422,0.0252772080673471,-0.011526195887610424,-0.014783111760864933,0.002225970219578302,-0.009610672425880819,0.001678053108340545
-0.9964660300550721,0.0853709077329261,-0.10118617522062442,-0.060188171848249004,0.035316072395346655,-0.00588392414915599,-0.015560719394760317,-0.011335270892762598,-0.014419907022280095,0.0009500318061383161
-0.9991123378949422,0.04761037629543444,-0.10636476369065616,-0.046427860806564046,0.03298266878409679,-0.006300364510501547,-0.008521920013102074,-0.019228521742676224,-0.01861719190312329,0.0013741835170746608
-1.0014105093185317,0.004637635180042802,-0.1056312410677339,-0.022971279566438126,0.02857391347308944,0.00189079214841071,0.00644922836827194,-0.01985086244054349,-0.003565922358850421,0.0051770136743079925
-1.00066705011655,-0.03873503882504539,-0.10740026303452495,-0.0023729367541882075,0.019873739344764076,0.01378178129678556,0.019889793632068765,-0.01870415602956944,0.006766735044010815,0.0036767905717947687
-0.9988502270922989,-0.07179833052703989,-0.10433953178479809,0.015974143094178522,0.009172280298522972,0.025468395780327675,0.027560838006290805,-0.013070189863837251,0.010570083068973701,-0.003558709413985625
-0.9951407440094606,-0.10677741644689466,-0.10921849476944626,0.025329076389949932,0.0017089833232224088,0.027836642319948427,0.02576473012437553,-0.0017337185169624685,0.009761132785711066,0.0009575201028250943
-0.9918908346625845,-0.12965531476641792,-0.11138360783238392,0.03854585252522852,-0.006533155808687161,0.03149601055524507,0.015773767987283135,0.005293961083408822,0.003816226576406925,-0.00142416631536263
-0.9886530336801678,-0.1522940285436924,-0.10600928901198921,0.05181248333155337,-0.013335966479205291,0.029764773449027098,-0.002029727801688536,0.012410810985001108,-0.00921630683423052,-0.00016229598704867163
-0.9857903796175773,-0.1765621404524503,-0.09587267450935628,0.05328491517117467,-0.009665028301718922,0.019003968217957908,-0.011711275927515648,0.017121692543275273,-0.006685984482370723,0.0004231375082527909
-0.9833697235831844,-0.19651246390008126,-0.0810345929132821,0.053969426459501466,-0.010462411921933371,0.008872052160647242,-0.019636440319283632,0.01259133817542055,-0.008268297687732512,0.00016245711276536578
-0.9802344627124072,-0.21641551101695602,-0.06783370930141729,0.05263212133766256,-0.007875553519752861,0.0001986387680158961,-0.024060428174471904,0.009989578329034661,0.00011120947997513994,0.003676178174154893
-0.9755979269393193,-0.2409070084510181,-0.04816390743060921,0.05028057786190507,-0.0072679737523108365,-0.014158636355279896,-0.028934733728506027,0.00212537065230665,0.0029908168774458186,3.78569393778803e-05
-0.9708927564632401,-0.26241411199707226,-0.0287594932827425,0.048329928826391456,-0.005678634573143382,-0.024269108060570505,-0.02226581094978047,-0.005763439429880989,0.008676678976964005,-0.003355885806547747
-0.9666109384778679,-0.2800152588603974,-0.005222014596306276,0.04290280986536352,-0.004763739933200106,-0.029819223003748774,-0.013522076007636325,-0.009166030155795524,0.012885024273264085,-0.00449724821340132
-0.9612264236191941,-0.2977781027830722,0.018716947818661366,0.03969205827907546,-0.005566013153168783,-0.03316079191406428,0.002207204205190291,-0.010738009862961303,0.011737750548002855,-0.0010147798549537679
-0.9571000218562661,-0.30937928450379054,0.04301506067452782,0.025419185979569586,-0.008391147109809089,-0.03269642174231333,0.01638789522438614,-0.011000403444882055,0.005264136768646515,0.00594541453581154
-0.9525404758521029,-0.3205589595027126,0.06242605254909241,0.01158633449122286,-0.009000167086822887,-0.02781305396258781,0.02832279611715301,-0.005123764897224947,-0.008951426310592904,0.0033036230165971116
-0.9492762756333776,-0.3267061644642432,0.08032149685196606,-0.00723222485919357,-0.007371692012199944,-0.015617793888510407,0.030367829365495508,0.005399843953154341,-0.016384380713758615,0.0021083540524797113
-0.9432990778074115,-0.3351364138783628,0.11171043625413343,-0.019910622395354675,0.0007982886774624946,-0.007147488334916771,0.0193158225427394,0.016385024261663276,-0.014662611776872501,-0.0013041019545516953
-0.9347855322637157,-0.34583106994916357,0.1450964054052494,-0.028048593042922797,0.007123007370530071,0.00324807682148572,0.011256841510762013,0.012632994097087893,-0.011862104153816352,-0.009776584392184345
-0.9234513770207307,-0.3603889034375952,0.1764663276841644,-0.03677610416902887,0.009351228391699008,0.01609422065901654,-0.0052249216768105265,0.013490581587048713,-0.0030471171045692758,-0.012100046484368288
-0.9137745593001672,-0.3691789666960905,0.20366476203990408,-0.04514886824052679,0.0054972690761827874,0.025758029034337066,-0.01795225434682506,-0.005787532930166509,0.009513404582888388,-0.0010171409320992551
-0.9058586995800215,-0.37363466046472704,0.22260177045186472,-0.061555562618319966,0.0003279127416939483,0.033053231127126485,-0.021455527841810387,-0.017917787631317957,0.014453460374892105,0.016717802099460517
