total_totals_index_mean_PCA_1,total_totals_index_mean_PCA_2,total_totals_index_mean_PCA_3,total_totals_index_mean_PCA_4,total_totals_index_mean_PCA_5,total_totals_index_mean_PCA_6,total_totals_index_mean_PCA_7,total_totals_index_mean_PCA_8,total_totals_index_mean_PCA_9,total_totals_index_mean_PCA_10
0.4611848762657624,-0.7245570786941147,0.16268116703805116,0.293914944898257,-0.37047756071776183,-0.02736368514424298,-0.10399160918668238,-0.11797243728880827,0.011519648206742082,0.029183986410534095
0.48472876120615005,-0.7546989209317218,0.16594373190694997,0.2500377963071373,-0.33397478923329854,-0.023320267435827095,-0.08005688975297198,-0.051168487419349644,-0.0018592995547834139,0.0017408198633001842
0.5088092840366261,-0.7814753354370294,0.16781245883209123,0.20548030179630378,-0.2684870213970593,-0.010312323932717464,-0.04584094689106105,0.01147968863274998,-0.014322992161749749,-0.016977897453439413
0.5354348555051899,-0.7991106028498718,0.16696645933547513,0.15888464167999816,-0.1772301349798536,0.014473385395278414,0.003550325801779903,0.06112069657448212,-0.01847340032827794,-0.03062541049527554
0.5558596164616394,-0.8042342948780228,0.16848583393276112,0.11004872417148799,-0.07018109162526878,0.042597792421381994,0.05113452426024692,0.09384365657814392,-0.015489096047554217,-0.024441369289471927
0.5818502764474113,-0.78763881701751,0.17081851164725662,0.05956968460011415,0.029499143210441964,0.07293286506912587,0.096665427208901,0.09033768491100327,-0.00011800411848523042,-0.0053810397400304395
0.6159638146800148,-0.7559362480242524,0.15508720471128062,0.0128901042868294,0.1293278434392644,0.08973473718281369,0.1103104525499734,0.04672197807045853,0.013856971755756729,0.022454574333619626
0.6551807815681123,-0.7086713242459836,0.11357952359222616,-0.027154808414997355,0.21978840154688115,0.09274806235520558,0.10531584280907487,-0.0069949083125605115,0.030118516988295,0.03570973099424588
0.7048101712605951,-0.6488676429195723,0.04855069080973083,-0.06871725766425384,0.2725690598543144,0.07239655054850898,0.0692859774626938,-0.06127448578733063,0.043185155024031446,0.02340059395692643
0.7663056404465802,-0.5639334517843569,-0.06398530410022467,-0.10919252791039459,0.2918756089155019,0.026906957338382036,0.004235758674928673,-0.08021177480780996,0.034081884312761726,-0.00733251895689163
0.8133897014949503,-0.453563049696535,-0.20524322549258892,-0.16472034325467635,0.26256742791288495,-0.030822412111770992,-0.06167976034932084,-0.06506850476412084,-0.0022016033261065943,-0.028246306365457708
0.8293863553072346,-0.3304097778693153,-0.3366537498217445,-0.21603313912549932,0.1940038231736576,-0.0735623238618782,-0.10886695808344574,-0.02225055473063416,-0.04164254005969602,-0.031988664779942146
0.8208968906969575,-0.2082293485814096,-0.4398484332826873,-0.25347058777590115,0.10905132178605086,-0.10375722855041404,-0.1162722904299671,0.012318975987870835,-0.05784256521255655,-0.017389553396536066
0.7918268420517871,-0.1132853585405683,-0.5184290473222781,-0.27747577802331247,0.0036151102823392153,-0.12062251678929027,-0.10006141246533343,0.04254560783434618,-0.052690522205770196,0.004112971882599467
0.768302270230465,-0.031032240403868608,-0.5538663954172741,-0.2886534918930131,-0.08876116497732377,-0.13080444371251937,-0.05529787333485599,0.0517740741025625,-0.02844891859845161,0.035331243696502646
0.7585875751790162,0.08277996794348545,-0.5547469703153013,-0.282060130540818,-0.17634643817572915,-0.1017183064046545,0.009840292373731527,0.030714809910547772,0.03604656419468273,0.04421386266626782
0.7461431607507829,0.1906062386095427,-0.5402735324162,-0.25753889786752376,-0.22051563427075796,-0.0611617657213322,0.059958639795050166,0.0009931967388277692,0.08652489824542624,0.024548136257624566
0.7644543755750681,0.2941567912942538,-0.5011114465987805,-0.18764347507706017,-0.21263407193349382,0.014368376320188897,0.09018570118442362,-0.012315077627708445,0.0636882127960689,-0.0011372913580232076
0.7836655373450705,0.36624201553261526,-0.45445759688352044,-0.0928898767207401,-0.1739982307636251,0.0927523792092632,0.1050191192950622,-0.023115743530127086,0.010439506424469025,-0.03339392458973028
0.7899137117028252,0.41633373631386744,-0.40567880577490034,0.020260579934016257,-0.12180867328520474,0.15741061319863225,0.10106468639284702,-0.030250224097374243,-0.02133840347273304,-0.042099245185725956
0.7973127142387717,0.42945170915258735,-0.35647548974913496,0.1369366590207259,-0.05652176649526224,0.19275914270453312,0.07339834121288392,-0.023865981469392332,-0.043690030246594194,-0.03342291254472339
0.7956851217723071,0.43195035847435537,-0.2942012867822719,0.2520371311498338,0.013932214942596508,0.2036696103083371,0.019978516359207665,-0.014328338120352986,-0.055086783231404333,0.0008531592094840743
0.7959228784224247,0.42165746253171665,-0.21773505024090617,0.33474338727834896,0.06657683909760759,0.18841608462174295,-0.03355728632071822,1.5800548052801283e-05,-0.0507729447924032,0.030481553026015882
0.801543763747685,0.4184779297558753,-0.13054891949575528,0.3844697942805261,0.10163718332626023,0.12401393172605321,-0.07104205611319668,0.016062598769852242,-0.011274760407843152,0.04105015117864756
0.8131442818504585,0.422315379127919,-0.023403887433826567,0.38842852671575734,0.10836661049811998,0.03691111398636394,-0.09164177848092071,0.030847608636015444,0.02648448468981815,0.031074314061335467
0.8277188925824628,0.4207255818893173,0.09107476564648742,0.3423157891716498,0.10016165831618955,-0.06758523421137293,-0.08516653889239431,0.03766633987335321,0.06025538908889328,0.0015989439261528734
0.8305472241678401,0.4084316945918697,0.21019265011218918,0.2793639715749922,0.08802144977672544,-0.14549721796521184,-0.05040578465103623,0.02890764286864579,0.06235873347104768,-0.01927917738457175
