mean_top_net_short_wave_radiation_flux_min_PCA_1,mean_top_net_short_wave_radiation_flux_min_PCA_2,mean_top_net_short_wave_radiation_flux_min_PCA_3,mean_top_net_short_wave_radiation_flux_min_PCA_4,mean_top_net_short_wave_radiation_flux_min_PCA_5,mean_top_net_short_wave_radiation_flux_min_PCA_6,mean_top_net_short_wave_radiation_flux_min_PCA_7,mean_top_net_short_wave_radiation_flux_min_PCA_8,mean_top_net_short_wave_radiation_flux_min_PCA_9,mean_top_net_short_wave_radiation_flux_min_PCA_10
-0.08610799470483044,-0.633111981765585,0.6726457804865054,-0.17623078438824907,0.10909100736450476,-0.25184056916624087,-0.07011480968039455,0.034495208171169384,0.08947653102995874,0.14120295136262748
0.23905276298861217,-0.6736965578664573,0.6481783872041216,0.16921755687633516,0.11955995815088213,-0.06271534044948945,0.08441744310823047,0.030274964101161803,0.08606271077625015,0.07578901503236654
0.5764534197016363,-0.4792435746265018,0.36627675504078056,0.4455348803736859,0.1377774005337526,0.16883516064833443,0.1433422418150336,0.18475214808452148,0.054584134904332095,-0.03973341939376317
0.7296283417388238,-0.33309526304199405,0.11889582561303595,0.4721466556491735,0.1826007083177667,0.23094681680269755,-0.0387016543033652,0.181756210352955,0.03626670297079294,-0.05738552336625788
0.8487181307166649,-0.17491818436119239,-0.07448086636997177,0.3475443077770104,0.24547780745406758,0.1490263945743322,-0.17613587417302443,0.1182225694193852,-0.0053809721170043736,0.0003880594450873427
0.9213434873763245,-0.039953176386189705,-0.12878567547230918,0.15776123813031295,0.26981209677065315,0.018495190945297783,-0.15343129720664597,0.12054951983719168,-0.02531138133078594,0.029622487704226468
0.9124873309246716,0.1527705844828361,-0.11372011089519407,-0.05107458994388224,0.29258734175876105,-0.09082622795973289,-0.08924588809995118,0.13991127295280786,-0.04981198504531858,0.0495098556827271
0.7791420908418356,0.45297495455161085,0.02394166107555988,-0.2582600330470385,0.3057196725107426,-0.09658210797697411,0.017867912128867364,0.12476389314172265,-0.0911969218464391,0.04691114468515223
0.5154738680768329,0.6650814336996568,0.17733392476828014,-0.3758318911552911,0.2837133407253924,-0.04170860108498802,0.11349818791348198,0.10550919327941657,-0.12599399513748888,0.018496949845248432
0.25452643699507566,0.7843397245377088,0.3392365124644264,-0.3402301061523903,0.2198076482428159,0.0528772751561998,0.13646173469602543,-0.03124484133368535,-0.14987943804699533,0.025199076507782647
0.010035275398639297,0.827269008112115,0.4794317120654084,-0.11810617267579186,0.14802532280065384,0.17097363164701035,0.03788193131468915,-0.10869486878486363,-0.08142426313652784,0.005453364295011452
-0.20125457753194692,0.8247069796797045,0.47549765936650396,0.1290995810803824,0.08614873791777318,0.13693867796961465,-0.07268072408675277,-0.09365944176480535,-0.024157884976737872,0.027143817815341826
-0.3919489225228976,0.7271039681415696,0.35242601038688487,0.3978802187733783,0.07164384016652754,-0.005199815833731802,-0.16171379412757594,-0.02805535664649779,-0.033087321285180035,0.02447520458676424
-0.5379646025022538,0.5590738145459414,0.136048542326849,0.5441466770914462,0.19785600778079582,-0.16253294757502681,-0.1172648041402199,0.012979801833750176,-0.027791833685166814,-0.05964923962983366
-0.6172533967384821,0.3588906476523952,-0.09019212089103207,0.5312444080790938,0.38972521577461616,-0.20421599229404183,0.008723714706754433,0.03180542028108439,-0.025852360681473674,-0.10808271655985262
-0.6169429032722779,0.10145391442414023,-0.29265775530127924,0.3952491901316551,0.5625994472709516,-0.16134992385563562,0.1565351692757205,0.02917552364569859,-0.013775166535160192,-0.0672354607297721
-0.5709572593727974,-0.1651780241166685,-0.3304175033454194,0.1294968500942687,0.6930983351333352,-0.03843319701935169,0.19730914619617249,-0.014968708083103592,0.030817559120249544,0.04174656347584677
-0.5770212625284514,-0.28194808137936866,-0.2733787972557383,-0.04221950126882625,0.7008801875728976,0.09085051948091076,0.10399652274468613,-0.04893163306372531,0.03711019425864711,0.08911120763369615
-0.5589738355482242,-0.4078150308496123,-0.15369627338510045,-0.22759974027043453,0.6434540205709566,0.1763664122249275,-0.041613237327468085,-0.06060786651806043,0.01447896714297303,0.048321061999967406
-0.5144473810870461,-0.5396782878465396,0.049955769623925325,-0.37453669354262903,0.500266669049375,0.1746945113161423,-0.16660177309654103,-0.031689265267457106,-0.006051524437147534,-0.028237072045557515
-0.4265781853432383,-0.6263127287338403,0.2706261119724254,-0.43436296873922553,0.3287611632012042,0.09596325755802468,-0.22024824027270287,-0.0030495348022141623,-0.012590031433029454,-0.0709764385754692
-0.2924685986453898,-0.6829614645863342,0.49915590013048083,-0.3636926244192174,0.16825917238134247,-0.06418607563661366,-0.18351417859564723,0.009803043318895035,-0.04127369746701835,-0.09034910460673025
-0.14119862999112873,-0.6898060895517092,0.6421137377145325,-0.21218015636613177,0.05770269359399858,-0.19553205191783607,-0.04468903879426876,0.007157175566895338,-0.05216573814766666,-0.07037117717696048
0.12389920784454306,-0.6932016304563379,0.6782057937997908,0.0767795833334801,0.014753567848213424,-0.13770041395143762,0.13633830452083212,-0.021600743631139233,-0.04558023688461138,-0.01147334352478197
0.43700262003929613,-0.5998402878796574,0.4970675425245019,0.37346849500578905,0.04834631472268031,0.03204987326310836,0.2210276332516835,-0.10902507577867455,-0.013728095814207626,0.0043139290144947945
0.7121254439425008,-0.4223982777469921,0.19594375698461777,0.46030301428356796,0.07666164578535586,0.08376265522358024,0.10141095798685242,-0.2103730821037541,-0.055043896650349804,-0.046743016448022076
0.8611344584080077,-0.24551472411706074,-0.0677981469696359,0.3438198540273955,0.14092570838494192,0.009044768730583842,-0.08006276360843012,-0.23092398821221763,-0.04748064936425156,0.008851646854759818
0.913234518092501,-0.08514142666196682,-0.18506837425223283,0.16875855989172742,0.18941218865922974,-0.074408894878587,-0.15568582862417568,-0.2000188227937064,0.00499898407730329,0.022994637843335546
0.9258874085616429,0.08932250383901143,-0.21615082529284674,-0.04789392345651597,0.20792960307010516,-0.14105583792271853,-0.10016335448121924,-0.13047763577017527,0.06941508595483627,-0.010025596422594665
0.8555427435109826,0.31793632280969714,-0.14794657604107797,-0.23680940476327067,0.2269245227355293,-0.16871718503446567,-0.03142795120721142,-0.08532269963808452,0.09495267103525826,-0.03670228967972443
0.6754739738343757,0.5628720692351493,-0.005227916561054327,-0.3816886680765634,0.22994859775524393,-0.13455638451954047,0.05098613690500646,-0.01842486301421762,0.091690224088666,-0.06208460744516198
0.40885309331893377,0.7609635470643288,0.20079296139382755,-0.3868766824181261,0.18630142905431912,-0.02092816586839661,0.11007040898814525,0.0256949179282434,0.11500161039499354,-0.07303817612988456
0.10263057311756894,0.8693924783104138,0.39301377565930967,-0.1977024562710869,0.1138988725153513,0.10681832980318375,0.05907187550540335,0.010762827219675145,0.09540372716609244,-0.03240946124722191
-0.15323765847903936,0.8489809023850671,0.4611755248216973,0.05614134183412462,0.0490537964444361,0.14117012575873697,-0.02759777138593797,-0.05179997742330903,0.1212451964943177,-0.012534692113275809
-0.35954558039677725,0.780386231660562,0.3683045093596062,0.32605903562748695,0.030103715960952807,0.013400003202743,-0.1116311206806225,-0.004506037059059744,0.07734228384124674,0.03899720660571519
-0.4925085078226631,0.6287420702201855,0.1963785301702906,0.5179347637566094,0.054259894760072314,-0.13773291583099465,-0.14201005100671174,0.056624576753144834,-0.017785128569189942,0.07828315236595058
