2m_temperature_std_PCA_1,2m_temperature_std_PCA_2,2m_temperature_std_PCA_3,2m_temperature_std_PCA_4,2m_temperature_std_PCA_5,2m_temperature_std_PCA_6,2m_temperature_std_PCA_7,2m_temperature_std_PCA_8,2m_temperature_std_PCA_9,2m_temperature_std_PCA_10
0.6214035482812436,0.6761435206733188,0.17002380410303103,0.23960856658688198,-0.061424012482142964,-0.2528472415482954,0.07371127724842708,-0.08063885824084074,-0.04436841972555406,-0.02889254099098776
0.6543165000888785,0.6742511426425053,0.22510206117613268,0.20492851357025385,-0.03776461503292745,-0.17697956931180367,0.04955991232949431,-0.019699969806975248,-0.01551573837845332,-0.00755250877446622
0.6770557988496947,0.6680852381845948,0.2394759549729147,0.20315166195851408,-0.008239992825716356,-0.04380288816471567,0.023826712817307652,0.04876678373937918,0.011684756826934393,0.04850969500182398
0.6884767499730498,0.6633421845592458,0.2270489216037203,0.1897938034817717,0.01630324862573765,0.07886293527797963,-0.016848202126041354,0.06751889196124403,0.02081788005576986,0.026750000707660142
0.7323558928426113,0.6328982335324829,0.1817144387557325,0.14784684140766807,0.01164103034652577,0.11942023254346879,-0.01752409312160749,0.06683065929089937,0.03846208567793274,0.006094005616243376
0.7557767482895804,0.6287025322028316,0.14132844630687313,0.046862429532971504,-0.03823511292321298,0.14387170150045336,-0.03434341737722408,0.016370678604197404,0.021894959547925627,-0.01652289530070228
0.7878036245239443,0.5929229473123386,0.08713687788255851,-0.020505831178929748,-0.06379774980173532,0.1593073053175165,-0.025576771630527937,-0.002055100636817365,0.008363482749246195,-0.04600461280069722
0.827227428087912,0.5332147161447593,0.008273315759766885,-0.13760221192362118,-0.1139644671951307,0.09796265163947226,0.00449544319473592,-0.042923536503866266,-0.005319986364266936,-0.04818588407530471
0.840973111485359,0.4849441402906343,-0.04924291800581519,-0.20581457820847032,-0.1383453467475805,0.06560936378477732,0.007777708210045255,-0.04565367416068529,-0.025050711080876174,0.0002802296403563756
0.8652650920316448,0.42484683498784154,-0.0988638088223058,-0.23639958142978057,-0.11287027892988644,0.034466467106680096,0.0021231861702746785,-0.06020591676189428,-0.03154885519348778,0.008595564592846765
0.8966597982399254,0.3661582257765403,-0.11385201118650765,-0.23177465320781185,-0.0852302561128958,0.014568052273531867,0.005916405717241308,-0.03532874283318936,-0.018226508045077493,0.026951775684624098
0.9152910644968755,0.3136060271455052,-0.151234963994449,-0.2244561160303189,-0.038319171491478295,-0.03192338344296625,0.005800095697248749,-0.006256861857443188,-0.007849198936942947,0.03996146390327166
0.9317917314223995,0.26036545622575746,-0.15549988873683207,-0.21582016606255114,0.003072588734571341,-0.06454864608622515,0.006420826639145711,0.017532568931197246,0.006871836402146576,0.04601826513408247
0.947356670752384,0.18764877700811386,-0.17485658258930928,-0.18143118146079282,0.05819928096396643,-0.10568450665003747,-0.007094650781025379,0.04362146150214054,0.03392260041431381,0.021351032909158796
0.9560406287076005,0.12415182646599787,-0.17312600827930988,-0.16338495006108542,0.09990619904757651,-0.12004635959133962,-0.003050309696001862,0.05070578704650733,0.04280610267488219,-0.007357583452310758
0.9620017591296937,0.052623118061736196,-0.1639557700456761,-0.11150952502296396,0.1613709360924465,-0.11946945045746676,-0.012194393312380295,0.06352440512427171,0.03292078383759118,-0.04149198710235981
0.9578477711205973,0.037082185535786016,-0.1527666057004717,-0.03597408882432998,0.24395326970845535,-0.06434120184416331,-0.03593077631651953,0.03753945581156632,-0.0050747870488602465,-0.06265228545851931
0.9349866272039793,0.029286779171757683,-0.15120448567507921,0.10639213998742501,0.304947249422105,0.034112891324377254,-0.08240988896569952,0.00079528709009188,-0.061754761135780566,-0.03413428703821974
0.9338625971515367,-0.03318822693445959,-0.16190561346557528,0.17227278111014063,0.2706352955681066,0.06740144026007468,-0.05508808520422365,-0.043742744781416425,-0.05220793312333704,0.023805562970654687
0.9380902369601534,-0.1270433987580832,-0.1793217385966743,0.18601277186277443,0.20509829803909255,0.0682347894986939,-0.015267187178870248,-0.06053788218608514,-0.02196886385936659,0.03741283527928103
0.9430148660123471,-0.21727281043297642,-0.19231309163013552,0.1520546013232495,0.1033864386296417,0.04768049384050644,0.034229046182426844,-0.05144007390283284,0.020900528399269522,0.031049933093757663
0.9258274284287776,-0.29681086393265643,-0.19628824547489282,0.13175315453563619,0.01377601163837876,0.034991116443631294,0.08395672231529011,-0.035902142654381325,0.06168163650191847,0.021420086916673776
0.9053165772883197,-0.34874881879175595,-0.19568523007980596,0.1271338257584031,-0.05773325238154009,0.030291328227278074,0.10700732975617644,-0.01672183814525959,0.05936741084484311,0.004229672441791533
0.8939436988973911,-0.37730641780975643,-0.18456935175560962,0.11486835585172694,-0.11628156721987117,0.021392631263948605,0.10211870176012633,0.007059857512637947,0.03910512958330756,-0.017528140922104276
0.8877193548789493,-0.38943501617359877,-0.1733894563196871,0.1054087701075547,-0.16177092867694004,0.03172195149745807,0.0725192277207532,0.03023180420242835,-0.006840076986534367,-0.02862532556449459
0.8841951549068402,-0.40739014910342386,-0.13776590259175,0.08679679223628982,-0.18507880688584954,0.025881673757121307,0.034421970494852266,0.03898405689030713,-0.04079973486773597,-0.03178780503832519
0.8821268718130585,-0.41724699532232135,-0.09338945005078833,0.0814915968272031,-0.20132995263795586,0.006966520905180686,-0.0050605900288538605,0.04721463038664572,-0.0645356763820492,-0.01916901451875077
0.8833667454198146,-0.4252742021768592,-0.032371938631444046,0.06901706534633716,-0.19808735403624905,-0.02143442837401236,-0.062408986888755194,0.04392436210935419,-0.051679896650583056,0.011005235354568519
0.8829697774537535,-0.4258066904432689,0.05290275080567082,0.05585588315785496,-0.17695667036721174,-0.04836418842429543,-0.10520710513511787,0.025795093059133193,-0.03131714162587354,0.033022784190827756
0.8758636796595972,-0.43643221864018583,0.1370657973328416,0.04492524532525885,-0.127434301028836,-0.05832582663236174,-0.12452454260606086,-0.00200566752742598,0.014213889397996464,0.026141808842337206
0.8681059159703407,-0.4363269982159114,0.21691100201521096,0.006485827523092789,-0.06897433067953229,-0.044698404867446744,-0.1151541500153618,-0.04164400737589881,0.04695420848165039,0.001741085006027423
0.8518831294603342,-0.4359735612476524,0.2910550873791231,-0.020775817253942546,-0.013629137278255316,-0.03184092854392558,-0.084199325983732,-0.052319051920554485,0.05625518223752201,-0.011322469492340842
0.8324950093109689,-0.4432480709459884,0.33194284220948966,-0.08296702812212824,0.039937418039416285,0.0010626566374284242,-0.01653451258824805,-0.04802466330780474,0.03422435467010495,-0.03437047489353319
0.7977417229842361,-0.4504329979395691,0.38621030499736,-0.11871995998116015,0.08769003193247717,0.019465815286172035,0.04473551010801561,-0.021107594708740556,0.00932566411814019,-0.019698870526180415
0.7674229347436652,-0.4557286577039889,0.4115210852501696,-0.145319754709003,0.13078518758492064,0.03164348211345999,0.09220216024746723,0.016690955704970385,-0.033194385595728834,0.013274287968928518
0.7303380160915256,-0.4677240388263765,0.42484311969312843,-0.17193625612307248,0.1595775547100579,0.03602652001099272,0.12825453945588686,0.04575647181490235,-0.05946875515559293,0.02662145476919551
