100m_magnitude_of_wind_std_PCA_1,100m_magnitude_of_wind_std_PCA_2,100m_magnitude_of_wind_std_PCA_3,100m_magnitude_of_wind_std_PCA_4,100m_magnitude_of_wind_std_PCA_5,100m_magnitude_of_wind_std_PCA_6,100m_magnitude_of_wind_std_PCA_7,100m_magnitude_of_wind_std_PCA_8,100m_magnitude_of_wind_std_PCA_9,100m_magnitude_of_wind_std_PCA_10
0.5141853588631204,-0.33450687377954486,0.6192230162231023,-0.3034376883814745,0.27625787620972925,0.2127718196068649,-0.1233433975104574,-0.09082839615560617,0.08616792152691623,0.055018645701942016
0.5329518688256715,-0.4416860726380055,0.6230515520121436,-0.2653099085880875,0.21081719565216042,0.1472848260067991,-0.06572174021106772,-0.04402893920403166,0.031468947376958295,0.004851291498863778
0.5577497634316844,-0.5383794315617396,0.5929128856454423,-0.1846490526479948,0.12932435798290726,0.04564870533366044,-0.020140192238351333,0.023629738028651162,-0.034868152728814716,-0.03682260708417828
0.6184691788315005,-0.5982091010794951,0.4962436889353359,-0.08488533468223496,0.03857425571172773,-0.043276030826873244,0.06804266823008724,0.05905710163593498,-0.053387312445099366,-0.04779491964053914
0.644307134139341,-0.6379804025228712,0.3891616083250578,0.005900888464185279,-0.04709563440406888,-0.09331782439422548,0.1139224175037875,0.07555676889459978,-0.06965314952775394,-0.035573143262369926
0.6764019647718447,-0.63646556338516,0.3093636364776968,0.08812635068790868,-0.10037254140873614,-0.1265034479517029,0.10970700040078753,0.037809403491274346,-0.0621928507116919,-0.023672300499725917
0.7040262377683092,-0.6233049699272729,0.20887803317919518,0.15879601614060557,-0.20598219431216924,-0.10115583874621156,0.06297997305093106,0.018819571717290574,-0.001069866670763606,0.024176696137526557
0.7222324476879527,-0.607961622083325,0.09260856522081656,0.19848271552705166,-0.22074989973854078,-0.10380896686759172,0.01576444525334493,-0.02320479446704526,0.06470264741132484,0.05026011524648398
0.7550568646326963,-0.5941715922324251,-0.06487291248919135,0.19558259506479264,-0.17940427948643284,-0.030886153165256766,-0.015915466237686915,-0.03268042416313888,0.03758680821332899,0.08689640725550411
0.7785658719509273,-0.5274211652799041,-0.19842648384583678,0.23842893666839168,-0.12672443598051977,0.010778576298109398,-0.0505931033765303,-0.08035436852035481,0.031465204686711004,0.043711254131149985
0.7942837881696906,-0.4754122980792614,-0.28840996628288296,0.21418997340198404,-0.0700022528388541,0.05809216825380781,-0.09692668975923588,-0.06147406817404523,0.03318064143399626,-0.010028199479292815
0.8100480254858067,-0.40252813410577515,-0.35784680477685427,0.19711813558673225,-0.016099772183090045,0.11280387717196169,-0.09313946716702579,-0.02752599002483124,0.05179270371784127,-0.04935475365488865
0.820022141637879,-0.35086010767944625,-0.40701890238308813,0.15075726885996832,0.029804746802023524,0.13012489271027985,-0.08864639153898328,0.011701884177826472,0.023003641382136182,-0.058953292025425645
0.8111958469054361,-0.30852542904532226,-0.4593032233317326,0.09115966623205858,0.06872395918115182,0.1581586864793331,-0.05572052765202784,0.03720581784209572,-0.007422039915132736,-0.06981859294844263
0.8219527074521148,-0.25117300603883363,-0.480565032500258,-0.004295066835028733,0.1355104371130337,0.1317786493518988,0.004765847027766291,0.02844909485027175,-0.03956867970123849,-0.03542090611015499
0.8349877185828177,-0.18321411378033864,-0.47257656773266704,-0.10165337215558067,0.1754007454862233,0.0695570437529426,0.05538580780370055,0.02251388862008464,-0.08657587166050977,0.01602643243290131
0.8345585426421153,-0.14276313566662463,-0.444654982264988,-0.1961973656153325,0.1834001536959023,0.01723184376731364,0.10461608190620322,0.012126732333318194,-0.10439447261950699,0.05896597532769726
0.8604078819801401,-0.06882627249923441,-0.37443032365788714,-0.260162165704265,0.1695316829774896,-0.08036433098607462,0.13176821333755367,0.01511532247716728,-0.028634467494563585,0.06397869787990673
0.8697605468489148,0.028458304655837822,-0.301646221631984,-0.3137390221418948,0.14249353980245996,-0.16382039112964766,0.11267143265706178,-0.012553176788535523,0.06174509948915659,0.04004908367580504
0.8729315809946188,0.13159697873691678,-0.19190916382977352,-0.3393807206976763,0.05878567123577371,-0.22213028343005392,0.07699758726539288,-0.03967793822365799,0.1351005722925524,-0.006533010476592402
0.8900898013751982,0.2228917463722278,-0.07679943885146041,-0.3366152041872584,-0.03910809583849589,-0.18475929557489723,-0.03877930618991876,-0.03261184818650188,0.0812139980900357,-0.06914993590609234
0.8906285609520118,0.24774918063052653,-0.009742897529279728,-0.3106876884380773,-0.13393249068947452,-0.14380378013525227,-0.10301174336713655,-0.04697098658412627,-0.010568577054527403,-0.07965464567747052
0.8736197203554,0.314926041957989,0.025138708601375147,-0.2871366490762313,-0.18112555944371894,-0.0859414905146144,-0.1444505508040337,-0.03244905692209194,-0.057293586204757135,-0.03454977937949174
0.8613730176153636,0.3673600281814199,0.059641498084318824,-0.24185371070960823,-0.2124655368331892,0.023187026543681558,-0.1430340482760477,0.014606477181289873,-0.08290413875966951,0.019677018797050787
0.8592171704271299,0.4048172790097507,0.0911878226567659,-0.2031860192747078,-0.1904109763675787,0.07132145802853442,-0.10470507487070181,0.029343107870762428,-0.06644886632255703,0.0542801503553083
