high_cloud_cover_mean_PCA_1,high_cloud_cover_mean_PCA_2,high_cloud_cover_mean_PCA_3,high_cloud_cover_mean_PCA_4,high_cloud_cover_mean_PCA_5,high_cloud_cover_mean_PCA_6,high_cloud_cover_mean_PCA_7,high_cloud_cover_mean_PCA_8,high_cloud_cover_mean_PCA_9,high_cloud_cover_mean_PCA_10
-0.5204102288940303,0.5789919281389614,0.48380579653875544,0.33917975486657564,-0.15887022476892715,0.0042425314227831305,-0.12475518762629181,-0.08614885134140202,-0.04883406678063885,0.06872571980437159
-0.5484172034361249,0.6059925986768552,0.47723456426710487,0.29847569749630387,-0.14930699827040375,0.002471272201125848,-0.04154620152198533,-0.03083786515458198,-0.034819329136213786,0.005095219872961016
-0.5800408395593001,0.608003891225433,0.4936768650087559,0.22942159079626168,-0.07860101239790147,-0.002260978330045458,0.008490034426825223,0.040430415216861866,-0.008167258145429122,-0.03608838298654245
-0.5950793034883407,0.6360630009384365,0.4667715142692831,0.1592722405191026,-0.02761800416039221,-0.0189592669238453,0.03557553842985723,0.07013049368253398,0.035615851007596504,-0.0581839798620401
-0.6344262821062941,0.6603365405644694,0.3894532522995551,0.03834531364764595,0.0653320272782891,-0.023021026252884855,0.08384129075338054,0.04638741114749601,0.07564556569028023,-0.03515421063544749
-0.6370446400218247,0.6872381799962289,0.31674073572039196,-0.08307199293881397,0.10600132173979267,-0.04106531847853048,0.08763866783885699,0.020037510598211433,0.0784615707852966,0.004625567065770195
-0.6752538519714705,0.6662024562848637,0.22124470899742776,-0.16054975465900856,0.15978554112048476,-0.048294004046538504,0.07066912971042004,-0.03504393370921888,0.02289438522804158,0.05750935997816875
-0.7214529238996992,0.6141324646694402,0.15751505554500275,-0.22321960046002962,0.1851849769515395,-0.03121004538967819,0.029093347573839235,-0.0329293259770614,-0.039279631603942114,0.05004128642640093
-0.7673717256431766,0.5740967788408424,0.07689168680951138,-0.23583670216108293,0.16695257603220248,0.016729919561778384,-0.008011676998517146,-0.029994338795565848,-0.06535514124803163,0.016497050097079195
-0.8089246322311473,0.5382147515198651,0.012204802552477799,-0.21565594662213433,0.09720940848564916,0.0555997771607774,-0.05811884228275234,-0.03743631327128941,-0.058902426944181296,-0.03278081072572745
-0.8380448553024452,0.48069548625448055,-0.09114243779889038,-0.22149713916077157,-0.0029804002725656066,0.09737375565678011,-0.08400388603670954,-0.0038681567563795694,-0.036156692044917484,-0.05154856319613391
-0.8597343579945721,0.4134003130100794,-0.17063272135865082,-0.2168702474838673,-0.0855086447983892,0.10623956316360107,-0.08424492941450314,0.014674794520622411,-0.002382213193271397,-0.03919692248148438
-0.8807594222388985,0.34735054404876503,-0.22976528846411504,-0.18469419709396157,-0.12659088101363425,0.08976254672825011,-0.061409348521587415,0.006741705006535754,0.024045203144552135,-0.029827421769442593
-0.8825408595365731,0.29762938660723803,-0.28320203468559746,-0.15747510886484653,-0.16893812167916528,0.08344085419277437,-0.039711592714511995,0.015323756731543734,0.049022359090499686,0.009929403864602405
-0.9011614558984008,0.23777329237448072,-0.30105217837548787,-0.11878152567238023,-0.18307169677814591,0.03737488824810224,4.144206202729261e-05,0.012466924968384684,0.05104293952567292,0.04128427373265785
-0.9271350632549343,0.17145251398091524,-0.3045926132690132,-0.049111510251519434,-0.14447683341874268,-0.027285523883745312,0.0632632067543733,0.01850875316520922,0.014632001773856013,0.05208082041006816
-0.9318563567263654,0.11920973957053882,-0.3091300022920674,-0.0013549010820962124,-0.11067061536614267,-0.08998998005861779,0.09756325510035,0.020128839829001894,-0.023184777107656842,0.05203059441041919
-0.9281419235313901,0.05488631592416868,-0.3205631197503473,0.06593207475386947,-0.0816320057365795,-0.13036964318431474,0.11461621107375417,0.030128454936028396,-0.043867546374673314,0.002791612608698943
-0.9288350843744191,-0.006520857189915439,-0.3249038706345023,0.11741302029623002,-0.03311679310781075,-0.13763929117467807,0.0896788192932642,-0.0012162251064310788,-0.039569799508394864,-0.022720922863871677
-0.9281818439075076,-0.06222484869901037,-0.3137063194621336,0.16211939390395097,0.037492575522430495,-0.12309401246085327,0.03396862821310467,-0.03068471958631974,-0.03671972461222052,-0.0501726248998737
-0.9267440807134718,-0.12074571956666535,-0.2937423009582434,0.16323399526095592,0.06996837761942744,-0.11438663602427865,-0.028351527333528467,-0.04782262013311988,-0.012421909269613524,-0.05070915571112158
-0.9257932245201119,-0.1937116100987325,-0.2591756584302976,0.16026589918125247,0.09296787389692862,-0.0849728301198269,-0.06946258546114883,-0.04434642797708175,0.028145031915235104,-0.031886345690388604
