surface_sensible_heat_flux_max_PCA_1,surface_sensible_heat_flux_max_PCA_2,surface_sensible_heat_flux_max_PCA_3,surface_sensible_heat_flux_max_PCA_4,surface_sensible_heat_flux_max_PCA_5,surface_sensible_heat_flux_max_PCA_6,surface_sensible_heat_flux_max_PCA_7,surface_sensible_heat_flux_max_PCA_8,surface_sensible_heat_flux_max_PCA_9,surface_sensible_heat_flux_max_PCA_10
0.7055268308744177,-0.5222733799822771,-0.360573208931431,0.2475669809763942,-0.07637406364372726,0.05633535474462599,-0.08168201195315787,-0.13733346874131072,-0.10868045621830848,0.04585456601803511
0.7190980566188305,-0.582967763949644,-0.3221967419813764,0.16272607611115877,-0.012147962189438154,0.08433261418363439,0.0020510217407706845,-0.13054772677000506,-0.0188416735047861,0.011631727759007796
0.7618510602342028,-0.5573076542659723,-0.30858804621799124,0.11220258174840389,-0.040798085415257,0.04143423521828557,0.04286462065144703,-0.0749635452862478,0.04919420183394425,-0.015152098862980105
0.7888918747711993,-0.5453776494325328,-0.26888542740776666,0.0636308548360586,-0.008662448298969538,0.031585343930462445,0.08475053894333846,-0.012832811664352175,0.08494517913347646,-0.0201679491748379
0.7820575571726561,-0.5465801494876745,-0.273484009225151,0.11252248765457094,-0.015219500578464959,-0.02240081104596148,0.0576506905663781,0.06949921952400437,0.06799728872475791,-0.034887726991398915
0.8136918232739709,-0.5211546105551429,-0.2084830279006819,0.1291798755416938,-0.0005265012677748229,-0.04613036972051141,0.05813365570418053,0.10134829064552141,0.0356960985610942,-0.013811393212074568
0.8503930208594075,-0.48504899497615167,-0.1207962354596488,0.11786201791328128,-0.02225727237820047,-0.040096799437968615,-0.03548123054266053,0.14031803387917732,-0.013343578928482541,0.006207671334743293
0.8858504978227902,-0.43886887100797517,-0.04845065049446902,0.07227474417156611,0.0015028764077493519,-0.030484558334435592,-0.023614808619763093,0.15064928256571355,-0.04924858890198935,0.017429824519668954
0.9132176354539187,-0.3845538419732184,0.03944910298615828,-0.02678698034376669,0.057328825835507434,-0.047834565779580396,-0.06281772455379525,0.08932004453983822,-0.0470874442762408,0.04028001532118203
0.8974755923955957,-0.3749484731323048,0.07563913802657701,-0.14506759095923605,0.08420254108315242,-0.1170907485664041,-0.09141003066863994,-0.0018186191969076428,-0.04903017973623261,-0.05161202322620061
0.9073198454215269,-0.321876790538834,0.12448121900494756,-0.16619163558468714,0.10761701928928159,-0.11541920540215561,-0.09672599449884936,-0.06903585022234925,-0.023414498528017746,-0.02798597380301988
0.9118125322673101,-0.30716454962544876,0.17652366123869498,-0.1773320825495451,0.10312545125742106,-0.030562966329950796,-0.02955068355195071,-0.0535696982378647,-0.01903640569220128,0.019765041836124552
0.9161351133006642,-0.27040351889461023,0.18758269270597586,-0.22086878264854523,0.08419564464174718,-0.0016873845435298935,-0.0013345444476715144,-0.05844330976421549,-0.03328912263386476,0.008971964615430643
0.9200489904511056,-0.2489556510506529,0.19132582843388748,-0.2212175257046851,0.05026726420541656,0.01584232872988305,0.10694116815240093,-0.016384241552925862,-0.04568981115834808,-0.025398700288787657
0.9055861611825972,-0.21801407642646747,0.18574832641149663,-0.29617524319123295,0.05817898575643162,0.03711988587627407,0.11420419289989218,-0.045437322677689906,0.050602598808604786,-0.0073698693572712415
0.9033030629060592,-0.207513429886722,0.15883124813991933,-0.32274355770793317,-0.0004687303434534912,0.07644514147366525,0.11241932380909801,0.00829642424946544,0.024054571020257726,-0.0012584878264324808
0.9230330289974356,-0.14773086795206986,0.24438876060407416,-0.20624073211119603,-0.07961347908051433,0.05191025417837119,-0.06450624617179146,0.02311007134143894,0.01955241758093503,0.060418568483579044
0.9421333480070454,-0.0714623496186725,0.2544155386890061,-0.05060154576797969,-0.1810877593808796,0.05005715278857558,-0.1107477047307212,0.025697997056021108,0.03945574246481772,0.03151209177171272
0.917261376169511,0.0662845807472675,0.2981853630277308,0.044058658141741036,-0.2283916953863961,0.03612097989415234,-0.10498658041521093,-0.012187587133034021,0.07310977280578701,0.018072851017057325
0.9193425841001642,0.14024939639882258,0.28886748754494473,0.08076178979152387,-0.22445032486351532,0.04794910343407201,-0.010252045034323521,-0.005177077490493895,0.032365155094928,-0.034899785979768304
0.9053213113812115,0.24335592958480373,0.2541232151159997,0.16155110887613022,-0.1842553522039844,0.0099290008287574,0.03568651034271517,-0.04377482514354156,-0.008222911085330903,-0.050576170612718234
0.8915242468311619,0.30283711445844597,0.2150204890561972,0.21670745103519076,-0.1480578333484429,-0.06378813916541873,0.0498711983021654,-0.007862803358274419,-0.048392448100833804,-0.01580483020637917
0.8865759120739561,0.3422640527998063,0.1710531834427131,0.2091547079587068,-0.076336228163959,-0.09301128437100821,0.11702793918714055,-0.001532609785675246,-0.08856122791622216,-0.017797052436988058
0.902931999291003,0.32442438206615576,0.18051353389993385,0.173749648266659,0.04166004262113497,-0.10387075473670378,0.11406532386784703,-0.014508051915694238,-0.03303400453060271,0.04459927415474417
0.8945087826805459,0.3439015987102204,0.11973775329035795,0.20211797823854669,0.13463836122153436,-0.07158725443976026,0.07639012983567642,-0.033927514471230415,0.022026688788489266,0.07207952953222466
0.8886417820036865,0.352866656460491,0.08848725632392597,0.2029154706551132,0.18674990903365724,-0.014140194746332256,-0.017176692921495172,-0.013849243349887994,0.09803038782657837,0.06419791546788768
0.8890925023619269,0.3640460298686473,0.04838477703861443,0.20302858249326142,0.18864530214804598,0.009207628022308175,-0.07639054138724796,-0.006653108544196341,0.064710621289228,0.02368735241534319
0.8896675913117648,0.38271504528741596,0.046299963829940005,0.1696619410921014,0.17635052218249275,0.039151456958315345,-0.07717050713068253,-0.00941239059335073,0.02660026079572532,-0.07219853175118912
0.9041727925360186,0.3721603084862231,0.019878252276259206,0.08474439584550336,0.1366166182438187,0.10730253346405963,-0.05016685044221025,0.021339536075227664,-0.010558684678875536,-0.11716368603413858
0.8733812054058282,0.4569471588674608,-0.10954769799827682,0.037075804504032014,0.07783767926476544,0.12740751728127875,-0.008807536831093535,0.03486263798222843,-0.057628557153409005,-0.014795109179785536
0.8396132017457956,0.4809230374463299,-0.20275171155369612,-0.0823015216371861,0.05388318198082282,0.13973958345438153,0.010926038484712243,0.03414977814951391,-0.0429970894811967,0.025968628450807066
0.8131271643107821,0.49025459309155045,-0.2729184398575683,-0.138561651123354,0.014287902675229263,0.11631692055015143,0.0156773586536964,0.02870380468287469,-0.02395506587293746,0.03626524834308165
0.7685265480704482,0.5201372389957505,-0.3165263043341773,-0.1731289855873942,-0.08544245389945974,0.06489045283394598,0.042770910223395006,0.05408361766572441,-0.038008282899686274,0.027607791190421553
0.7374767709955553,0.5207966679163613,-0.3819675162808704,-0.17920192650606653,-0.08364572576722996,-0.09440799751396081,-0.05026577611102541,-0.0017773830395159224,-0.010762515621309142,-0.016844407840908994
0.7195951259047165,0.5271983949422437,-0.397545980729802,-0.1854336465054967,-0.08073545006623627,-0.12468285449187538,-0.038202145435393894,-0.0301022074218879,0.03399066086368063,-0.010155350689671933
0.6825779039419405,0.5237099830513027,-0.4464457642878215,-0.19266703394117013,-0.07310272268329158,-0.14703150358160594,-0.00039693913299567634,-0.043489756312556624,0.052885074121685825,-0.0035594910754951138
