10m_orientation_of_wind_std_PCA_1,10m_orientation_of_wind_std_PCA_2,10m_orientation_of_wind_std_PCA_3,10m_orientation_of_wind_std_PCA_4,10m_orientation_of_wind_std_PCA_5,10m_orientation_of_wind_std_PCA_6,10m_orientation_of_wind_std_PCA_7,10m_orientation_of_wind_std_PCA_8,10m_orientation_of_wind_std_PCA_9,10m_orientation_of_wind_std_PCA_10
-0.9058436160496058,0.3336145598687229,-0.004895918347184938,-0.16869964973448537,0.18660555778615845,-0.06383548368026584,0.030375992733550523,0.08801234154399537,0.02149851749021761,0.01558531913740583
-0.9036742425634305,0.2845664216483702,-0.08733729365045426,-0.22130785081425028,0.16781147969261173,-0.03971150473551581,0.06697188456933126,0.13505121586756605,0.0074473330979889195,0.04306306781077628
-0.912227176587754,0.2601595668777624,-0.1352229972590316,-0.25952755611611467,0.04122084538618214,-0.0208905894153046,0.0737568122457431,0.10677770345800046,0.028959789868470028,0.016833241931951896
-0.910170304945785,0.24919454352229894,-0.18101858627285725,-0.26885858780162153,0.04897124313939803,0.028301441000656374,0.04854948951974151,0.07852889118265528,0.009202556869685085,-0.04969054620968282
-0.9034975545644349,0.19756748567292984,-0.24405538068783258,-0.284642198016345,0.009017685835141604,0.08286868169354576,0.041662104787545465,0.020290160164112073,0.025779709585745967,-0.06556619065323792
-0.8955014168370261,0.16699143503268568,-0.28833942944901747,-0.26836866664439507,-0.023303785519419497,0.12447275528073175,0.03184120273556936,-0.07327830821190554,0.03838547711510447,-0.06239848388238502
-0.8920872142768269,0.10373374261083804,-0.35334773718165297,-0.2152341046403699,-0.08554444475423353,0.12302952781658913,0.040006031159509424,-0.09062642726749592,0.03950238264578064,-0.017279517346129022
-0.8825500046137768,0.025970834087334242,-0.4075026349967046,-0.1586700416151182,-0.1296143226964553,0.12871103840833908,-0.0021023879903752703,-0.0879664459718715,0.01964997547407562,0.011931361136507411
-0.8786863134529275,-0.03835494166807658,-0.4424634636764782,-0.09596370620906422,-0.15469038645544952,0.0689621598137098,-0.022808787091186642,-0.050614294328545376,-0.02018546322673703,0.04432902262574202
-0.8750523446114369,-0.09499545500989982,-0.4389728247878351,-0.03762928232569155,-0.17175066969462932,0.0030157385594554043,-0.042361048008561684,0.016705177436701753,-0.05342019099673825,0.08966158584702563
-0.8846836301054876,-0.18766939383441414,-0.37639794614379646,0.1047503600872236,-0.13859931617236224,-0.09238018603351504,-0.050391226815417335,0.0486779359302472,-0.08166331926364012,0.05732011014921577
-0.8690259828953268,-0.2924131870978669,-0.3033940089215079,0.18600560504115324,-0.10339281066085947,-0.1485794028355769,-0.07098367168201816,0.039054365308713146,-0.05279193878777587,-0.021010347819075816
-0.8428575486141638,-0.33696124208906525,-0.23876294500829878,0.286698033420683,-0.04411268216028504,-0.18101979623689612,-0.0934514134773772,0.02081376537329342,0.0028173417022801742,-0.06890216190484154
-0.8098066723638012,-0.3950883619963453,-0.17835316683005448,0.3670036256860509,0.012776100374211603,-0.15214307229942675,-0.06948365797137762,-0.00625646027194313,0.05610071223978408,-0.058434498171323894
-0.773724343644502,-0.4362570323324886,-0.12404839951497815,0.42247872066681685,0.041081425884883685,-0.10955848030042932,-0.014209884524451162,-0.030734972980933566,0.09779428767361613,-0.019646784494318142
-0.7545600065033955,-0.47951186460059797,-0.022118099812215644,0.4268944871006492,0.10561396550759364,0.013800780048610566,0.09107230251769684,-0.014221791475644625,0.07345732459016564,0.05192681507343261
-0.7208963088029368,-0.5240079950303038,0.0393260821373587,0.41799277465201823,0.13139835072370631,0.07578579752168038,0.11711663149059742,-0.029433839924795056,0.011088117769458306,0.05375873460952471
-0.6660156542249902,-0.6149705438384228,0.10767353015376346,0.3634664158090418,0.08521345554360842,0.13999975817047508,0.13333648735498765,-0.005124670859093276,-0.04701671910580187,0.018898975227521552
-0.6011942306673498,-0.7045447892712544,0.19887283466680075,0.25593752219135746,0.046154287720861706,0.1845246098516321,0.05049111820121523,0.013897227299550077,-0.09126387151885938,-0.03199698109186022
-0.5189694810671338,-0.7797105341270396,0.2794448540050735,0.04906787949224038,-0.006882237139780479,0.19201619132464082,-0.0758382077128943,0.060272009253663744,-0.037454238244293864,-0.07259232247263714
-0.4088838844608493,-0.8139542819479825,0.33758071486859687,-0.13801079515095446,-0.02439339591490474,0.1551333055501381,-0.13386311698436099,0.0638413778571737,0.02423063030764763,-0.008715330359891863
-0.3384260000116756,-0.8243207739304274,0.34815423971158815,-0.251994232189167,-0.03896096317242543,0.08296438955721779,-0.1387850570005208,0.040669330880686465,0.05035062084435933,0.02562730907964633
-0.3110235224324633,-0.8256282060144005,0.3306139010263398,-0.3274560383418076,-0.042237627035293594,-0.04322832773198426,-0.05132810483975379,0.025756366960084164,0.035830418974300234,0.050521058124002476
-0.33237547693158287,-0.812739751536273,0.3336379953554188,-0.3293190994921735,-0.06109400810576259,-0.11238175480696609,0.021554422982722154,-0.01654820553146258,0.01875266991047787,0.03041787482247347
-0.325060670162434,-0.8106785844222636,0.28978605359075404,-0.3481238892132109,-0.028081438539943715,-0.1720014985858747,0.09913405743567814,-0.050227581536394256,-0.00646714054040837,-0.0015962739426910765
-0.3535616040179924,-0.777362608733114,0.2779072517483969,-0.3500556746394112,-0.07554082209151095,-0.17862348547052342,0.1602758829483876,-0.09823400881930205,-0.0527296907884237,-0.04159046003912437
