10m_orientation_of_wind_std_PCA_1,10m_orientation_of_wind_std_PCA_2,10m_orientation_of_wind_std_PCA_3,10m_orientation_of_wind_std_PCA_4,10m_orientation_of_wind_std_PCA_5,10m_orientation_of_wind_std_PCA_6,10m_orientation_of_wind_std_PCA_7,10m_orientation_of_wind_std_PCA_8,10m_orientation_of_wind_std_PCA_9,10m_orientation_of_wind_std_PCA_10
-0.5377420012823773,0.6318654897358672,0.4486595346302035,0.1997211589742246,-0.24132046829180395,-0.024243380955608348,0.07988634783907551,0.06937166989234654,-0.021436777638950306,-0.045812091647326095
-0.5784777513369622,0.6204755670420853,0.4533582030343931,0.17346473353723416,-0.22424119501143633,-0.007801817053871868,0.0688612060818643,0.046932042781026244,0.016408392889220073,-0.0149973089375355
-0.6227634734089821,0.6013116314621559,0.45160965345354875,0.13517596620429675,-0.1932462281001296,0.015223018086500938,0.033055090173347484,0.01834009318928007,0.017418703136156562,0.024354132825979948
-0.6695732602467422,0.5818784275491774,0.43384418258308355,0.10178947514963575,-0.14429161369638602,0.015715636222909286,-0.01392952655299171,-0.020887431714717797,0.02422424751390144,0.015271624516467693
-0.7290394320591697,0.5505141463878901,0.4008441169756441,0.06352128591831598,-0.03627784322892436,0.018850307145714618,-0.046615521310938206,-0.0519864210847682,0.031304495072999816,0.02108572537035107
-0.7854867503444908,0.49925354382321546,0.3554640600817192,0.03178025420099606,0.07277724989142394,-0.002537828658189255,-0.070869760596079,-0.07997319053028805,0.005653932324921747,0.027648207814328172
-0.8259450336079168,0.45426891574174916,0.2920705790535616,-0.005675578080364735,0.13565221659708504,-0.020130699085869275,-0.09520146279091111,-0.08102930813837327,-0.03349508379462836,0.026621453827350157
-0.8635057662809161,0.41271073709496137,0.22132354116127756,-0.04880880903719336,0.16482579755249213,-0.03941077994239893,-0.08541348408122829,-0.07676543519521076,-0.044156584195464366,-0.009437340549672768
-0.8784800239802748,0.40116925910598034,0.17357064276634926,-0.0759849565389965,0.1792725802216268,-0.03997079330105983,-0.04476454636933537,-0.027377267289384045,-0.06974644138850988,-0.02488121973131707
-0.9033502892132944,0.36045726068193235,0.10487508704258898,-0.12362145119895253,0.1829471614053366,-0.03704671110447302,-0.015629056171093315,-0.00024278905367072136,-0.020725872523396378,-0.0032105108623604944
