mean_surface_net_long_wave_radiation_flux_min_PCA_1,mean_surface_net_long_wave_radiation_flux_min_PCA_2,mean_surface_net_long_wave_radiation_flux_min_PCA_3,mean_surface_net_long_wave_radiation_flux_min_PCA_4,mean_surface_net_long_wave_radiation_flux_min_PCA_5,mean_surface_net_long_wave_radiation_flux_min_PCA_6,mean_surface_net_long_wave_radiation_flux_min_PCA_7,mean_surface_net_long_wave_radiation_flux_min_PCA_8,mean_surface_net_long_wave_radiation_flux_min_PCA_9,mean_surface_net_long_wave_radiation_flux_min_PCA_10
0.5440898445961764,-0.5437962584399813,0.43299893200222456,-0.25559419332960254,-0.1709084321637244,-0.2034103699321819,-0.0505399637919181,0.052914179325992586,0.1594062402312683,0.19647733286211796
0.5154134186721416,-0.5467672237636656,0.47120184713565116,-0.3335481058000642,-0.1497745436005559,-0.20274656340230143,0.11189812973009901,-0.0016387398547159965,0.01669385670383836,-0.0017381659077284671
0.5715321998112629,-0.5584590814496064,0.4243053023171238,-0.3655100476535513,-0.010132804447544587,-0.08266329083892406,0.06522804484266576,-0.007898704317565704,-0.029721479304413604,-0.06572671711086206
0.6945417823971988,-0.5200792555038347,0.3682482806459402,-0.23159558449299542,0.03492943309135088,0.02047527312679574,0.10492077343315107,-0.06957402359807546,-0.03989329884377061,-0.12429970986311517
0.7204377015366178,-0.5566366006199949,0.29127815571864085,-0.16513228587798218,0.047081706684914855,0.17274128681235434,0.007815360617174905,0.0201238855443588,-0.0627726321922385,-0.10159937063959351
0.8179272084763284,-0.3775636656670115,0.2479102099376835,-0.01952668164891258,0.10510168741962318,0.22217128826327948,-0.15675282070903487,0.049658501608285166,-0.052240833440204935,-0.07250359913927798
0.8666718186640636,-0.2769189421248539,0.2326248677823786,0.09054710874994364,0.12992249003202863,0.13010875106128558,-0.17976705166916093,0.10767826095899492,-0.005698290477719745,0.09650951531547944
0.8821917171281566,-0.2740595962272014,0.152083329280235,0.07867612680348511,0.2584777938540133,0.12462737458021993,-0.08294506994784909,0.014607078175713804,-0.0421537851630987,0.11710388434848805
0.8931622129601832,-0.26038492113680806,0.10046294059375495,0.13645328461168799,0.22522108578483668,0.08269282796658221,-0.09440630150708575,0.07973377011982279,-0.07648060616630192,0.09388118494032748
0.8868534283395869,-0.29995304979000564,0.03276364016046049,0.18725969167194162,0.21143909995234111,-0.02417141309457653,-0.01289259298616425,-0.07634880401389563,-0.014478114416484758,-0.05150381062473665
0.8732469979748732,-0.25344075731375826,0.012573688439320028,0.2290548806630349,0.23957863627931067,-0.03678584993133775,0.09627295303189737,-0.15533247362466832,0.002652232799666057,0.006149208420454957
0.914715385423268,-0.21658374804442368,-0.0707833195425368,0.17418065567509525,0.11402707769545777,-0.05778560083877635,0.057938871992418046,-0.16139583691153947,0.07713061194487306,-0.024667917720975173
0.9036862427104796,-0.21593786328699147,-0.1135193858263762,0.2511005319978867,0.051934174515016314,-0.03628202953431387,0.08606673083252002,-0.11226410772189506,0.08223273486029954,-0.043228306383773535
0.8804267939395451,-0.2600831869690786,-0.148782192912575,0.30825812910374123,-0.01585521303357829,-0.017204634055556788,0.06659483404566578,-0.04489348753699299,0.06699571243686477,-0.048637476071572025
0.8928416005328575,-0.27264363312003764,-0.056754228227969813,0.2946963650344729,-0.026465183976083138,-0.12653083619539685,0.04066992982687308,0.025890789451162587,0.06236714399452462,0.034212755854707434
