mean_surface_net_long_wave_radiation_flux_min_PCA_1,mean_surface_net_long_wave_radiation_flux_min_PCA_2,mean_surface_net_long_wave_radiation_flux_min_PCA_3,mean_surface_net_long_wave_radiation_flux_min_PCA_4,mean_surface_net_long_wave_radiation_flux_min_PCA_5,mean_surface_net_long_wave_radiation_flux_min_PCA_6,mean_surface_net_long_wave_radiation_flux_min_PCA_7,mean_surface_net_long_wave_radiation_flux_min_PCA_8,mean_surface_net_long_wave_radiation_flux_min_PCA_9,mean_surface_net_long_wave_radiation_flux_min_PCA_10
0.900162137492429,-0.23082375415700865,-0.13691853767603998,0.268069083474499,-0.07518342710006884,-0.12536668693934308,0.017923074846408548,0.0650183732944544,0.05463857344590097,0.012131308685476948
0.9065367550473536,-0.1733075163397519,-0.1653081733143034,0.1980105470225621,-0.19633790748727287,-0.11159554604230609,-0.024341403516850945,0.1307049086276317,-0.019943219685766216,0.02187511145035878
0.8722204918477082,-0.16588395473546758,-0.21394067763043037,0.1578697222917729,-0.2748502560240141,-0.07018891644947738,0.010815014719705494,0.1558803228433803,-0.10944575566675548,-0.0021177452700320465
0.9031779795142174,-0.08683954564575466,-0.1607964896379377,0.05729738588382248,-0.2942350852220299,-0.043643350764320785,-0.06312503339872613,0.07667541004145911,-0.11274337159347307,-0.11777780519328092
0.8951440324660719,-0.014053426238667633,-0.2639244495784865,-0.08255422181325203,-0.29751652892250546,0.003793226227580361,-0.08852501597515174,0.04892343169160445,-0.05844570044823144,-0.019356738817326618
0.8787368666285009,0.056771709368012166,-0.25589763646177005,-0.18462433005569914,-0.24800614523887035,0.1497527240431992,-0.12352854339625567,-0.04530360927836735,0.06981726759506188,-0.05428194868191065
0.8539267609610256,0.07199094665870383,-0.277653757728309,-0.28572384882041674,-0.12789557944346408,0.17879623581905088,-0.11019208793059805,-0.1193554907392568,0.12978351076724126,0.04397609943605025
0.8366364987579896,0.1426712957131842,-0.3683600324989482,-0.27642561213905475,-0.06906694384765658,0.13567225614551845,0.02201120291923636,-0.15299789465614042,0.04708966687852663,0.049617585114147066
0.8519833048745903,0.16324490246599144,-0.3296115795781198,-0.26561519347196155,-0.057862956846052374,0.05664532270561246,0.13462078698690266,-0.09857559219573495,-0.03937590996174482,0.09525887648306998
0.8425388213032116,0.27249855512691595,-0.2690809360912531,-0.1951420890345992,0.1162695297404147,0.018386885430371924,0.2521675194738984,0.057864469450762054,-0.05416365288273863,0.08687874833032082
0.7512723015196776,0.4771977014421818,-0.1965746225198917,-0.20283264935969314,0.19629832796390512,0.000247501693013116,0.19929962253154945,0.14187152653670776,-0.078428006817369,-0.046832933131852425
0.6253599248769383,0.6239559482796547,-0.14295110562881538,-0.20953337392426866,0.2773822790584794,-0.016414432688919924,0.06356678686400771,0.2267326469830468,0.04804039771557964,0.00028148045476106466
0.6108708675464206,0.6762108390125601,-0.06507601111081135,-0.17276314381442318,0.22127275601968793,-0.0895306423065713,-0.11328716205584985,0.15095512599616673,0.13232772622689087,-0.05831578774313068
0.6018764993758463,0.7025158297939443,0.041657566014975195,-0.11137321155004512,0.1261393277184756,-0.203068149191999,-0.16710719006233268,0.002794104813756503,0.08551451475690786,-0.09729348094117458
0.5859729471376579,0.7267512393675309,0.05958070948820613,-0.06067241092088647,0.08063792626146025,-0.20095468984803935,-0.14232444098301691,-0.13597799500041086,-0.06950172815053264,-0.051718343572615975
0.5473710552979015,0.7721424979765233,0.12680272622548747,-0.04889582104374346,0.02449508217586821,-0.10167191301653088,-0.12237303891119924,-0.16430817828307206,-0.07343573970628432,0.029482249372624274
0.4935634087135159,0.7962756093410476,0.2633264266499243,0.04702974921122777,-0.023062779030904847,-0.07656263877319844,-0.016217640893502097,-0.08097473401297163,-0.11818118298154111,0.0708397570719744
0.48784019537383294,0.7707488569132688,0.3284799140536193,0.08951715623449105,-0.10436372009275775,-0.006345952148982114,0.04684424184311665,-0.029738179413507083,-0.09823928619628412,0.030828123806840482
0.38906626915744985,0.7395591863782508,0.4197101533576523,0.14183676531311884,-0.22868548588545504,0.11558348203372533,0.04788453187288118,-0.0272319615574211,-0.05972288133978815,0.04913840933544733
0.41204545321766545,0.7429350537351503,0.39777976928144343,0.21282217646412285,-0.15741030672953232,0.14646242507085144,0.11289055934685151,0.013254793053140802,0.04109200269736937,-0.002131991172571633
0.32929688377540484,0.7302016997896797,0.4342758257019901,0.1805550714342633,-0.13105430213495275,0.17757535895669138,0.11451858031989305,0.08228513074938787,0.22746588360130038,-0.06684021314899258
