total_totals_index_max_PCA_1,total_totals_index_max_PCA_2,total_totals_index_max_PCA_3,total_totals_index_max_PCA_4,total_totals_index_max_PCA_5,total_totals_index_max_PCA_6,total_totals_index_max_PCA_7,total_totals_index_max_PCA_8,total_totals_index_max_PCA_9,total_totals_index_max_PCA_10
0.6790138798148605,-0.5093798459247915,0.273497980016264,-0.3647248780204944,-0.235046380938946,-0.03903856294289763,0.06511586651822089,0.06170354961006673,0.048563625371657336,0.10644154889998425
0.731154083314963,-0.3583720350383815,0.3071103625557684,-0.4172838550488815,-0.16708099575227997,-0.09928799004293092,0.10924481656770513,0.09389939189961312,0.06618850009978484,-0.07491263248943798
0.776034848168449,-0.22449989074009918,0.3931481558391324,-0.3418105979515113,-0.007363580269609732,-0.14716334873937353,0.13826543793156906,0.1322494709605075,0.0347079412058655,-0.15974658642692668
0.7917620057776359,-0.010816445372192429,0.4579688053205619,-0.2556791592766366,0.16418939285564704,-0.2083133996293482,0.07008614825397673,-0.004823698334061881,-0.15747511736647202,-0.058806649352284926
0.7800320155238611,0.1425333125635484,0.4523381871458936,-0.193034299841834,0.2413359258769747,-0.17715423086433887,-0.007832052434711863,-0.11041697622129265,-0.19021909697739897,0.047709290582268644
0.8038558983794055,0.21992245635507718,0.4474190247643557,-0.1551524672564234,0.25353847600470586,-0.08484538736802792,-0.07116408739786004,-0.0785280732888157,-0.07416886062598131,0.053089716784531144
0.8173647727188804,0.27726950659626065,0.41545835299859896,-0.11923174436450913,0.2441664629093725,-0.04970266992061928,-0.08669727690968303,-0.0532663442368438,0.023130090507305162,0.04664292224502288
0.8005064516911492,0.34035885497503987,0.3981764251278884,-0.06251123580110975,0.22453303009011333,0.02276096151580376,-0.0989023972979976,-0.06052235059975006,0.12185906131781198,0.033638065802142875
0.812486158502037,0.3580181351228639,0.3953506365534812,0.05296689870262746,0.1448043489014474,0.06994130433371472,-0.11683406995338447,-0.02141656288369036,0.1358049293229509,-0.010643363627856532
0.8111054910252695,0.35607480435467626,0.3874994299806569,0.12582200050612496,0.10673909245776507,0.12395758403793096,-0.10802618141201314,0.00557048684992593,0.12472420588732412,-0.0326308829217915
0.813332918321218,0.4025329678100368,0.33600728500526517,0.15935926060228334,0.0600523576745656,0.16044700552711186,-0.07456362121685522,0.06800922443602073,0.06365306422588139,-0.030182165979410827
0.7935393200415203,0.4224428556273784,0.26880985540155883,0.2631297184964203,-0.025643400209679052,0.18761670511254222,-0.02985974565433006,0.11604981964810322,-0.01566193739898062,-0.04202793043341785
0.803374536941162,0.38844009193394413,0.1651169834495385,0.23619020130461513,-0.19316409169458562,0.2161377054476564,-0.010270152701585772,0.16514383850993505,-0.13281190388761485,0.016675374749684148
0.8304820993079067,0.39832668720258013,0.08100689863121757,0.2543385118584058,-0.191738699741833,0.15016474808839295,0.06305537828491035,0.08977586667557624,-0.12500776305007416,0.02516523933088501
0.8225140398429841,0.401137350360979,-0.03455847897429661,0.31005048967429083,-0.14999320481753187,0.05841109822150977,0.16437636316539303,-0.022299731431520673,-0.06575962411556052,0.022123320915050326
0.7928775330109754,0.40217085439378086,-0.09301390983802821,0.3405079469983783,-0.15398907191333178,-0.030158393610101874,0.20135666803650795,-0.1472329106701744,0.0071993786977024915,0.018241022408639486
0.7962607669709837,0.3792330999504711,-0.227746114609109,0.3223571645420717,-0.1523778423306571,-0.11252645883944001,0.11969693416882131,-0.13186691681574914,0.0778740759431178,0.006730629870156793
0.7779804088796314,0.2848863848826622,-0.4101809154221375,0.2155457749775397,-0.19770143594895379,-0.18511833288961768,0.06495229477181116,-0.08701369111350013,0.07583625299379514,-0.010489447202649846
0.72952912576236,0.23350190050951358,-0.5670047722780961,0.09309881897881843,-0.14543008943651128,-0.23485483212175667,-0.03998045282972937,-0.03657446809433116,0.03226962526760876,-0.0248696522857453
0.6915091650769664,0.19043036169437585,-0.6392024624657612,0.012311228821984077,-0.1375548500922927,-0.20356113371904266,-0.1348884301495928,0.045316471055730265,-0.01874050236351206,-0.036206764065514103
0.6534951069034112,0.08751572358081365,-0.6919022659714005,-0.0605567555163283,-0.046366073322135166,-0.16519667700936516,-0.21536359504603453,0.07875201403161508,-0.0210972409859566,-0.023471305956813838
0.6237599375835139,0.07499514905960539,-0.7415584171616926,-0.18770451968725962,0.014563848395169034,-0.02132460023510262,-0.14209514174937365,0.053643092226399826,-0.005653927678013676,0.022763316466958727
0.5909760746894538,0.058198334460436485,-0.7584946048903946,-0.22236729422947285,0.08651707862715381,0.058939624935124224,-0.08160433427319883,0.05482036044053618,-0.02431301986629827,0.04786100430796198
0.5671637792343124,0.008682231117707528,-0.749015990675919,-0.25909748758148327,0.15783329091097542,0.12405385586899141,-0.002771695137435052,0.024894461709621382,-0.027864095745174382,0.03345338282327196
0.5359702250631084,0.004428253526313257,-0.7085079149525377,-0.30917258471020115,0.22844135306557767,0.23159940534330417,0.1373401736992721,-0.023286975535241422,-0.005596421758489853,-0.007743726382343418
0.49273104252238564,0.01397158521900814,-0.6190342771686654,-0.36996212749898216,0.33614063891543966,0.22857585600123317,0.24588171653438773,-0.06599265319660472,0.04118910345478621,-0.04174889122372526
