total_totals_index_max_PCA_1,total_totals_index_max_PCA_2,total_totals_index_max_PCA_3,total_totals_index_max_PCA_4,total_totals_index_max_PCA_5,total_totals_index_max_PCA_6,total_totals_index_max_PCA_7,total_totals_index_max_PCA_8,total_totals_index_max_PCA_9,total_totals_index_max_PCA_10
0.3092125625427954,-0.7404844861949181,-0.09764746097188055,0.45394725697321037,0.3075986143097091,-0.14940005321048194,0.09525592750260835,0.11531520349210991,0.01198689432772711,0.04477910068244346
0.3061352667645736,-0.7622242615628428,-0.10139378351003586,0.45372949031558957,0.29043854440795164,-0.11663123575840835,0.08598679106224445,0.11892095289387616,0.018321022374146907,0.034714153545871415
0.36525852436590867,-0.8109772123098431,-0.07179630302908667,0.3854418559804131,0.2265738476086467,-0.05215627893104118,0.028252805026718182,0.07290828889264642,0.022448647116140558,0.02282726562999699
0.4094007663171558,-0.8547267790156415,-0.07231914356139428,0.2873024432670406,0.10678847466206198,0.0400200426610942,-0.04006750829431345,-0.032401814326074516,0.022844859445196243,-0.01217663663446096
0.41853674782465855,-0.8716083707876923,-0.03761164362494615,0.21205086020884872,0.022984179930484325,0.09147909708829739,-0.09267667905948321,-0.09214021024633917,-0.02496101050895401,-0.046028362278686924
0.442881486592577,-0.8668548496636218,-0.02473771543884395,0.13837970541673428,-0.042711437404382935,0.11547828172158145,-0.08982424775160312,-0.11861338198731487,-0.049001712365671926,-0.06984430610586073
0.5043234440458405,-0.831106045375863,0.012944746625287757,0.04682341251908097,-0.13822151348716127,0.12599069246736058,-0.08034765830766895,-0.11825867861286204,-0.0560178594266256,-0.06129052565916023
0.5612974806125067,-0.7719929089026152,0.08470333536976063,-0.110208521846392,-0.2292709365422258,0.10781936296265615,-0.07103332810344078,-0.07643958342232278,-0.03557099488770766,-0.003866888418236789
0.5986615735320294,-0.6996088191698911,0.16828770523446165,-0.2079785440879349,-0.27143215489162853,0.08092348360288934,-0.01567984895411591,-0.021272406737233563,0.02242046938192282,0.06321301071609896
0.6393634104548821,-0.5944806665757125,0.23296798639992222,-0.32686659998558854,-0.2474102353039032,-0.007091654921787105,0.053259793776456434,0.043404644765402345,0.0854700645391255,0.11939262109213733
