geopotential_500_max_PCA_1,geopotential_500_max_PCA_2,geopotential_500_max_PCA_3,geopotential_500_max_PCA_4,geopotential_500_max_PCA_5,geopotential_500_max_PCA_6,geopotential_500_max_PCA_7,geopotential_500_max_PCA_8,geopotential_500_max_PCA_9,geopotential_500_max_PCA_10
-0.9770257092309866,-0.2298082619042264,0.06184650169904499,0.05529653613913779,-0.012742672572668473,0.004894224034917823,-0.03135379510281235,-0.010873812355509988,-0.007541977927512064,-0.0038981968505962363
-0.9685276769671184,-0.26601035456786565,0.04667268178943849,0.05093223311046618,-0.01999512669034225,0.009176884584184093,-0.037694370857440415,-0.014162961773796187,0.003983072986657497,-0.008407531609601795
-0.9606390151454445,-0.29777697006156795,0.01632449907536517,0.0426075380584321,-0.03468760131868473,0.017041328325814932,-0.01807612471282415,-0.014350383805122808,0.012196562289904204,-7.283880523141338e-05
-0.9501739412342215,-0.32876863293848085,-0.01110987455429481,0.036699529505001854,-0.04757501734894156,0.028356849029274572,-0.006688380624249421,-0.005832688997911855,0.006481936875445855,0.005081433080281071
-0.9363036221667316,-0.3646205904987397,-0.043049898214322674,0.0173277279058887,-0.054332421634623686,0.024014726339972998,0.0033043192842703954,0.0049653449180856605,0.016265376486313893,0.009651998461586752
-0.9278550750370491,-0.38163695628148736,-0.07370621811430073,-0.00820803120196883,-0.049978958413074925,0.01992615024621927,0.023972813837024272,0.012594174024832514,0.0022755173456129904,0.0003188898126552858
-0.9224044845129241,-0.3930593891431187,-0.0881316308969489,-0.024854354664106876,-0.031233741697755474,0.008882828030570031,0.024093639651681716,0.015453145585166575,-0.006535922090693804,-0.0018887328395905437
-0.9091694708766948,-0.415956805394211,-0.11819073651290035,-0.031174038590932193,-0.0076192056146968355,0.005387212343701877,0.019581481703892258,0.019288770838955735,-0.016620882039794182,-0.0020059462649263055
-0.8933056466458794,-0.44009252470759685,-0.14512069808804215,-0.040404727056713455,0.012575126443974856,-0.0004141850884049012,0.018597295409645286,0.004227987116236514,-0.025925566597933065,-0.002428092686376711
-0.8725755500669117,-0.46847496431712116,-0.17492069983171207,-0.05127245161858024,0.03198404234924687,-0.01099895305433145,0.005341818387700806,-0.004558039201630516,-0.015577134295959163,-9.450298257030157e-05
-0.856994435917912,-0.48759979280715793,-0.19376443473591032,-0.05454966889585376,0.04783926396448923,-0.021240079722162637,-0.009211135117784522,-0.01189512679682086,0.009321924690825982,-0.0028641687871534846
-0.840338128110131,-0.5049090105366101,-0.21328398081297126,-0.06456727340395893,0.057050727447876204,-0.017019506603541637,-0.015803053413240817,-0.01471551299190399,0.030701031968382503,0.005437828637890991
